ranking,selection,param,mined,after_pruning,classifier,total_items,no_cov_ant,no_cov_rule,no_matches_train,no_matches_test,seed
2,select_coverage,3.0,10885,4898,210,880.0,0.0,0.0,0,1,29
2,select_coverage,4.0,10885,4898,299,1261.0,0.0,0.0,0,1,29
2,select_coverage_CBA_M1,,10885,4898,11,33.0,152.0,152.0,152,44,29
1,select_coverage,1.0,12064,5303,29,112.0,0.0,0.0,0,2,31
1,select_coverage,2.0,12064,5303,133,539.0,0.0,0.0,0,1,31
1,select_coverage,3.0,12064,5303,207,860.0,0.0,0.0,0,1,31
1,select_coverage,4.0,12064,5303,307,1308.0,0.0,0.0,0,0,31
1,select_coverage_CBA_M1,,12064,5303,8,24.0,272.0,272.0,272,60,31
2,select_coverage,1.0,12064,5303,29,112.0,0.0,0.0,0,2,31
2,select_coverage,2.0,12064,5303,133,539.0,0.0,0.0,0,1,31
2,select_coverage,3.0,12064,5303,207,860.0,0.0,0.0,0,1,31
2,select_coverage,4.0,12064,5303,307,1308.0,0.0,0.0,0,0,31
2,select_coverage_CBA_M1,,12064,5303,10,30.0,190.0,190.0,190,42,31
1,select_coverage,1.0,10819,4732,29,114.0,0.0,0.0,0,0,34
1,select_coverage,2.0,10819,4732,146,600.0,0.0,0.0,0,0,34
1,select_coverage,3.0,10819,4732,226,940.0,0.0,0.0,0,0,34
1,select_coverage,4.0,10819,4732,309,1316.0,0.0,0.0,0,0,34
1,select_coverage_CBA_M1,,10819,4732,8,24.0,257.0,257.0,257,75,34
2,select_coverage,1.0,10819,4732,29,114.0,0.0,0.0,0,0,34
2,select_coverage,2.0,10819,4732,146,600.0,0.0,0.0,0,0,34
2,select_coverage,3.0,10819,4732,226,940.0,0.0,0.0,0,0,34
2,select_coverage,4.0,10819,4732,309,1316.0,0.0,0.0,0,0,34
2,select_coverage_CBA_M1,,10819,4732,11,33.0,146.0,146.0,146,50,34
1,select_coverage,1.0,10898,4932,24,89.0,0.0,0.0,0,4,42
1,select_coverage,2.0,10898,4932,134,549.0,0.0,0.0,0,1,42
1,select_coverage,3.0,10898,4932,202,839.0,0.0,0.0,0,1,42
1,select_coverage,4.0,10898,4932,302,1283.0,0.0,0.0,0,1,42
1,select_coverage_CBA_M1,,10898,4932,8,24.0,265.0,265.0,265,67,42
2,select_coverage,1.0,10898,4932,24,89.0,0.0,0.0,0,4,42
2,select_coverage,2.0,10898,4932,134,549.0,0.0,0.0,0,1,42
2,select_coverage,3.0,10898,4932,202,839.0,0.0,0.0,0,1,42
2,select_coverage,4.0,10898,4932,302,1283.0,0.0,0.0,0,1,42
2,select_coverage_CBA_M1,,10898,4932,10,30.0,185.0,185.0,185,47,42
1,select_coverage,1.0,10827,4814,27,105.0,0.0,0.0,0,3,49
1,select_coverage,2.0,10827,4814,136,556.0,0.0,0.0,0,2,49
1,select_coverage,3.0,10827,4814,213,887.0,0.0,0.0,0,1,49
1,select_coverage,4.0,10827,4814,316,1332.0,0.0,0.0,0,1,49
1,select_coverage_CBA_M1,,10827,4814,8,24.0,262.0,262.0,262,70,49
2,select_coverage,1.0,10827,4814,27,105.0,0.0,0.0,0,3,49
2,select_coverage,2.0,10827,4814,136,556.0,0.0,0.0,0,2,49
2,select_coverage,3.0,10827,4814,213,887.0,0.0,0.0,0,1,49
2,select_coverage,4.0,10827,4814,316,1332.0,0.0,0.0,0,1,49
2,select_coverage_CBA_M1,,10827,4814,12,36.0,122.0,122.0,122,38,49
1,select_coverage,1.0,12217,5232,26,97.0,0.0,0.0,0,3,63
1,select_coverage,2.0,12217,5232,137,558.0,0.0,0.0,0,3,63
1,select_coverage,3.0,12217,5232,211,877.0,0.0,0.0,0,2,63
1,select_coverage,4.0,12217,5232,311,1323.0,0.0,0.0,0,2,63
1,select_coverage_CBA_M1,,12217,5232,8,24.0,275.0,275.0,275,57,63
2,select_coverage,1.0,12217,5232,26,97.0,0.0,0.0,0,3,63
2,select_coverage,2.0,12217,5232,137,558.0,0.0,0.0,0,3,63
2,select_coverage,3.0,12217,5232,211,877.0,0.0,0.0,0,2,63
2,select_coverage,4.0,12217,5232,311,1323.0,0.0,0.0,0,2,63
2,select_coverage_CBA_M1,,12217,5232,15,45.0,37.0,37.0,37,15,63
1,select_coverage,1.0,10694,4767,27,104.0,0.0,0.0,0,3,64
1,select_coverage,2.0,10694,4767,133,535.0,0.0,0.0,0,1,64
1,select_coverage,3.0,10694,4767,203,834.0,0.0,0.0,0,0,64
1,select_coverage,4.0,10694,4767,295,1246.0,0.0,0.0,0,0,64
1,select_coverage_CBA_M1,,10694,4767,8,24.0,258.0,258.0,258,74,64
2,select_coverage,1.0,10694,4767,27,104.0,0.0,0.0,0,3,64
2,select_coverage,2.0,10694,4767,133,535.0,0.0,0.0,0,1,64
2,select_coverage,3.0,10694,4767,203,834.0,0.0,0.0,0,0,64
2,select_coverage,4.0,10694,4767,295,1246.0,0.0,0.0,0,0,64
2,select_coverage_CBA_M1,,10694,4767,10,30.0,176.0,176.0,176,56,64
1,select_coverage,1.0,12183,4989,29,117.0,0.0,0.0,0,1,65
1,select_coverage,2.0,12183,4989,134,557.0,0.0,0.0,0,0,65
1,select_coverage,3.0,12183,4989,211,891.0,0.0,0.0,0,0,65
1,select_coverage,4.0,12183,4989,314,1352.0,0.0,0.0,0,0,65
1,select_coverage_CBA_M1,,12183,4989,8,24.0,279.0,279.0,279,53,65
2,select_coverage,1.0,12183,4989,29,117.0,0.0,0.0,0,1,65
2,select_coverage,2.0,12183,4989,134,557.0,0.0,0.0,0,0,65
2,select_coverage,3.0,12183,4989,211,891.0,0.0,0.0,0,0,65
2,select_coverage,4.0,12183,4989,314,1352.0,0.0,0.0,0,0,65
2,select_coverage_CBA_M1,,12183,4989,11,33.0,164.0,164.0,164,32,65
1,select_coverage,1.0,12196,5236,26,97.0,0.0,0.0,0,3,68
1,select_coverage,2.0,12196,5236,135,550.0,0.0,0.0,0,1,68
1,select_coverage,3.0,12196,5236,201,836.0,0.0,0.0,0,0,68
1,select_coverage,4.0,12196,5236,306,1304.0,0.0,0.0,0,0,68
1,select_coverage_CBA_M1,,12196,5236,8,24.0,273.0,273.0,273,59,68
2,select_coverage,1.0,12196,5236,26,97.0,0.0,0.0,0,3,68
2,select_coverage,2.0,12196,5236,135,550.0,0.0,0.0,0,1,68
2,select_coverage,3.0,12196,5236,201,836.0,0.0,0.0,0,0,68
2,select_coverage,4.0,12196,5236,306,1304.0,0.0,0.0,0,0,68
2,select_coverage_CBA_M1,,12196,5236,12,36.0,128.0,128.0,128,32,68
1,select_coverage,1.0,10913,4949,25,93.0,0.0,0.0,0,4,74
1,select_coverage,2.0,10913,4949,129,527.0,0.0,0.0,0,1,74
1,select_coverage,3.0,10913,4949,199,825.0,0.0,0.0,0,1,74
1,select_coverage,4.0,10913,4949,290,1234.0,0.0,0.0,0,1,74
1,select_coverage_CBA_M1,,10913,4949,8,24.0,263.0,263.0,263,69,74
2,select_coverage,1.0,10913,4949,25,93.0,0.0,0.0,0,4,74
2,select_coverage,2.0,10913,4949,129,527.0,0.0,0.0,0,1,74
2,select_coverage,3.0,10913,4949,199,825.0,0.0,0.0,0,1,74
2,select_coverage,4.0,10913,4949,290,1234.0,0.0,0.0,0,1,74
2,select_coverage_CBA_M1,,10913,4949,12,36.0,125.0,125.0,125,35,74
1,select_coverage,1.0,10865,4895,26,99.0,0.0,0.0,0,4,76
1,select_coverage,2.0,10865,4895,126,510.0,0.0,0.0,0,0,76
1,select_coverage,3.0,10865,4895,199,828.0,0.0,0.0,0,0,76
1,select_coverage,4.0,10865,4895,295,1237.0,0.0,0.0,0,0,76
1,select_coverage_CBA_M1,,10865,4895,8,24.0,267.0,267.0,267,65,76
2,select_coverage,1.0,10865,4895,26,99.0,0.0,0.0,0,4,76
2,select_coverage,2.0,10865,4895,126,510.0,0.0,0.0,0,0,76
2,select_coverage,3.0,10865,4895,199,828.0,0.0,0.0,0,0,76
2,select_coverage,4.0,10865,4895,295,1237.0,0.0,0.0,0,0,76
2,select_coverage_CBA_M1,,10865,4895,12,36.0,128.0,128.0,128,32,76
1,select_coverage,1.0,12158,5224,29,113.0,0.0,0.0,0,1,100
1,select_coverage,2.0,12158,5224,138,562.0,0.0,0.0,0,0,100
1,select_coverage,3.0,12158,5224,218,910.0,0.0,0.0,0,0,100
1,select_coverage,4.0,12158,5224,316,1343.0,0.0,0.0,0,0,100
1,select_coverage_CBA_M1,,12158,5224,8,24.0,275.0,275.0,275,57,100
2,select_coverage,1.0,12158,5224,29,113.0,0.0,0.0,0,1,100
2,select_coverage,2.0,12158,5224,138,562.0,0.0,0.0,0,0,100
2,select_coverage,3.0,12158,5224,218,910.0,0.0,0.0,0,0,100
2,select_coverage,4.0,12158,5224,316,1343.0,0.0,0.0,0,0,100
2,select_coverage_CBA_M1,,12158,5224,10,30.0,191.0,191.0,191,41,100
1,select_coverage,1.0,12078,5083,30,116.0,0.0,0.0,0,0,114
1,select_coverage,2.0,12078,5083,136,556.0,0.0,0.0,0,0,114
1,select_coverage,3.0,12078,5083,212,888.0,0.0,0.0,0,0,114
1,select_coverage,4.0,12078,5083,303,1290.0,0.0,0.0,0,0,114
1,select_coverage_CBA_M1,,12078,5083,8,24.0,274.0,274.0,274,58,114
2,select_coverage,1.0,12078,5083,30,116.0,0.0,0.0,0,0,114
2,select_coverage,2.0,12078,5083,136,556.0,0.0,0.0,0,0,114
2,select_coverage,3.0,12078,5083,212,888.0,0.0,0.0,0,0,114
2,select_coverage,4.0,12078,5083,303,1290.0,0.0,0.0,0,0,114
2,select_coverage_CBA_M1,,12078,5083,10,30.0,192.0,192.0,192,40,114
1,select_coverage,1.0,10601,4632,27,103.0,0.0,0.0,0,1,133
1,select_coverage,2.0,10601,4632,130,530.0,0.0,0.0,0,0,133
1,select_coverage,3.0,10601,4632,208,875.0,0.0,0.0,0,0,133
1,select_coverage,4.0,10601,4632,295,1265.0,0.0,0.0,0,0,133
1,select_coverage_CBA_M1,,10601,4632,8,24.0,255.0,255.0,255,77,133
2,select_coverage,1.0,10601,4632,27,103.0,0.0,0.0,0,1,133
2,select_coverage,2.0,10601,4632,130,530.0,0.0,0.0,0,0,133
2,select_coverage,3.0,10601,4632,208,875.0,0.0,0.0,0,0,133
2,select_coverage,4.0,10601,4632,295,1265.0,0.0,0.0,0,0,133
2,select_coverage_CBA_M1,,10601,4632,11,33.0,152.0,152.0,152,44,133
1,select_coverage,1.0,10873,4783,29,115.0,0.0,0.0,0,1,138
1,select_coverage,2.0,10873,4783,133,544.0,0.0,0.0,0,0,138
1,select_coverage,3.0,10873,4783,205,858.0,0.0,0.0,0,0,138
1,select_coverage,4.0,10873,4783,301,1278.0,0.0,0.0,0,0,138
1,select_coverage_CBA_M1,,10873,4783,8,24.0,269.0,269.0,269,63,138
2,select_coverage,1.0,10873,4783,29,115.0,0.0,0.0,0,1,138
2,select_coverage,2.0,10873,4783,133,544.0,0.0,0.0,0,0,138
2,select_coverage,3.0,10873,4783,205,858.0,0.0,0.0,0,0,138
2,select_coverage,4.0,10873,4783,301,1278.0,0.0,0.0,0,0,138
2,select_coverage_CBA_M1,,10873,4783,11,33.0,158.0,158.0,158,38,138
1,select_coverage,1.0,10987,5109,28,107.0,0.0,0.0,0,1,148
1,select_coverage,2.0,10987,5109,139,567.0,0.0,0.0,0,0,148
1,select_coverage,3.0,10987,5109,223,931.0,0.0,0.0,0,0,148
1,select_coverage,4.0,10987,5109,314,1339.0,0.0,0.0,0,0,148
1,select_coverage_CBA_M1,,10987,5109,8,24.0,263.0,263.0,263,69,148
2,select_coverage,1.0,10987,5109,28,107.0,0.0,0.0,0,1,148
2,select_coverage,2.0,10987,5109,139,567.0,0.0,0.0,0,0,148
2,select_coverage,3.0,10987,5109,223,931.0,0.0,0.0,0,0,148
2,select_coverage,4.0,10987,5109,314,1339.0,0.0,0.0,0,0,148
2,select_coverage_CBA_M1,,10987,5109,10,30.0,181.0,181.0,181,51,148
