1,2,3,4,5,6,7,8,9,10
0.9706087766267024,0.9594342917006169,0.9606565009894075,0.9171807705738564,0.9353975090210687,0.776801303689908,0.77389128157374,0.7921080200209523,0.7627167966476545,0.748632289605401
0.9848484848484849,0.9848484848484849,0.9808802308802309,0.9271284271284271,0.9087301587301587,0.8127705627705628,0.7752525252525253,0.7904040404040404,0.7637085137085138,0.7896825396825397
0.9928571428571429,0.9887587822014052,0.9887587822014052,0.9857142857142858,0.9857142857142858,0.95,0.8703747072599531,0.8478922716627635,0.8519906323185011,0.8437939110070257
0.972972972972973,0.9662162162162162,0.9662162162162162,0.9662162162162162,0.9662162162162162,0.88078332569858,0.8842189647274393,0.8715071003206596,0.901969766376546,0.841960604672469
0.9857142857142858,0.9744730679156909,0.963231850117096,0.9234192037470725,0.9571428571428571,0.844847775175644,0.8468384074941452,0.8009367681498829,0.8193208430913348,0.8009367681498829
0.9833333333333334,0.9795454545454545,0.9515151515151515,0.9227272727272727,0.8901515151515151,0.853030303030303,0.85,0.8212121212121212,0.8492424242424242,0.8090909090909091
0.9933333333333334,0.9933333333333334,0.9933333333333334,0.938119658119658,0.94,0.8434188034188035,0.801025641025641,0.7977777777777777,0.81008547008547,0.7682051282051282
0.9552238805970149,0.9512238805970149,0.9552238805970149,0.9626865671641791,0.9402985074626866,0.7894328358208955,0.7785074626865671,0.8054328358208955,0.7665074626865671,0.767044776119403
0.9642857142857143,0.9673302107728337,0.9642857142857143,0.9714285714285714,0.9642857142857143,0.9714285714285714,0.9714285714285714,0.963231850117096,0.9418032786885246,0.913231850117096
0.956140350877193,0.956140350877193,0.956140350877193,0.956140350877193,0.956140350877193,0.9399610136452241,0.9311890838206627,0.9311890838206627,0.9524366471734893,0.9311890838206627
0.9644983967017866,0.9517865322950069,0.9644983967017866,0.9687356848373798,0.9687356848373798,0.8538708199725149,0.934951901053596,0.8496335318369217,0.7896243701328447,0.7938616582684379
0.9905660377358491,0.9905660377358491,0.9811320754716981,0.9797746708293742,0.9775349531695399,0.8629700013574046,0.8274738699606352,0.814442785394326,0.7978145785258586,0.8000542961856929
0.9463489231553459,0.9538677201478272,0.9501083216515867,0.9661016949152542,0.9576271186440678,0.9086912195743596,0.8503249649547597,0.8917420670319868,0.8503249649547597,0.8785523129858545
0.9524566984800282,0.9565217391304348,0.9492753623188406,0.911276069282432,0.9338989042064334,0.8958996111700247,0.8112407211028632,0.8556026864616473,0.8297985153764581,0.8184870979144574
0.9652937613567535,0.9652937613567535,0.9652937613567535,0.9615384615384616,0.9692307692307692,0.9615384615384616,0.9692307692307692,0.9382798304058146,0.9613567534827377,0.9613567534827377
0.9736842105263157,0.9736842105263157,0.9612085769980507,0.9487329434697855,0.9436647173489279,0.8046783625730993,0.7820662768031189,0.8046783625730993,0.7695906432748538,0.7658869395711501
0.9913793103448276,0.9839166237776633,0.9741379310344828,0.9457025218733917,0.9321924858466288,0.8606536284096757,0.8914050437467833,0.8112454966546578,0.8445702521873392,0.8037828100874935
0.9935064935064934,0.9826651609260305,0.9826651609260305,0.9826651609260305,0.9501976284584981,0.904686617730096,0.8982495765104461,0.865725578769057,0.8461885940146809,0.839751552795031
0.9841269841269842,0.9920634920634921,0.9802510151347361,0.9841269841269842,0.9682539682539683,0.9446290143964562,0.8853820598006645,0.8732004429678848,0.8695090439276486,0.8776301218161684
0.9886885825379993,0.9886885825379993,0.9927536231884058,0.9814422057264051,0.9927536231884058,0.963768115942029,0.9225874867444326,0.9049133969600566,0.8709791445740545,0.83881230116649
