ranking,selection,param,mined,after_pruning,classifier,total_items,no_cov_ant,no_cov_rule,no_matches_train,no_matches_test,seed
2,select_coverage_CBA_M1,,1209,909,45,195.0,305.0,305.0,305,79,68
1,select_coverage,1.0,1230,905,155,691.0,1.0,37.0,1,4,74
1,select_coverage,2.0,1230,905,267,1150.0,0.0,23.0,0,2,74
1,select_coverage,3.0,1230,905,341,1462.0,0.0,14.0,0,2,74
1,select_coverage,4.0,1230,905,405,1697.0,0.0,7.0,0,0,74
1,select_coverage_CBA_M1,,1230,905,100,462.0,137.0,137.0,137,54,74
2,select_coverage,1.0,1230,905,155,691.0,1.0,36.0,1,4,74
2,select_coverage,2.0,1230,905,270,1165.0,0.0,22.0,0,2,74
2,select_coverage,3.0,1230,905,344,1478.0,0.0,15.0,0,2,74
2,select_coverage,4.0,1230,905,404,1693.0,0.0,9.0,0,0,74
2,select_coverage_CBA_M1,,1230,905,100,462.0,137.0,137.0,137,54,74
1,select_coverage,1.0,1093,823,118,496.0,0.0,35.0,0,11,76
1,select_coverage,2.0,1093,823,223,909.0,0.0,15.0,0,2,76
1,select_coverage,3.0,1093,823,269,1083.0,0.0,21.0,0,2,76
1,select_coverage,4.0,1093,823,336,1349.0,0.0,15.0,0,0,76
1,select_coverage_CBA_M1,,1093,823,64,284.0,185.0,185.0,185,74,76
2,select_coverage,1.0,1093,823,118,496.0,0.0,35.0,0,11,76
2,select_coverage,2.0,1093,823,225,919.0,0.0,15.0,0,2,76
2,select_coverage,3.0,1093,823,271,1093.0,0.0,22.0,0,2,76
2,select_coverage,4.0,1093,823,335,1346.0,0.0,18.0,0,0,76
2,select_coverage_CBA_M1,,1093,823,42,182.0,315.0,315.0,315,93,76
1,select_coverage,1.0,1127,797,128,531.0,0.0,18.0,0,1,100
1,select_coverage,2.0,1127,797,220,891.0,0.0,8.0,0,0,100
1,select_coverage,3.0,1127,797,267,1075.0,0.0,13.0,0,0,100
1,select_coverage,4.0,1127,797,326,1287.0,0.0,8.0,0,0,100
1,select_coverage_CBA_M1,,1127,797,66,293.0,192.0,193.0,192,64,100
2,select_coverage,1.0,1127,797,130,541.0,0.0,16.0,0,1,100
2,select_coverage,2.0,1127,797,224,911.0,0.0,8.0,0,0,100
2,select_coverage,3.0,1127,797,272,1100.0,0.0,13.0,0,0,100
2,select_coverage,4.0,1127,797,327,1292.0,0.0,8.0,0,0,100
2,select_coverage_CBA_M1,,1127,797,66,293.0,192.0,193.0,192,64,100
1,select_coverage,1.0,1126,826,129,545.0,0.0,27.0,0,2,114
1,select_coverage,2.0,1126,826,235,965.0,0.0,22.0,0,0,114
1,select_coverage,3.0,1126,826,288,1173.0,0.0,12.0,0,0,114
1,select_coverage,4.0,1126,826,344,1381.0,0.0,6.0,0,0,114
1,select_coverage_CBA_M1,,1126,826,69,306.0,176.0,176.0,176,49,114
2,select_coverage,1.0,1126,826,130,550.0,0.0,26.0,0,2,114
2,select_coverage,2.0,1126,826,236,970.0,0.0,22.0,0,0,114
2,select_coverage,3.0,1126,826,290,1183.0,0.0,12.0,0,0,114
2,select_coverage,4.0,1126,826,346,1392.0,0.0,7.0,0,0,114
2,select_coverage_CBA_M1,,1126,826,43,186.0,325.0,325.0,325,79,114
1,select_coverage,1.0,1166,848,122,505.0,1.0,26.0,1,2,133
1,select_coverage,2.0,1166,848,232,952.0,1.0,14.0,1,0,133
1,select_coverage,3.0,1166,848,275,1119.0,1.0,15.0,1,0,133
1,select_coverage,4.0,1166,848,340,1352.0,0.0,7.0,0,0,133
1,select_coverage_CBA_M1,,1166,848,69,306.0,168.0,168.0,168,61,133
2,select_coverage,1.0,1166,848,123,510.0,1.0,25.0,1,1,133
2,select_coverage,2.0,1166,848,233,956.0,1.0,13.0,1,0,133
2,select_coverage,3.0,1166,848,275,1120.0,1.0,16.0,1,0,133
2,select_coverage,4.0,1166,848,344,1371.0,0.0,7.0,0,0,133
2,select_coverage_CBA_M1,,1166,848,48,210.0,301.0,301.0,301,78,133
1,select_coverage,1.0,1203,903,153,687.0,1.0,21.0,1,6,138
1,select_coverage,2.0,1203,903,276,1200.0,0.0,11.0,0,2,138
1,select_coverage,3.0,1203,903,350,1507.0,0.0,10.0,0,0,138
1,select_coverage,4.0,1203,903,403,1695.0,0.0,2.0,0,0,138
1,select_coverage_CBA_M1,,1203,903,113,528.0,100.0,100.0,100,48,138
2,select_coverage,1.0,1203,903,154,692.0,1.0,20.0,1,6,138
2,select_coverage,2.0,1203,903,277,1205.0,0.0,11.0,0,2,138
2,select_coverage,3.0,1203,903,350,1508.0,0.0,10.0,0,0,138
2,select_coverage,4.0,1203,903,402,1691.0,0.0,2.0,0,0,138
2,select_coverage_CBA_M1,,1203,903,40,173.0,328.0,328.0,328,97,138
1,select_coverage,1.0,1222,901,139,610.0,0.0,35.0,0,6,148
1,select_coverage,2.0,1222,901,279,1213.0,0.0,15.0,0,3,148
1,select_coverage,3.0,1222,901,348,1506.0,0.0,11.0,0,0,148
1,select_coverage,4.0,1222,901,409,1740.0,0.0,4.0,0,0,148
1,select_coverage_CBA_M1,,1222,901,98,450.0,110.0,110.0,110,49,148
2,select_coverage,1.0,1222,901,139,610.0,0.0,35.0,0,6,148
2,select_coverage,2.0,1222,901,278,1209.0,0.0,16.0,0,3,148
2,select_coverage,3.0,1222,901,349,1512.0,0.0,12.0,0,0,148
2,select_coverage,4.0,1222,901,409,1741.0,0.0,4.0,0,0,148
2,select_coverage_CBA_M1,,1222,901,52,229.0,282.0,282.0,282,83,148
