ranking,selection,param,mined,after_pruning,classifier,total_items,no_cov_ant,no_cov_rule,no_matches_train,no_matches_test,seed
1,select_coverage,1.0,1147,849,128,536.0,0.0,26.0,0,6,5
1,select_coverage,2.0,1147,849,244,997.0,0.0,6.0,0,0,5
1,select_coverage,3.0,1147,849,287,1161.0,0.0,16.0,0,0,5
1,select_coverage,4.0,1147,849,354,1413.0,0.0,6.0,0,0,5
1,select_coverage_CBA_M1,,1147,849,76,335.0,156.0,160.0,156,48,5
2,select_coverage,1.0,1147,849,128,536.0,0.0,26.0,0,6,5
2,select_coverage,2.0,1147,849,245,1003.0,0.0,7.0,0,0,5
2,select_coverage,3.0,1147,849,294,1197.0,0.0,18.0,0,0,5
2,select_coverage,4.0,1147,849,356,1425.0,0.0,6.0,0,0,5
2,select_coverage_CBA_M1,,1147,849,77,339.0,153.0,157.0,153,48,5
1,select_coverage,1.0,1085,804,122,508.0,0.0,20.0,0,4,14
1,select_coverage,2.0,1085,804,232,942.0,0.0,3.0,0,0,14
1,select_coverage,3.0,1085,804,275,1104.0,0.0,10.0,0,0,14
1,select_coverage,4.0,1085,804,340,1357.0,0.0,4.0,0,0,14
1,select_coverage_CBA_M1,,1085,804,65,290.0,204.0,204.0,204,69,14
2,select_coverage,1.0,1085,804,122,509.0,0.0,19.0,0,4,14
2,select_coverage,2.0,1085,804,233,950.0,0.0,6.0,0,0,14
2,select_coverage,3.0,1085,804,277,1119.0,0.0,11.0,0,0,14
2,select_coverage,4.0,1085,804,340,1358.0,0.0,4.0,0,0,14
2,select_coverage_CBA_M1,,1085,804,48,210.0,296.0,296.0,296,83,14
1,select_coverage,1.0,1103,781,120,492.0,1.0,25.0,1,3,17
1,select_coverage,2.0,1103,781,210,845.0,0.0,8.0,0,0,17
1,select_coverage,3.0,1103,781,255,1027.0,0.0,19.0,0,0,17
1,select_coverage,4.0,1103,781,316,1254.0,0.0,15.0,0,0,17
1,select_coverage_CBA_M1,,1103,781,66,292.0,183.0,183.0,183,57,17
2,select_coverage,1.0,1103,781,124,512.0,0.0,19.0,0,3,17
2,select_coverage,2.0,1103,781,218,884.0,0.0,6.0,0,0,17
2,select_coverage,3.0,1103,781,261,1055.0,0.0,19.0,0,0,17
2,select_coverage,4.0,1103,781,318,1266.0,0.0,15.0,0,0,17
2,select_coverage_CBA_M1,,1103,781,46,200.0,301.0,301.0,301,80,17
1,select_coverage,1.0,1087,790,125,514.0,0.0,23.0,0,2,19
1,select_coverage,2.0,1087,790,212,849.0,0.0,10.0,0,0,19
1,select_coverage,3.0,1087,790,265,1059.0,0.0,16.0,0,0,19
1,select_coverage,4.0,1087,790,333,1310.0,0.0,4.0,0,0,19
1,select_coverage_CBA_M1,,1087,790,63,278.0,198.0,198.0,198,64,19
2,select_coverage,1.0,1087,790,126,519.0,0.0,22.0,0,2,19
2,select_coverage,2.0,1087,790,216,869.0,0.0,8.0,0,0,19
2,select_coverage,3.0,1087,790,267,1069.0,0.0,16.0,0,0,19
2,select_coverage,4.0,1087,790,333,1313.0,0.0,4.0,0,0,19
2,select_coverage_CBA_M1,,1087,790,41,179.0,341.0,341.0,341,94,19
1,select_coverage,1.0,1096,783,115,478.0,0.0,36.0,0,7,29
1,select_coverage,2.0,1096,783,210,849.0,0.0,24.0,0,0,29
1,select_coverage,3.0,1096,783,261,1035.0,0.0,14.0,0,0,29
1,select_coverage,4.0,1096,783,327,1280.0,0.0,7.0,0,0,29
1,select_coverage_CBA_M1,,1096,783,60,263.0,190.0,190.0,190,75,29
2,select_coverage,1.0,1096,783,115,478.0,0.0,36.0,0,7,29
2,select_coverage,2.0,1096,783,208,843.0,0.0,22.0,0,0,29
2,select_coverage,3.0,1096,783,260,1033.0,0.0,15.0,0,0,29
2,select_coverage,4.0,1096,783,327,1280.0,0.0,7.0,0,0,29
2,select_coverage_CBA_M1,,1096,783,37,158.0,341.0,341.0,341,94,29
1,select_coverage,1.0,1245,932,146,644.0,0.0,29.0,0,5,31
1,select_coverage,2.0,1245,932,279,1204.0,0.0,11.0,0,0,31
1,select_coverage,3.0,1245,932,347,1493.0,0.0,21.0,0,0,31
1,select_coverage,4.0,1245,932,406,1708.0,0.0,13.0,0,0,31
1,select_coverage_CBA_M1,,1245,932,95,439.0,143.0,143.0,143,51,31
2,select_coverage,1.0,1245,932,147,649.0,0.0,28.0,0,5,31
2,select_coverage,2.0,1245,932,278,1202.0,0.0,15.0,0,0,31
2,select_coverage,3.0,1245,932,345,1484.0,0.0,25.0,0,0,31
2,select_coverage,4.0,1245,932,406,1708.0,0.0,14.0,0,0,31
2,select_coverage_CBA_M1,,1245,932,40,171.0,327.0,327.0,327,84,31
1,select_coverage,1.0,1134,811,124,520.0,0.0,30.0,0,7,34
1,select_coverage,2.0,1134,811,219,881.0,0.0,14.0,0,0,34
1,select_coverage,3.0,1134,811,275,1103.0,0.0,8.0,0,0,34
1,select_coverage,4.0,1134,811,342,1354.0,0.0,3.0,0,0,34
1,select_coverage_CBA_M1,,1134,811,69,308.0,190.0,190.0,190,53,34
2,select_coverage,1.0,1134,811,125,524.0,0.0,29.0,0,6,34
2,select_coverage,2.0,1134,811,223,902.0,0.0,14.0,0,0,34
2,select_coverage,3.0,1134,811,277,1115.0,0.0,9.0,0,0,34
2,select_coverage,4.0,1134,811,344,1365.0,0.0,3.0,0,0,34
2,select_coverage_CBA_M1,,1134,811,43,189.0,354.0,354.0,354,79,34
1,select_coverage,1.0,1086,805,117,490.0,0.0,37.0,0,6,42
1,select_coverage,2.0,1086,805,214,876.0,0.0,14.0,0,1,42
1,select_coverage,3.0,1086,805,259,1043.0,0.0,28.0,0,1,42
1,select_coverage,4.0,1086,805,323,1271.0,0.0,4.0,0,1,42
1,select_coverage_CBA_M1,,1086,805,70,312.0,175.0,175.0,175,64,42
2,select_coverage,1.0,1086,805,117,490.0,0.0,37.0,0,6,42
2,select_coverage,2.0,1086,805,216,886.0,0.0,14.0,0,1,42
2,select_coverage,3.0,1086,805,259,1044.0,0.0,30.0,0,1,42
2,select_coverage,4.0,1086,805,326,1286.0,0.0,4.0,0,1,42
2,select_coverage_CBA_M1,,1086,805,46,200.0,297.0,297.0,297,85,42
1,select_coverage,1.0,1148,826,118,497.0,1.0,31.0,1,4,49
1,select_coverage,2.0,1148,826,226,918.0,0.0,13.0,0,0,49
1,select_coverage,3.0,1148,826,287,1167.0,0.0,5.0,0,0,49
1,select_coverage,4.0,1148,826,351,1403.0,0.0,1.0,0,0,49
1,select_coverage_CBA_M1,,1148,826,75,336.0,153.0,153.0,153,54,49
2,select_coverage,1.0,1148,826,119,502.0,1.0,29.0,1,4,49
2,select_coverage,2.0,1148,826,227,923.0,0.0,13.0,0,0,49
2,select_coverage,3.0,1148,826,289,1177.0,0.0,5.0,0,0,49
2,select_coverage,4.0,1148,826,351,1405.0,0.0,2.0,0,0,49
2,select_coverage_CBA_M1,,1148,826,46,203.0,334.0,334.0,334,79,49
1,select_coverage,1.0,1128,822,123,519.0,0.0,42.0,0,7,63
1,select_coverage,2.0,1128,822,217,875.0,0.0,8.0,0,0,63
1,select_coverage,3.0,1128,822,272,1094.0,0.0,12.0,0,0,63
1,select_coverage,4.0,1128,822,330,1310.0,0.0,13.0,0,0,63
1,select_coverage_CBA_M1,,1128,822,74,332.0,175.0,175.0,175,60,63
2,select_coverage,1.0,1128,822,123,519.0,0.0,42.0,0,7,63
2,select_coverage,2.0,1128,822,219,884.0,0.0,8.0,0,0,63
2,select_coverage,3.0,1128,822,275,1109.0,0.0,12.0,0,0,63
2,select_coverage,4.0,1128,822,326,1292.0,0.0,15.0,0,0,63
2,select_coverage_CBA_M1,,1128,822,44,194.0,348.0,348.0,348,88,63
1,select_coverage,1.0,1159,830,113,478.0,0.0,48.0,0,5,64
1,select_coverage,2.0,1159,830,235,968.0,0.0,10.0,0,0,64
1,select_coverage,3.0,1159,830,277,1126.0,0.0,14.0,0,0,64
1,select_coverage,4.0,1159,830,343,1379.0,0.0,14.0,0,0,64
1,select_coverage_CBA_M1,,1159,830,77,347.0,143.0,143.0,143,52,64
2,select_coverage,1.0,1159,830,113,478.0,0.0,48.0,0,5,64
2,select_coverage,2.0,1159,830,236,973.0,0.0,10.0,0,0,64
2,select_coverage,3.0,1159,830,276,1123.0,0.0,16.0,0,0,64
2,select_coverage,4.0,1159,830,345,1389.0,0.0,14.0,0,0,64
2,select_coverage_CBA_M1,,1159,830,44,193.0,332.0,332.0,332,79,64
1,select_coverage,1.0,1069,801,126,523.0,0.0,27.0,0,1,65
1,select_coverage,2.0,1069,801,223,910.0,0.0,19.0,0,1,65
1,select_coverage,3.0,1069,801,274,1107.0,0.0,10.0,0,0,65
1,select_coverage,4.0,1069,801,338,1352.0,0.0,5.0,0,0,65
1,select_coverage_CBA_M1,,1069,801,71,315.0,179.0,179.0,179,47,65
2,select_coverage,1.0,1069,801,126,523.0,0.0,27.0,0,1,65
2,select_coverage,2.0,1069,801,226,925.0,0.0,18.0,0,1,65
2,select_coverage,3.0,1069,801,276,1118.0,0.0,11.0,0,0,65
2,select_coverage,4.0,1069,801,342,1372.0,0.0,5.0,0,0,65
2,select_coverage_CBA_M1,,1069,801,47,206.0,310.0,310.0,310,74,65
1,select_coverage,1.0,1209,909,145,647.0,1.0,30.0,1,2,68
1,select_coverage,2.0,1209,909,275,1200.0,0.0,11.0,0,0,68
1,select_coverage,3.0,1209,909,344,1484.0,0.0,6.0,0,0,68
1,select_coverage,4.0,1209,909,400,1694.0,0.0,5.0,0,0,68
1,select_coverage_CBA_M1,,1209,909,102,473.0,112.0,112.0,112,37,68
2,select_coverage,1.0,1209,909,145,648.0,1.0,29.0,1,2,68
2,select_coverage,2.0,1209,909,275,1200.0,0.0,10.0,0,0,68
2,select_coverage,3.0,1209,909,343,1479.0,0.0,5.0,0,0,68
2,select_coverage,4.0,1209,909,400,1695.0,0.0,5.0,0,0,68
