ranking,selection,param,strategy,acc_train,bacc_train,f1_train,mcc_train,erros_train,acc_test,bacc_test,f1_test,mcc_test,erros_test,seed
1,select_coverage,1.0,majority,0.9582368827160492,0.8647749265051994,0.8949385554142637,0.9390442435368284,433,0.9483024691358024,0.7758107101670941,0.8034221345163725,0.924563415507518,134,5
1,select_coverage,1.0,cmar,0.9643132716049384,0.8811236372287212,0.9111688805021628,0.9478149343370548,370,0.9471450617283952,0.8041753303913226,0.6685694748108132,0.9229179049386108,137,5
1,select_coverage,1.0,top_k_avg,0.952835648148148,0.6187847246843086,0.6367548650016918,0.9307883955175528,489,0.9475308641975309,0.7575563276140566,0.7743157466530618,0.922805179640846,136,5
1,select_coverage,1.0,list,0.9790702160493828,0.9523634441231512,0.9673450247220738,0.9693803387570504,217,0.964891975308642,0.8848503259315149,0.9019545200130838,0.9484726335351918,91,5
1,select_coverage,2.0,majority,0.957079475308642,0.6460880306308472,0.6738642782435094,0.9375108803881428,445,0.939429012345679,0.7393869982229008,0.7492088655327828,0.911920685399477,157,5
1,select_coverage,2.0,cmar,0.9386574074074074,0.8280852283342848,0.854636795732155,0.91091902437705,636,0.9278549382716048,0.7557242727589102,0.6259136105775673,0.895397573996632,187,5
1,select_coverage,2.0,top_k_avg,0.9321952160493828,0.5819239921722357,0.581942927106095,0.9009032911506712,703,0.933256172839506,0.743302002575478,0.7569319872832514,0.9023859283845242,173,5
1,select_coverage,2.0,list,0.9711612654320988,0.9454438804751368,0.9611273593781916,0.9579488299596052,299,0.960648148148148,0.8889945351515701,0.9040127647913728,0.9423821141914268,102,5
1,select_coverage,3.0,majority,0.9582368827160492,0.6421760156674508,0.6681964638714668,0.9387474052547454,433,0.9448302469135802,0.7514926951762916,0.766165716900737,0.9189222739982,143,5
1,select_coverage,3.0,cmar,0.9448302469135802,0.6186402995803035,0.6385721441440602,0.9189346029627458,572,0.9344135802469136,0.7618265324922575,0.6264809273723051,0.9033963484691891,170,5
1,select_coverage,3.0,top_k_avg,0.9233217592592592,0.5688611404663131,0.5608689927298136,0.888205012962525,795,0.9278549382716048,0.7207705913948621,0.7189672375603422,0.8944009214125199,187,5
1,select_coverage,3.0,list,0.9644097222222222,0.9378391841643616,0.954727984783564,0.9482493554379128,369,0.9548611111111112,0.8808991313367043,0.8968015121478894,0.9340123662726314,117,5
1,select_coverage,4.0,majority,0.9449266975308642,0.5914175476475448,0.5941367959327123,0.9193730408731708,571,0.929783950617284,0.7137545585082894,0.7058093169456806,0.8970661410283634,182,5
1,select_coverage,4.0,cmar,0.918306327160494,0.5738220118921451,0.5764425034065449,0.8811010060817164,847,0.9077932098765432,0.703401468470866,0.5628935892419736,0.8656317836453549,239,5
1,select_coverage,4.0,top_k_avg,0.923804012345679,0.5691662658755312,0.5611596034334463,0.888942218271628,790,0.9243827160493828,0.7108136443793264,0.7011936404804096,0.8894598228962346,196,5
1,select_coverage,4.0,list,0.9636381172839508,0.9345856433152218,0.9524555412550432,0.9471224630990112,377,0.9540895061728396,0.8803157007649423,0.8961944112758149,0.9329128475874396,119,5
1,select_coverage_CBA_M1,,majority,0.9609375,0.9162238103228172,0.9402202017520996,0.943795003676448,405,0.9486882716049384,0.8710022576862225,0.8952212421037757,0.9260448862421792,133,5
1,select_coverage_CBA_M1,,cmar,0.9605516975308642,0.9180772836481434,0.9414748076673444,0.943163958231026,409,0.9463734567901234,0.8692519659709367,0.7101818124466565,0.9225499173303688,139,5
1,select_coverage_CBA_M1,,top_k_avg,0.9598765432098766,0.9072258747803852,0.9333630281784312,0.9422818564438462,416,0.9483024691358024,0.8523278489884766,0.8847728261184726,0.9256188983111696,134,5
1,select_coverage_CBA_M1,,list,0.9620949074074074,0.9245843653464229,0.9463165484357592,0.9454709662898036,393,0.9479166666666666,0.8704188271144606,0.8901983787828311,0.924908679751133,135,5
2,select_coverage,1.0,majority,0.9582368827160492,0.8647749265051994,0.8949385554142637,0.9390442435368284,433,0.9471450617283952,0.7749355643094512,0.7997252632117087,0.9228037711318068,137,5
2,select_coverage,1.0,cmar,0.9643132716049384,0.8811236372287212,0.9111688805021628,0.9478149343370548,370,0.9471450617283952,0.8041753303913226,0.6685694748108132,0.9229179049386108,137,5
2,select_coverage,1.0,top_k_avg,0.952835648148148,0.6187847246843086,0.6367548650016918,0.9307883955175528,489,0.9475308641975309,0.7575563276140566,0.7743157466530618,0.922805179640846,136,5
2,select_coverage,1.0,list,0.9790702160493828,0.9523634441231512,0.9673450247220738,0.9693803387570504,217,0.9633487654320988,0.883683464787991,0.7174346026695171,0.946243451220066,95,5
2,select_coverage,2.0,majority,0.957079475308642,0.6460880306308472,0.6738642782435094,0.9375108803881428,445,0.939429012345679,0.7393869982229008,0.7492088655327828,0.911920685399477,157,5
2,select_coverage,2.0,cmar,0.9386574074074074,0.8280852283342848,0.854636795732155,0.91091902437705,636,0.9278549382716048,0.7557242727589102,0.6259136105775673,0.895397573996632,187,5
2,select_coverage,2.0,top_k_avg,0.9321952160493828,0.5819239921722357,0.581942927106095,0.9009032911506712,703,0.933256172839506,0.743302002575478,0.7569319872832514,0.9023859283845242,173,5
2,select_coverage,2.0,list,0.9711612654320988,0.9454438804751368,0.9611273593781916,0.9579488299596052,299,0.9594907407407408,0.8917959279763001,0.7213315419715137,0.940751207833428,105,5
2,select_coverage,3.0,majority,0.9583333333333334,0.6429307326485828,0.6691357546239018,0.9388878342705008,432,0.9448302469135802,0.7514926951762916,0.766165716900737,0.9189222739982,143,5
2,select_coverage,3.0,cmar,0.9448302469135802,0.6186402995803035,0.6385721441440602,0.9189346029627458,572,0.9344135802469136,0.7618265324922575,0.6264809273723051,0.9033963484691891,170,5
2,select_coverage,3.0,top_k_avg,0.9233217592592592,0.5688611404663131,0.5608689927298136,0.888205012962525,795,0.9278549382716048,0.7207705913948621,0.7189672375603422,0.8944009214125199,187,5
2,select_coverage,3.0,list,0.9644097222222222,0.9378391841643616,0.954727984783564,0.9482493554379128,369,0.9537037037037036,0.8837005241614343,0.7156197060103757,0.9323965762148768,120,5
2,select_coverage,4.0,majority,0.9449266975308642,0.5914175476475448,0.5941367959327123,0.9193730408731708,571,0.929783950617284,0.7137545585082894,0.7058093169456806,0.8970661410283634,182,5
2,select_coverage,4.0,cmar,0.918306327160494,0.5738220118921451,0.5764425034065449,0.8811010060817164,847,0.9077932098765432,0.703401468470866,0.5628935892419736,0.8656317836453549,239,5
2,select_coverage,4.0,top_k_avg,0.923804012345679,0.5691662658755312,0.5611596034334463,0.888942218271628,790,0.9243827160493828,0.7108136443793264,0.7011936404804096,0.8894598228962346,196,5
2,select_coverage,4.0,list,0.9636381172839508,0.9345856433152218,0.9524555412550432,0.9471224630990112,377,0.952932098765432,0.8831170935896724,0.7151327868775479,0.9313000116049878,122,5
2,select_coverage_CBA_M1,,majority,0.9609375,0.9162238103228172,0.9402202017520996,0.943795003676448,405,0.9479166666666666,0.8704188271144606,0.8916417194902815,0.9248843066994294,135,5
2,select_coverage_CBA_M1,,cmar,0.9605516975308642,0.9180772836481434,0.9414748076673444,0.943163958231026,409,0.9463734567901234,0.8692519659709367,0.7101818124466565,0.9225499173303688,139,5
2,select_coverage_CBA_M1,,top_k_avg,0.9598765432098766,0.9072258747803852,0.9333630281784312,0.9422818564438462,416,0.9483024691358024,0.8523278489884766,0.8847728261184726,0.9256188983111696,134,5
2,select_coverage_CBA_M1,,list,0.9620949074074074,0.9245843653464229,0.9463165484357592,0.9454709662898036,393,0.9463734567901234,0.8692519659709367,0.7079839788333492,0.9226003282919832,139,5
1,select_coverage,1.0,majority,0.9553433641975309,0.6494341790535696,0.6783504763769341,0.935206162690799,463,0.939429012345679,0.6029158227320404,0.6180845124050818,0.9122212831432868,157,14
1,select_coverage,1.0,cmar,0.9629629629629628,0.6710450419357438,0.7011258380889497,0.9461508210871002,384,0.9537037037037036,0.6602408513033636,0.6903071327304164,0.932475206911994,120,14
1,select_coverage,1.0,top_k_avg,0.9584297839506172,0.6301152466671259,0.6520626333559377,0.9390233581443216,431,0.9575617283950616,0.6290794621359143,0.6507537573870625,0.9377233792943632,110,14
1,select_coverage,1.0,list,0.980516975308642,0.7551659389979178,0.7694227377096137,0.9714794342373644,202,0.9679783950617284,0.7150383876054122,0.725354723707665,0.9531611265717754,83,14
1,select_coverage,2.0,majority,0.9540895061728396,0.6402470704864262,0.6673707945913108,0.9334106749299824,476,0.9409722222222222,0.5954150868563621,0.6046174596833238,0.914478315099684,153,14
1,select_coverage,2.0,cmar,0.9440586419753086,0.6262532078178118,0.6509572574984734,0.9188243136990176,580,0.9351851851851852,0.5918044132272444,0.6009772635062761,0.9055575104116812,168,14
1,select_coverage,2.0,top_k_avg,0.933641975308642,0.5793036936772116,0.5760544415530487,0.9028895081882324,688,0.9363425925925926,0.6017774380286731,0.6156992049633081,0.9072311472233172,165,14
1,select_coverage,2.0,list,0.9694251543209876,0.7434855325949886,0.7595074685305396,0.9553735222249696,317,0.9598765432098766,0.7128521527875984,0.7211389630909394,0.9416373332520868,104,14
1,select_coverage,3.0,majority,0.9609375,0.6390989344535488,0.6642839332905753,0.9429608050284772,405,0.949074074074074,0.5979779886801823,0.6044675564091999,0.925441236323012,132,14
1,select_coverage,3.0,cmar,0.9436728395061728,0.6192112509281433,0.6409504953126675,0.9175727362961262,584,0.9324845679012346,0.584598414562185,0.5888853028882982,0.9009140891609116,175,14
1,select_coverage,3.0,top_k_avg,0.9239969135802468,0.5692632307160153,0.5613330616347161,0.88916449952877,788,0.9224537037037036,0.578965476260121,0.5820815615454051,0.8875083449102006,201,14
1,select_coverage,3.0,list,0.9616126543209876,0.7387525277928036,0.7546559595353847,0.9442394636876345,398,0.9502314814814816,0.7068602131022261,0.7160434780669079,0.9280674277350982,129,14
1,select_coverage,4.0,majority,0.9535108024691358,0.6198706950701932,0.6388484175973254,0.9318629850625012,482,0.9421296296296297,0.5852140949097671,0.583827373113944,0.9149513255690274,150,14
1,select_coverage,4.0,cmar,0.9424189814814816,0.6143899410034643,0.6339846153351578,0.9154241250851692,597,0.9340277777777778,0.5801126223753191,0.5787593649880856,0.9029189034812828,171,14
1,select_coverage,4.0,top_k_avg,0.925443672839506,0.5708400135203917,0.5637154012049821,0.8912136586940621,773,0.9228395061728396,0.5763670220827193,0.5769244116546688,0.8879902269644971,200,14
1,select_coverage,4.0,list,0.9613233024691358,0.7364711589715108,0.7531464899512713,0.9438027814307968,401,0.9498456790123456,0.703783290025303,0.7137719487172931,0.9274770617048383,130,14
1,select_coverage_CBA_M1,,majority,0.9599729938271604,0.7165579705583889,0.7403778685174432,0.9425656936699248,415,0.9521604938271604,0.6930924513204996,0.7113253300808653,0.9308738421576376,124,14
1,select_coverage_CBA_M1,,cmar,0.9594907407407408,0.7169685726047478,0.7405802212517333,0.9418017939564284,420,0.9521604938271604,0.6930924513204996,0.7113253300808653,0.9308738421576376,124,14
1,select_coverage_CBA_M1,,top_k_avg,0.9591049382716048,0.7097138640945105,0.7352189275337133,0.9413196177474472,424,0.952932098765432,0.6935709202200211,0.7129363582715622,0.9320538957530788,122,14
1,select_coverage_CBA_M1,,list,0.9605516975308642,0.7211207082009744,0.7437078093107992,0.9433970640331772,409,0.9521604938271604,0.6959301399476618,0.7113376989853745,0.9308737881081788,124,14
2,select_coverage,1.0,majority,0.9553433641975309,0.6494341790535696,0.6783504763769341,0.935206162690799,463,0.939429012345679,0.6029158227320404,0.6180845124050818,0.9122212831432868,157,14
2,select_coverage,1.0,cmar,0.9629629629629628,0.6710450419357438,0.7011258380889497,0.9461508210871002,384,0.9537037037037036,0.6602408513033636,0.6903071327304164,0.932475206911994,120,14
2,select_coverage,1.0,top_k_avg,0.9584297839506172,0.6301152466671259,0.6520626333559377,0.9390233581443216,431,0.9575617283950616,0.6290794621359143,0.6507537573870625,0.9377233792943632,110,14
2,select_coverage,1.0,list,0.980516975308642,0.7551659389979178,0.7694227377096137,0.9714794342373644,202,0.9679783950617284,0.7150383876054122,0.725354723707665,0.9531611265717754,83,14
