ranking,selection,param,mined,after_pruning,classifier,total_items,no_cov_ant,no_cov_rule,no_matches_train,no_matches_test,seed
1,select_coverage,1.0,72437,55141,33,98.0,1.0,1.0,1,0,5
1,select_coverage,2.0,72437,55141,64,209.0,1.0,1.0,1,0,5
1,select_coverage,3.0,72437,55141,98,338.0,1.0,1.0,1,0,5
1,select_coverage,4.0,72437,55141,133,476.0,1.0,1.0,1,0,5
1,select_coverage_CBA_M1,,72437,55141,30,91.0,4.0,4.0,4,0,5
2,select_coverage,1.0,72437,55141,33,98.0,1.0,1.0,1,0,5
2,select_coverage,2.0,72437,55141,64,209.0,1.0,1.0,1,0,5
2,select_coverage,3.0,72437,55141,98,338.0,1.0,1.0,1,0,5
2,select_coverage,4.0,72437,55141,133,476.0,1.0,1.0,1,0,5
2,select_coverage_CBA_M1,,72437,55141,30,91.0,4.0,4.0,4,0,5
1,select_coverage,1.0,64879,51401,35,111.0,1.0,1.0,1,0,14
1,select_coverage,2.0,64879,51401,69,249.0,1.0,1.0,1,0,14
1,select_coverage,3.0,64879,51401,107,401.0,1.0,1.0,1,0,14
1,select_coverage,4.0,64879,51401,142,555.0,1.0,1.0,1,0,14
1,select_coverage_CBA_M1,,64879,51401,31,103.0,5.0,5.0,5,3,14
2,select_coverage,1.0,64879,51401,35,111.0,1.0,1.0,1,0,14
2,select_coverage,2.0,64879,51401,69,249.0,1.0,1.0,1,0,14
2,select_coverage,3.0,64879,51401,107,401.0,1.0,1.0,1,0,14
2,select_coverage,4.0,64879,51401,142,555.0,1.0,1.0,1,0,14
2,select_coverage_CBA_M1,,64879,51401,31,103.0,5.0,5.0,5,3,14
1,select_coverage,1.0,75410,55022,38,125.0,1.0,1.0,1,2,17
1,select_coverage,2.0,75410,55022,73,258.0,1.0,1.0,1,2,17
1,select_coverage,3.0,75410,55022,111,409.0,1.0,1.0,1,2,17
1,select_coverage,4.0,75410,55022,149,572.0,1.0,1.0,1,2,17
1,select_coverage_CBA_M1,,75410,55022,34,109.0,5.0,5.0,5,2,17
2,select_coverage,1.0,75410,55022,38,125.0,1.0,1.0,1,2,17
2,select_coverage,2.0,75410,55022,73,258.0,1.0,1.0,1,2,17
2,select_coverage,3.0,75410,55022,111,409.0,1.0,1.0,1,2,17
2,select_coverage,4.0,75410,55022,149,572.0,1.0,1.0,1,2,17
2,select_coverage_CBA_M1,,75410,55022,35,114.0,4.0,4.0,4,2,17
1,select_coverage,1.0,66428,52123,36,119.0,0.0,1.0,0,2,19
1,select_coverage,2.0,66428,52123,73,257.0,0.0,1.0,0,1,19
1,select_coverage,3.0,66428,52123,111,405.0,0.0,1.0,0,1,19
1,select_coverage,4.0,66428,52123,158,609.0,0.0,1.0,0,1,19
1,select_coverage_CBA_M1,,66428,52123,32,110.0,5.0,5.0,5,3,19
2,select_coverage,1.0,66428,52123,36,119.0,0.0,1.0,0,2,19
2,select_coverage,2.0,66428,52123,73,257.0,0.0,1.0,0,1,19
2,select_coverage,3.0,66428,52123,111,405.0,0.0,1.0,0,1,19
2,select_coverage,4.0,66428,52123,158,609.0,0.0,1.0,0,1,19
2,select_coverage_CBA_M1,,66428,52123,32,110.0,5.0,5.0,5,3,19
1,select_coverage,1.0,77522,58233,32,122.0,1.0,2.0,1,1,29
1,select_coverage,2.0,77522,58233,69,262.0,1.0,1.0,1,1,29
1,select_coverage,3.0,77522,58233,103,403.0,1.0,1.0,1,1,29
1,select_coverage,4.0,77522,58233,150,612.0,1.0,1.0,1,1,29
1,select_coverage_CBA_M1,,77522,58233,27,102.0,7.0,7.0,7,3,29
2,select_coverage,1.0,77522,58233,32,122.0,1.0,2.0,1,1,29
2,select_coverage,2.0,77522,58233,69,262.0,1.0,1.0,1,1,29
2,select_coverage,3.0,77522,58233,103,403.0,1.0,1.0,1,1,29
2,select_coverage,4.0,77522,58233,150,612.0,1.0,1.0,1,1,29
2,select_coverage_CBA_M1,,77522,58233,28,107.0,6.0,6.0,6,3,29
1,select_coverage,1.0,77661,61465,38,127.0,0.0,1.0,0,1,31
1,select_coverage,2.0,77661,61465,74,271.0,0.0,1.0,0,1,31
1,select_coverage,3.0,77661,61465,119,452.0,0.0,1.0,0,1,31
1,select_coverage,4.0,77661,61465,158,624.0,0.0,1.0,0,1,31
1,select_coverage_CBA_M1,,77661,61465,33,110.0,6.0,6.0,6,1,31
2,select_coverage,1.0,77661,61465,38,127.0,0.0,1.0,0,1,31
2,select_coverage,2.0,77661,61465,74,271.0,0.0,1.0,0,1,31
2,select_coverage,3.0,77661,61465,119,452.0,0.0,1.0,0,1,31
2,select_coverage,4.0,77661,61465,158,624.0,0.0,1.0,0,1,31
2,select_coverage_CBA_M1,,77661,61465,34,115.0,5.0,5.0,5,1,31
1,select_coverage,1.0,67307,50133,39,141.0,1.0,1.0,1,2,34
1,select_coverage,2.0,67307,50133,85,329.0,1.0,1.0,1,1,34
1,select_coverage,3.0,67307,50133,131,518.0,1.0,1.0,1,1,34
1,select_coverage,4.0,67307,50133,176,715.0,1.0,1.0,1,1,34
1,select_coverage_CBA_M1,,67307,50133,36,132.0,4.0,4.0,4,3,34
2,select_coverage,1.0,67307,50133,39,141.0,1.0,1.0,1,2,34
2,select_coverage,2.0,67307,50133,85,329.0,1.0,1.0,1,1,34
2,select_coverage,3.0,67307,50133,131,518.0,1.0,1.0,1,1,34
2,select_coverage,4.0,67307,50133,176,715.0,1.0,1.0,1,1,34
2,select_coverage_CBA_M1,,67307,50133,37,137.0,3.0,3.0,3,3,34
1,select_coverage,1.0,69643,52059,39,129.0,1.0,1.0,1,0,42
