ranking,selection,param,mined,after_pruning,classifier,total_items,no_cov_ant,no_cov_rule,no_matches_train,no_matches_test,seed
1,select_coverage,2.0,69643,52059,82,291.0,1.0,1.0,1,0,42
1,select_coverage,3.0,69643,52059,123,458.0,1.0,1.0,1,0,42
1,select_coverage,4.0,69643,52059,162,622.0,1.0,1.0,1,0,42
1,select_coverage_CBA_M1,,69643,52059,35,119.0,5.0,5.0,5,2,42
2,select_coverage,1.0,69643,52059,39,129.0,1.0,1.0,1,0,42
2,select_coverage,2.0,69643,52059,82,291.0,1.0,1.0,1,0,42
2,select_coverage,3.0,69643,52059,123,458.0,1.0,1.0,1,0,42
2,select_coverage,4.0,69643,52059,162,622.0,1.0,1.0,1,0,42
2,select_coverage_CBA_M1,,69643,52059,35,119.0,5.0,5.0,5,2,42
1,select_coverage,1.0,78852,59318,35,118.0,0.0,1.0,0,1,49
1,select_coverage,2.0,78852,59318,70,260.0,0.0,1.0,0,1,49
1,select_coverage,3.0,78852,59318,107,412.0,0.0,1.0,0,1,49
1,select_coverage,4.0,78852,59318,145,584.0,0.0,1.0,0,1,49
1,select_coverage_CBA_M1,,78852,59318,31,108.0,5.0,5.0,5,4,49
2,select_coverage,1.0,78852,59318,35,118.0,0.0,1.0,0,1,49
2,select_coverage,2.0,78852,59318,70,260.0,0.0,1.0,0,1,49
2,select_coverage,3.0,78852,59318,107,412.0,0.0,1.0,0,1,49
2,select_coverage,4.0,78852,59318,145,584.0,0.0,1.0,0,1,49
2,select_coverage_CBA_M1,,78852,59318,30,104.0,6.0,6.0,6,4,49
1,select_coverage,1.0,80160,59490,36,124.0,0.0,1.0,0,2,63
1,select_coverage,2.0,80160,59490,77,292.0,0.0,1.0,0,1,63
1,select_coverage,3.0,80160,59490,118,467.0,0.0,1.0,0,1,63
1,select_coverage,4.0,80160,59490,161,655.0,0.0,1.0,0,1,63
1,select_coverage_CBA_M1,,80160,59490,30,101.0,7.0,7.0,7,4,63
2,select_coverage,1.0,80160,59490,36,124.0,0.0,1.0,0,2,63
2,select_coverage,2.0,80160,59490,77,292.0,0.0,1.0,0,1,63
2,select_coverage,3.0,80160,59490,118,467.0,0.0,1.0,0,1,63
2,select_coverage,4.0,80160,59490,161,655.0,0.0,1.0,0,1,63
2,select_coverage_CBA_M1,,80160,59490,31,107.0,6.0,6.0,6,4,63
1,select_coverage,1.0,73245,53193,33,124.0,1.0,2.0,1,4,64
1,select_coverage,2.0,73245,53193,73,285.0,1.0,2.0,1,4,64
1,select_coverage,3.0,73245,53193,106,427.0,1.0,2.0,1,4,64
1,select_coverage,4.0,73245,53193,150,622.0,1.0,2.0,1,3,64
1,select_coverage_CBA_M1,,73245,53193,30,112.0,5.0,5.0,5,4,64
2,select_coverage,1.0,73245,53193,33,124.0,1.0,2.0,1,4,64
2,select_coverage,2.0,73245,53193,73,285.0,1.0,2.0,1,4,64
2,select_coverage,3.0,73245,53193,106,427.0,1.0,2.0,1,4,64
2,select_coverage,4.0,73245,53193,150,622.0,1.0,2.0,1,3,64
2,select_coverage_CBA_M1,,73245,53193,30,112.0,5.0,5.0,5,4,64
1,select_coverage,1.0,66881,51380,40,135.0,1.0,2.0,1,1,65
1,select_coverage,2.0,66881,51380,86,305.0,1.0,2.0,1,0,65
1,select_coverage,3.0,66881,51380,127,470.0,1.0,2.0,1,0,65
1,select_coverage,4.0,66881,51380,169,646.0,1.0,2.0,1,0,65
1,select_coverage_CBA_M1,,66881,51380,34,115.0,8.0,8.0,8,3,65
2,select_coverage,1.0,66881,51380,40,135.0,1.0,2.0,1,1,65
2,select_coverage,2.0,66881,51380,86,305.0,1.0,2.0,1,0,65
2,select_coverage,3.0,66881,51380,127,470.0,1.0,2.0,1,0,65
2,select_coverage,4.0,66881,51380,169,646.0,1.0,2.0,1,0,65
2,select_coverage_CBA_M1,,66881,51380,35,120.0,7.0,7.0,7,2,65
1,select_coverage,1.0,70113,52788,38,122.0,1.0,1.0,1,0,68
1,select_coverage,2.0,70113,52788,73,254.0,1.0,1.0,1,0,68
1,select_coverage,3.0,70113,52788,109,391.0,1.0,1.0,1,0,68
1,select_coverage,4.0,70113,52788,144,538.0,1.0,1.0,1,0,68
1,select_coverage_CBA_M1,,70113,52788,33,106.0,6.0,6.0,6,1,68
2,select_coverage,1.0,70113,52788,38,122.0,1.0,1.0,1,0,68
2,select_coverage,2.0,70113,52788,73,254.0,1.0,1.0,1,0,68
2,select_coverage,3.0,70113,52788,109,391.0,1.0,1.0,1,0,68
2,select_coverage,4.0,70113,52788,144,538.0,1.0,1.0,1,0,68
2,select_coverage_CBA_M1,,70113,52788,34,111.0,5.0,5.0,5,1,68
1,select_coverage,1.0,70429,55742,33,104.0,1.0,1.0,1,0,74
1,select_coverage,2.0,70429,55742,67,230.0,1.0,1.0,1,0,74
1,select_coverage,3.0,70429,55742,99,348.0,1.0,1.0,1,0,74
1,select_coverage,4.0,70429,55742,133,486.0,1.0,1.0,1,0,74
1,select_coverage_CBA_M1,,70429,55742,27,84.0,7.0,7.0,7,1,74
2,select_coverage,1.0,70429,55742,33,104.0,1.0,1.0,1,0,74
2,select_coverage,2.0,70429,55742,67,230.0,1.0,1.0,1,0,74
2,select_coverage,3.0,70429,55742,99,348.0,1.0,1.0,1,0,74
2,select_coverage,4.0,70429,55742,133,486.0,1.0,1.0,1,0,74
2,select_coverage_CBA_M1,,70429,55742,28,89.0,6.0,6.0,6,1,74
1,select_coverage,1.0,62825,47234,32,113.0,1.0,2.0,1,5,76
1,select_coverage,2.0,62825,47234,72,273.0,1.0,1.0,1,5,76
1,select_coverage,3.0,62825,47234,108,423.0,1.0,1.0,1,4,76
1,select_coverage,4.0,62825,47234,147,602.0,1.0,1.0,1,4,76
1,select_coverage_CBA_M1,,62825,47234,28,93.0,6.0,6.0,6,6,76
2,select_coverage,1.0,62825,47234,32,113.0,1.0,2.0,1,5,76
2,select_coverage,2.0,62825,47234,72,273.0,1.0,1.0,1,5,76
2,select_coverage,3.0,62825,47234,108,423.0,1.0,1.0,1,4,76
2,select_coverage,4.0,62825,47234,147,602.0,1.0,1.0,1,4,76
2,select_coverage_CBA_M1,,62825,47234,29,98.0,5.0,5.0,5,6,76
1,select_coverage,1.0,65633,50323,38,133.0,1.0,1.0,1,0,100
1,select_coverage,2.0,65633,50323,79,297.0,1.0,1.0,1,0,100
1,select_coverage,3.0,65633,50323,119,468.0,1.0,1.0,1,0,100
1,select_coverage,4.0,65633,50323,160,659.0,1.0,1.0,1,0,100
1,select_coverage_CBA_M1,,65633,50323,33,121.0,6.0,6.0,6,2,100
2,select_coverage,1.0,65633,50323,38,133.0,1.0,1.0,1,0,100
2,select_coverage,2.0,65633,50323,79,297.0,1.0,1.0,1,0,100
2,select_coverage,3.0,65633,50323,119,468.0,1.0,1.0,1,0,100
2,select_coverage,4.0,65633,50323,160,659.0,1.0,1.0,1,0,100
2,select_coverage_CBA_M1,,65633,50323,30,109.0,9.0,9.0,9,2,100
1,select_coverage,1.0,73830,57554,33,103.0,1.0,1.0,1,1,114
1,select_coverage,2.0,73830,57554,64,216.0,1.0,1.0,1,1,114
1,select_coverage,3.0,73830,57554,98,340.0,1.0,1.0,1,1,114
1,select_coverage,4.0,73830,57554,136,488.0,1.0,1.0,1,1,114
1,select_coverage_CBA_M1,,73830,57554,29,89.0,5.0,5.0,5,2,114
2,select_coverage,1.0,73830,57554,33,103.0,1.0,1.0,1,1,114
2,select_coverage,2.0,73830,57554,64,216.0,1.0,1.0,1,1,114
2,select_coverage,3.0,73830,57554,98,340.0,1.0,1.0,1,1,114
2,select_coverage,4.0,73830,57554,136,488.0,1.0,1.0,1,1,114
2,select_coverage_CBA_M1,,73830,57554,29,89.0,5.0,5.0,5,2,114
1,select_coverage,1.0,74981,54486,39,135.0,1.0,1.0,1,0,133
1,select_coverage,2.0,74981,54486,79,298.0,1.0,1.0,1,0,133
1,select_coverage,3.0,74981,54486,120,473.0,1.0,1.0,1,0,133
1,select_coverage,4.0,74981,54486,161,659.0,1.0,1.0,1,0,133
1,select_coverage_CBA_M1,,74981,54486,35,127.0,5.0,5.0,5,1,133
2,select_coverage,1.0,74981,54486,39,135.0,1.0,1.0,1,0,133
2,select_coverage,2.0,74981,54486,79,298.0,1.0,1.0,1,0,133
2,select_coverage,3.0,74981,54486,120,473.0,1.0,1.0,1,0,133
2,select_coverage,4.0,74981,54486,161,659.0,1.0,1.0,1,0,133
2,select_coverage_CBA_M1,,74981,54486,35,127.0,5.0,5.0,5,1,133
1,select_coverage,1.0,69513,49065,47,173.0,1.0,1.0,1,1,138
1,select_coverage,2.0,69513,49065,96,381.0,1.0,1.0,1,1,138
1,select_coverage,3.0,69513,49065,143,592.0,1.0,1.0,1,1,138
1,select_coverage,4.0,69513,49065,196,837.0,1.0,1.0,1,1,138
1,select_coverage_CBA_M1,,69513,49065,43,160.0,5.0,5.0,5,2,138
2,select_coverage,1.0,69513,49065,47,173.0,1.0,1.0,1,1,138
2,select_coverage,2.0,69513,49065,96,381.0,1.0,1.0,1,1,138
2,select_coverage,3.0,69513,49065,143,592.0,1.0,1.0,1,1,138
2,select_coverage,4.0,69513,49065,196,837.0,1.0,1.0,1,1,138
2,select_coverage_CBA_M1,,69513,49065,43,161.0,5.0,5.0,5,2,138
1,select_coverage,1.0,66651,51990,39,140.0,1.0,2.0,1,3,148
1,select_coverage,2.0,66651,51990,80,308.0,1.0,1.0,1,3,148
1,select_coverage,3.0,66651,51990,124,492.0,1.0,1.0,1,3,148
1,select_coverage,4.0,66651,51990,175,709.0,1.0,1.0,1,2,148
1,select_coverage_CBA_M1,,66651,51990,34,114.0,7.0,7.0,7,3,148
2,select_coverage,1.0,66651,51990,39,140.0,1.0,2.0,1,3,148
2,select_coverage,2.0,66651,51990,80,308.0,1.0,1.0,1,3,148
2,select_coverage,3.0,66651,51990,124,492.0,1.0,1.0,1,3,148
2,select_coverage,4.0,66651,51990,175,709.0,1.0,1.0,1,2,148
2,select_coverage_CBA_M1,,66651,51990,34,114.0,7.0,7.0,7,3,148
