ranking,selection,param,mined,after_pruning,classifier,total_items,no_cov_ant,no_cov_rule,no_matches_train,no_matches_test,seed
1,select_coverage,1.0,749,223,22,61.0,0.0,0.0,0,0,49
1,select_coverage,2.0,749,223,72,235.0,0.0,0.0,0,0,49
1,select_coverage,3.0,749,223,99,309.0,0.0,0.0,0,0,49
1,select_coverage,4.0,749,223,114,344.0,0.0,0.0,0,0,49
1,select_coverage_CBA_M1,,749,223,4,7.0,178.0,178.0,178,38,49
2,select_coverage,1.0,749,223,22,61.0,0.0,0.0,0,0,49
2,select_coverage,2.0,749,223,72,235.0,0.0,0.0,0,0,49
2,select_coverage,3.0,749,223,99,309.0,0.0,0.0,0,0,49
2,select_coverage,4.0,749,223,114,344.0,0.0,0.0,0,0,49
2,select_coverage_CBA_M1,,749,223,4,7.0,178.0,178.0,178,38,49
1,select_coverage,1.0,898,251,22,61.0,0.0,0.0,0,0,63
1,select_coverage,2.0,898,251,76,261.0,0.0,0.0,0,0,63
1,select_coverage,3.0,898,251,123,406.0,0.0,0.0,0,0,63
1,select_coverage,4.0,898,251,140,451.0,0.0,0.0,0,0,63
1,select_coverage_CBA_M1,,898,251,4,7.0,174.0,174.0,174,42,63
2,select_coverage,1.0,898,251,22,61.0,0.0,0.0,0,0,63
2,select_coverage,2.0,898,251,76,261.0,0.0,0.0,0,0,63
2,select_coverage,3.0,898,251,123,406.0,0.0,0.0,0,0,63
2,select_coverage,4.0,898,251,140,451.0,0.0,0.0,0,0,63
2,select_coverage_CBA_M1,,898,251,4,7.0,174.0,174.0,174,42,63
1,select_coverage,1.0,892,274,23,64.0,0.0,0.0,0,0,64
1,select_coverage,2.0,892,274,75,258.0,0.0,0.0,0,0,64
1,select_coverage,3.0,892,274,127,431.0,0.0,0.0,0,0,64
1,select_coverage,4.0,892,274,140,470.0,0.0,0.0,0,0,64
1,select_coverage_CBA_M1,,892,274,4,7.0,169.0,169.0,169,47,64
2,select_coverage,1.0,892,274,23,64.0,0.0,0.0,0,0,64
2,select_coverage,2.0,892,274,75,258.0,0.0,0.0,0,0,64
2,select_coverage,3.0,892,274,127,431.0,0.0,0.0,0,0,64
2,select_coverage,4.0,892,274,140,470.0,0.0,0.0,0,0,64
2,select_coverage_CBA_M1,,892,274,4,7.0,169.0,169.0,169,47,64
1,select_coverage,1.0,899,258,22,62.0,0.0,0.0,0,6,65
1,select_coverage,2.0,899,258,74,262.0,0.0,0.0,0,3,65
1,select_coverage,3.0,899,258,123,418.0,0.0,0.0,0,0,65
1,select_coverage,4.0,899,258,142,471.0,0.0,0.0,0,0,65
1,select_coverage_CBA_M1,,899,258,4,7.0,172.0,172.0,172,44,65
2,select_coverage,1.0,899,258,22,62.0,0.0,0.0,0,6,65
2,select_coverage,2.0,899,258,74,262.0,0.0,0.0,0,3,65
2,select_coverage,3.0,899,258,123,418.0,0.0,0.0,0,0,65
2,select_coverage,4.0,899,258,142,471.0,0.0,0.0,0,0,65
2,select_coverage_CBA_M1,,899,258,4,7.0,172.0,172.0,172,44,65
1,select_coverage,1.0,894,262,22,61.0,0.0,0.0,0,0,68
1,select_coverage,2.0,894,262,70,243.0,0.0,0.0,0,0,68
1,select_coverage,3.0,894,262,130,434.0,0.0,0.0,0,0,68
1,select_coverage,4.0,894,262,149,480.0,0.0,0.0,0,0,68
1,select_coverage_CBA_M1,,894,262,4,7.0,175.0,175.0,175,41,68
2,select_coverage,1.0,894,262,22,61.0,0.0,0.0,0,0,68
2,select_coverage,2.0,894,262,70,243.0,0.0,0.0,0,0,68
2,select_coverage,3.0,894,262,130,434.0,0.0,0.0,0,0,68
2,select_coverage,4.0,894,262,149,480.0,0.0,0.0,0,0,68
2,select_coverage_CBA_M1,,894,262,4,7.0,175.0,175.0,175,41,68
1,select_coverage,1.0,736,220,22,61.0,0.0,0.0,0,0,74
1,select_coverage,2.0,736,220,75,247.0,0.0,0.0,0,0,74
1,select_coverage,3.0,736,220,100,315.0,0.0,0.0,0,0,74
1,select_coverage,4.0,736,220,112,345.0,0.0,0.0,0,0,74
1,select_coverage_CBA_M1,,736,220,4,7.0,178.0,178.0,178,38,74
2,select_coverage,1.0,736,220,22,61.0,0.0,0.0,0,0,74
2,select_coverage,2.0,736,220,75,247.0,0.0,0.0,0,0,74
2,select_coverage,3.0,736,220,100,315.0,0.0,0.0,0,0,74
2,select_coverage,4.0,736,220,112,345.0,0.0,0.0,0,0,74
2,select_coverage_CBA_M1,,736,220,4,7.0,178.0,178.0,178,38,74
1,select_coverage,1.0,874,240,22,61.0,0.0,0.0,0,0,76
1,select_coverage,2.0,874,240,69,241.0,0.0,0.0,0,0,76
1,select_coverage,3.0,874,240,118,395.0,0.0,0.0,0,0,76
1,select_coverage,4.0,874,240,140,458.0,0.0,0.0,0,0,76
1,select_coverage_CBA_M1,,874,240,4,7.0,168.0,168.0,168,48,76
2,select_coverage,1.0,874,240,22,61.0,0.0,0.0,0,0,76
2,select_coverage,2.0,874,240,69,241.0,0.0,0.0,0,0,76
2,select_coverage,3.0,874,240,118,395.0,0.0,0.0,0,0,76
2,select_coverage,4.0,874,240,140,458.0,0.0,0.0,0,0,76
2,select_coverage_CBA_M1,,874,240,4,7.0,168.0,168.0,168,48,76
1,select_coverage,1.0,913,253,22,61.0,0.0,0.0,0,0,100
1,select_coverage,2.0,913,253,72,254.0,0.0,0.0,0,0,100
1,select_coverage,3.0,913,253,123,417.0,0.0,0.0,0,0,100
1,select_coverage,4.0,913,253,139,462.0,0.0,0.0,0,0,100
1,select_coverage_CBA_M1,,913,253,4,7.0,175.0,175.0,175,41,100
2,select_coverage,1.0,913,253,22,61.0,0.0,0.0,0,0,100
2,select_coverage,2.0,913,253,72,254.0,0.0,0.0,0,0,100
2,select_coverage,3.0,913,253,123,417.0,0.0,0.0,0,0,100
2,select_coverage,4.0,913,253,139,462.0,0.0,0.0,0,0,100
2,select_coverage_CBA_M1,,913,253,4,7.0,175.0,175.0,175,41,100
1,select_coverage,1.0,884,256,22,61.0,0.0,0.0,0,0,114
1,select_coverage,2.0,884,256,76,267.0,0.0,0.0,0,0,114
1,select_coverage,3.0,884,256,124,418.0,0.0,0.0,0,0,114
1,select_coverage,4.0,884,256,136,452.0,0.0,0.0,0,0,114
1,select_coverage_CBA_M1,,884,256,4,7.0,169.0,169.0,169,47,114
2,select_coverage,1.0,884,256,22,61.0,0.0,0.0,0,0,114
2,select_coverage,2.0,884,256,76,267.0,0.0,0.0,0,0,114
2,select_coverage,3.0,884,256,124,418.0,0.0,0.0,0,0,114
2,select_coverage,4.0,884,256,136,452.0,0.0,0.0,0,0,114
2,select_coverage_CBA_M1,,884,256,4,7.0,169.0,169.0,169,47,114
1,select_coverage,1.0,903,281,22,61.0,0.0,0.0,0,0,133
1,select_coverage,2.0,903,281,76,265.0,0.0,0.0,0,0,133
1,select_coverage,3.0,903,281,125,421.0,0.0,0.0,0,0,133
1,select_coverage,4.0,903,281,150,485.0,0.0,0.0,0,0,133
1,select_coverage_CBA_M1,,903,281,4,7.0,172.0,172.0,172,44,133
2,select_coverage,1.0,903,281,22,61.0,0.0,0.0,0,0,133
2,select_coverage,2.0,903,281,76,265.0,0.0,0.0,0,0,133
2,select_coverage,3.0,903,281,125,421.0,0.0,0.0,0,0,133
2,select_coverage,4.0,903,281,150,485.0,0.0,0.0,0,0,133
2,select_coverage_CBA_M1,,903,281,4,7.0,172.0,172.0,172,44,133
1,select_coverage,1.0,923,260,22,61.0,0.0,0.0,0,0,138
1,select_coverage,2.0,923,260,69,241.0,0.0,0.0,0,0,138
1,select_coverage,3.0,923,260,127,434.0,0.0,0.0,0,0,138
1,select_coverage,4.0,923,260,140,465.0,0.0,0.0,0,0,138
1,select_coverage_CBA_M1,,923,260,4,7.0,176.0,176.0,176,40,138
2,select_coverage,1.0,923,260,22,61.0,0.0,0.0,0,0,138
2,select_coverage,2.0,923,260,69,241.0,0.0,0.0,0,0,138
2,select_coverage,3.0,923,260,127,434.0,0.0,0.0,0,0,138
2,select_coverage,4.0,923,260,140,465.0,0.0,0.0,0,0,138
2,select_coverage_CBA_M1,,923,260,4,7.0,176.0,176.0,176,40,138
1,select_coverage,1.0,762,238,22,61.0,0.0,0.0,0,0,148
1,select_coverage,2.0,762,238,71,231.0,0.0,0.0,0,0,148
1,select_coverage,3.0,762,238,110,328.0,0.0,0.0,0,0,148
1,select_coverage,4.0,762,238,121,352.0,0.0,0.0,0,0,148
1,select_coverage_CBA_M1,,762,238,4,7.0,177.0,177.0,177,39,148
2,select_coverage,1.0,762,238,22,61.0,0.0,0.0,0,0,148
2,select_coverage,2.0,762,238,71,231.0,0.0,0.0,0,0,148
2,select_coverage,3.0,762,238,110,328.0,0.0,0.0,0,0,148
2,select_coverage,4.0,762,238,121,352.0,0.0,0.0,0,0,148
2,select_coverage_CBA_M1,,762,238,4,7.0,177.0,177.0,177,39,148
