id_uci,nclients,seed,data_name,train_size,number_classes,majority_class,ranking,selection,param,consolidation,round1_n_rules,round1_n_items_antecedent,round2_n_rules,round2_n_items_antecedent,final_nrules,final_total_items,default_class,comm_cost
69,2,5,Molecular Biology (Splice-junction Gene Sequences),2552,3,N,1,select_coverage,1.0,DAC,366,1303,,,344,1253,N,9620
69,2,5,Molecular Biology (Splice-junction Gene Sequences),2552,3,N,1,select_coverage,1.0,exact,366,1303,344.0,1253.0,344,1253,EI,26268
69,2,5,Molecular Biology (Splice-junction Gene Sequences),2552,3,N,1,select_coverage,2.0,DAC,654,2417,,,617,2329,N,17532
69,2,5,Molecular Biology (Splice-junction Gene Sequences),2552,3,N,1,select_coverage,2.0,exact,654,2417,617.0,2329.0,617,2329,EI,48068
69,2,5,Molecular Biology (Splice-junction Gene Sequences),2552,3,N,1,select_coverage,3.0,DAC,937,3538,,,891,3416,N,25412
69,2,5,Molecular Biology (Splice-junction Gene Sequences),2552,3,N,1,select_coverage,3.0,exact,937,3538,891.0,3416.0,891,3416,EI,70016
69,2,5,Molecular Biology (Splice-junction Gene Sequences),2552,3,N,1,select_coverage,4.0,DAC,1244,4729,,,1196,4600,N,33860
69,2,5,Molecular Biology (Splice-junction Gene Sequences),2552,3,N,1,select_coverage,4.0,exact,1244,4729,1196.0,4600.0,1196,4600,EI,94012
69,2,5,Molecular Biology (Splice-junction Gene Sequences),2552,3,N,1,select_coverage_CBA_M1,,DAC,358,1278,,,336,1228,N,9424
69,2,5,Molecular Biology (Splice-junction Gene Sequences),2552,3,N,1,select_coverage_CBA_M1,,exact,358,1278,336.0,1228.0,336,1228,EI,25712
69,2,5,Molecular Biology (Splice-junction Gene Sequences),2552,3,N,2,select_coverage,1.0,exact,366,1303,344.0,1253.0,344,1253,EI,26268
69,2,5,Molecular Biology (Splice-junction Gene Sequences),2552,3,N,2,select_coverage,2.0,exact,654,2417,617.0,2329.0,617,2329,EI,48068
69,2,5,Molecular Biology (Splice-junction Gene Sequences),2552,3,N,2,select_coverage,3.0,exact,937,3538,891.0,3416.0,891,3416,EI,70016
69,2,5,Molecular Biology (Splice-junction Gene Sequences),2552,3,N,2,select_coverage,4.0,exact,1244,4729,1196.0,4600.0,1196,4600,EI,94012
69,2,5,Molecular Biology (Splice-junction Gene Sequences),2552,3,N,2,select_coverage_CBA_M1,,exact,242,971,234.0,949.0,234,949,N,18988
69,2,14,Molecular Biology (Splice-junction Gene Sequences),2552,3,N,1,select_coverage,1.0,DAC,360,1290,,,334,1232,N,9496
69,2,14,Molecular Biology (Splice-junction Gene Sequences),2552,3,N,1,select_coverage,1.0,exact,360,1290,334.0,1232.0,334,1232,EI,25728
69,2,14,Molecular Biology (Splice-junction Gene Sequences),2552,3,N,1,select_coverage,2.0,DAC,641,2388,,,606,2300,N,17260
69,2,14,Molecular Biology (Splice-junction Gene Sequences),2552,3,N,1,select_coverage,2.0,exact,641,2388,606.0,2300.0,606,2300,EI,47368
69,2,14,Molecular Biology (Splice-junction Gene Sequences),2552,3,N,1,select_coverage,3.0,DAC,953,3588,,,907,3463,N,25804
