ranking,selection,param,strategy,acc_train,bacc_train,f1_train,mcc_train,erros_train,acc_test,bacc_test,f1_test,mcc_test,erros_test,seed
1,select_coverage,1.0,majority,1.0,1.0,1.0,1.0,0,0.984375,0.9788732394366196,0.9830861841139332,0.966734292913026,3,5
1,select_coverage,1.0,cmar,1.0,1.0,1.0,1.0,0,0.984375,0.9788732394366196,0.9830861841139332,0.966734292913026,3,5
1,select_coverage,1.0,top_k_avg,1.0,1.0,1.0,1.0,0,0.984375,0.9788732394366196,0.9830861841139332,0.966734292913026,3,5
1,select_coverage,1.0,list,1.0,1.0,1.0,1.0,0,0.984375,0.9788732394366196,0.9830861841139332,0.966734292913026,3,5
1,select_coverage,2.0,majority,1.0,1.0,1.0,1.0,0,0.984375,0.9788732394366196,0.9830861841139332,0.966734292913026,3,5
1,select_coverage,2.0,cmar,1.0,1.0,1.0,1.0,0,0.984375,0.9788732394366196,0.9830861841139332,0.966734292913026,3,5
1,select_coverage,2.0,top_k_avg,1.0,1.0,1.0,1.0,0,0.96875,0.9577464788732396,0.9658444022770398,0.9339386071618588,6,5
1,select_coverage,2.0,list,1.0,1.0,1.0,1.0,0,0.9739583333333334,0.9647887323943662,0.9716303673276396,0.9448224543025312,5,5
1,select_coverage,3.0,majority,1.0,1.0,1.0,1.0,0,0.984375,0.9788732394366196,0.9830861841139332,0.966734292913026,3,5
1,select_coverage,3.0,cmar,1.0,1.0,1.0,1.0,0,0.984375,0.9788732394366196,0.9830861841139332,0.966734292913026,3,5
1,select_coverage,3.0,top_k_avg,1.0,1.0,1.0,1.0,0,0.9635416666666666,0.9507042253521129,0.9600178491744756,0.923099494126358,7,5
1,select_coverage,3.0,list,1.0,1.0,1.0,1.0,0,0.9739583333333334,0.9647887323943662,0.9716303673276396,0.9448224543025312,5,5
1,select_coverage,4.0,majority,1.0,1.0,1.0,1.0,0,0.984375,0.9788732394366196,0.9830861841139332,0.966734292913026,3,5
1,select_coverage,4.0,cmar,1.0,1.0,1.0,1.0,0,0.984375,0.9788732394366196,0.9830861841139332,0.966734292913026,3,5
1,select_coverage,4.0,top_k_avg,0.9973890339425588,0.9961685823754788,0.997088780784433,0.9941944577004814,2,0.9583333333333334,0.946571993947154,0.9544592030360532,0.9111393430073672,8,5
1,select_coverage,4.0,list,1.0,1.0,1.0,1.0,0,0.9739583333333334,0.9647887323943662,0.9716303673276396,0.9448224543025312,5,5
1,select_coverage_CBA_M1,,majority,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0,5
1,select_coverage_CBA_M1,,cmar,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0,5
1,select_coverage_CBA_M1,,top_k_avg,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0,5
