id_uci,nclients,seed,data_name,train_size,number_classes,majority_class,ranking,selection,param,consolidation,round1_n_rules,round1_n_items_antecedent,round2_n_rules,round2_n_items_antecedent,final_nrules,final_total_items,default_class,comm_cost
26,2,5,Connect-4,54045,3,win,1,select_coverage,1.0,DAC,8383,255667,,,8347,254590,win,1123280
26,2,5,Connect-4,54045,3,win,1,select_coverage,1.0,exact,8383,255667,8347.0,254590.0,7447,223815,win,3203416
26,2,5,Connect-4,54045,3,win,1,select_coverage,2.0,DAC,16474,503228,,,16387,500686,win,2210616
26,2,5,Connect-4,54045,3,win,1,select_coverage,2.0,exact,16474,503228,16387.0,500686.0,14652,441524,win,6306160
26,2,5,Connect-4,54045,3,win,1,select_coverage,3.0,DAC,24002,733027,,,23848,728473,win,3220148
26,2,5,Connect-4,54045,3,win,1,select_coverage,3.0,exact,24002,733027,23848.0,728473.0,21261,640389,win,9170716
26,2,5,Connect-4,54045,3,win,1,select_coverage,4.0,DAC,31266,954593,,,31044,948010,win,4193580
26,2,5,Connect-4,54045,3,win,1,select_coverage,4.0,exact,31266,954593,31044.0,948010.0,27668,833179,win,11936560
26,2,5,Connect-4,54045,3,win,1,select_coverage_CBA_M1,,DAC,7115,212162,,,7079,211085,win,934044
26,2,5,Connect-4,54045,3,win,1,select_coverage_CBA_M1,,exact,7115,212162,7079.0,211085.0,6955,206820,win,2746820
26,2,5,Connect-4,54045,3,win,2,select_coverage,1.0,exact,8383,255667,8347.0,254590.0,7447,223815,win,3203416
26,2,5,Connect-4,54045,3,win,2,select_coverage,2.0,exact,16474,503228,16387.0,500686.0,14652,441524,win,6306160
26,2,5,Connect-4,54045,3,win,2,select_coverage,3.0,exact,24002,733027,23848.0,728473.0,21261,640389,win,9170716
26,2,5,Connect-4,54045,3,win,2,select_coverage,4.0,exact,31266,954593,31044.0,948010.0,27668,833179,win,11936560
26,2,5,Connect-4,54045,3,win,2,select_coverage_CBA_M1,,exact,7115,212162,7079.0,211085.0,6955,206820,win,2746820
26,2,14,Connect-4,54045,3,win,1,select_coverage,1.0,DAC,8435,257472,,,8401,256498,win,1131124
26,2,14,Connect-4,54045,3,win,1,select_coverage,1.0,exact,8435,257472,8401.0,256498.0,7554,227530,win,3234856
26,2,14,Connect-4,54045,3,win,1,select_coverage,2.0,DAC,16628,508457,,,16542,505954,win,2233380
26,2,14,Connect-4,54045,3,win,1,select_coverage,2.0,exact,16628,508457,16542.0,505954.0,14872,448980,win,6382932
26,2,14,Connect-4,54045,3,win,1,select_coverage,3.0,DAC,24075,735836,,,23940,731943,win,3232260
26,2,14,Connect-4,54045,3,win,1,select_coverage,3.0,exact,24075,735836,23940.0,731943.0,21454,647259,win,9226256
26,2,14,Connect-4,54045,3,win,1,select_coverage,4.0,DAC,31454,961326,,,31249,955389,win,4222768
26,2,14,Connect-4,54045,3,win,1,select_coverage,4.0,exact,31454,961326,31248.0,955354.0,27980,844164,win,12043336
26,2,14,Connect-4,54045,3,win,1,select_coverage_CBA_M1,,DAC,7096,211407,,,7062,210433,win,930796
