ranking,selection,param,mined,after_pruning,classifier,total_items,no_cov_ant,no_cov_rule,no_matches_train,no_matches_test,seed
2,select_coverage,4.0,30563,3867,674,5572.0,1.0,37.0,1,2,31
2,select_coverage_CBA_M1,,30563,3867,130,1118.0,259.0,259.0,259,67,31
1,select_coverage,1.0,32458,3225,238,1949.0,1.0,37.0,1,4,34
1,select_coverage,2.0,32458,3225,418,3455.0,1.0,35.0,1,4,34
1,select_coverage,3.0,32458,3225,594,4886.0,1.0,33.0,1,2,34
1,select_coverage,4.0,32458,3225,735,6008.0,1.0,33.0,1,1,34
1,select_coverage_CBA_M1,,32458,3225,145,1245.0,220.0,220.0,220,59,34
2,select_coverage,1.0,32458,3225,238,1949.0,1.0,37.0,1,4,34
2,select_coverage,2.0,32458,3225,418,3455.0,1.0,35.0,1,4,34
2,select_coverage,3.0,32458,3225,595,4894.0,1.0,33.0,1,2,34
2,select_coverage,4.0,32458,3225,735,6008.0,1.0,33.0,1,1,34
2,select_coverage_CBA_M1,,32458,3225,145,1245.0,220.0,220.0,220,59,34
1,select_coverage,1.0,31062,3667,230,1912.0,0.0,38.0,0,5,42
1,select_coverage,2.0,31062,3667,412,3425.0,0.0,31.0,0,1,42
1,select_coverage,3.0,31062,3667,557,4603.0,0.0,32.0,0,1,42
1,select_coverage,4.0,31062,3667,706,5777.0,0.0,34.0,0,1,42
1,select_coverage_CBA_M1,,31062,3667,131,1157.0,267.0,267.0,267,69,42
2,select_coverage,1.0,31062,3667,230,1912.0,0.0,38.0,0,5,42
2,select_coverage,2.0,31062,3667,412,3425.0,0.0,31.0,0,1,42
2,select_coverage,3.0,31062,3667,557,4603.0,0.0,32.0,0,1,42
2,select_coverage,4.0,31062,3667,706,5777.0,0.0,34.0,0,1,42
2,select_coverage_CBA_M1,,31062,3667,131,1157.0,267.0,267.0,267,69,42
1,select_coverage,1.0,33617,3420,232,1886.0,0.0,42.0,0,0,49
1,select_coverage,2.0,33617,3420,436,3584.0,0.0,35.0,0,0,49
1,select_coverage,3.0,33617,3420,589,4839.0,0.0,34.0,0,0,49
1,select_coverage,4.0,33617,3420,735,5996.0,0.0,30.0,0,0,49
1,select_coverage_CBA_M1,,33617,3420,138,1198.0,240.0,240.0,240,68,49
2,select_coverage,1.0,33617,3420,232,1886.0,0.0,42.0,0,0,49
2,select_coverage,2.0,33617,3420,435,3577.0,0.0,35.0,0,0,49
2,select_coverage,3.0,33617,3420,589,4839.0,0.0,34.0,0,0,49
2,select_coverage,4.0,33617,3420,735,5996.0,0.0,30.0,0,0,49
2,select_coverage_CBA_M1,,33617,3420,138,1198.0,240.0,240.0,240,68,49
1,select_coverage,1.0,32861,4287,226,1867.0,1.0,42.0,1,2,63
1,select_coverage,2.0,32861,4287,413,3394.0,1.0,37.0,1,2,63
1,select_coverage,3.0,32861,4287,576,4674.0,1.0,35.0,1,1,63
1,select_coverage,4.0,32861,4287,720,5774.0,1.0,34.0,1,1,63
1,select_coverage_CBA_M1,,32861,4287,139,1206.0,253.0,253.0,253,68,63
2,select_coverage,1.0,32861,4287,226,1867.0,1.0,42.0,1,2,63
2,select_coverage,2.0,32861,4287,412,3387.0,1.0,37.0,1,2,63
2,select_coverage,3.0,32861,4287,576,4674.0,1.0,35.0,1,1,63
2,select_coverage,4.0,32861,4287,720,5774.0,1.0,34.0,1,1,63
2,select_coverage_CBA_M1,,32861,4287,139,1206.0,253.0,253.0,253,68,63
1,select_coverage,1.0,30377,2778,245,1975.0,0.0,39.0,0,1,64
1,select_coverage,2.0,30377,2778,442,3595.0,0.0,34.0,0,1,64
1,select_coverage,3.0,30377,2778,610,4943.0,0.0,27.0,0,0,64
1,select_coverage,4.0,30377,2778,749,6054.0,0.0,26.0,0,0,64
1,select_coverage_CBA_M1,,30377,2778,152,1304.0,250.0,250.0,250,65,64
2,select_coverage,1.0,30377,2778,245,1975.0,0.0,39.0,0,1,64
2,select_coverage,2.0,30377,2778,442,3595.0,0.0,34.0,0,1,64
2,select_coverage,3.0,30377,2778,610,4943.0,0.0,27.0,0,0,64
2,select_coverage,4.0,30377,2778,749,6054.0,0.0,26.0,0,0,64
2,select_coverage_CBA_M1,,30377,2778,152,1304.0,250.0,250.0,250,65,64
1,select_coverage,1.0,31767,3243,237,1928.0,3.0,34.0,3,6,65
1,select_coverage,2.0,31767,3243,448,3679.0,3.0,29.0,3,2,65
1,select_coverage,3.0,31767,3243,613,5010.0,2.0,28.0,2,2,65
1,select_coverage,4.0,31767,3243,753,6113.0,2.0,27.0,2,2,65
1,select_coverage_CBA_M1,,31767,3243,157,1321.0,182.0,182.0,182,50,65
2,select_coverage,1.0,31767,3243,237,1928.0,3.0,34.0,3,6,65
2,select_coverage,2.0,31767,3243,448,3679.0,3.0,29.0,3,2,65
2,select_coverage,3.0,31767,3243,613,5010.0,2.0,28.0,2,2,65
2,select_coverage,4.0,31767,3243,754,6122.0,2.0,27.0,2,2,65
2,select_coverage_CBA_M1,,31767,3243,157,1321.0,182.0,182.0,182,50,65
1,select_coverage,1.0,33196,2995,246,1981.0,0.0,45.0,0,0,68
1,select_coverage,2.0,33196,2995,427,3453.0,0.0,33.0,0,0,68
1,select_coverage,3.0,33196,2995,581,4707.0,0.0,32.0,0,0,68
1,select_coverage,4.0,33196,2995,722,5842.0,0.0,32.0,0,0,68
1,select_coverage_CBA_M1,,33196,2995,144,1250.0,262.0,262.0,262,65,68
2,select_coverage,1.0,33196,2995,247,1990.0,0.0,43.0,0,0,68
2,select_coverage,2.0,33196,2995,427,3453.0,0.0,33.0,0,0,68
2,select_coverage,3.0,33196,2995,581,4707.0,0.0,32.0,0,0,68
2,select_coverage,4.0,33196,2995,722,5842.0,0.0,32.0,0,0,68
2,select_coverage_CBA_M1,,33196,2995,144,1250.0,262.0,262.0,262,65,68
1,select_coverage,1.0,34132,3293,236,1861.0,0.0,38.0,0,0,74
1,select_coverage,2.0,34132,3293,424,3324.0,0.0,36.0,0,0,74
1,select_coverage,3.0,34132,3293,582,4527.0,0.0,33.0,0,0,74
1,select_coverage,4.0,34132,3293,739,5720.0,0.0,32.0,0,0,74
1,select_coverage_CBA_M1,,34132,3293,135,1168.0,257.0,257.0,257,62,74
2,select_coverage,1.0,34132,3293,236,1861.0,0.0,38.0,0,0,74
2,select_coverage,2.0,34132,3293,424,3324.0,0.0,36.0,0,0,74
2,select_coverage,3.0,34132,3293,582,4527.0,0.0,33.0,0,0,74
2,select_coverage,4.0,34132,3293,739,5720.0,0.0,32.0,0,0,74
2,select_coverage_CBA_M1,,34132,3293,135,1168.0,257.0,257.0,257,62,74
1,select_coverage,1.0,29817,2494,220,1788.0,0.0,43.0,0,0,76
1,select_coverage,2.0,29817,2494,410,3370.0,0.0,40.0,0,0,76
1,select_coverage,3.0,29817,2494,565,4649.0,0.0,38.0,0,0,76
1,select_coverage,4.0,29817,2494,697,5721.0,0.0,38.0,0,0,76
1,select_coverage_CBA_M1,,29817,2494,125,1080.0,249.0,249.0,249,59,76
2,select_coverage,1.0,29817,2494,220,1788.0,0.0,43.0,0,0,76
2,select_coverage,2.0,29817,2494,411,3376.0,0.0,40.0,0,0,76
2,select_coverage,3.0,29817,2494,565,4648.0,0.0,38.0,0,0,76
2,select_coverage,4.0,29817,2494,699,5740.0,0.0,38.0,0,0,76
2,select_coverage_CBA_M1,,29817,2494,125,1080.0,249.0,249.0,249,59,76
1,select_coverage,1.0,32364,3268,226,1825.0,0.0,41.0,0,1,100
1,select_coverage,2.0,32364,3268,425,3436.0,0.0,39.0,0,1,100
1,select_coverage,3.0,32364,3268,571,4585.0,0.0,44.0,0,1,100
1,select_coverage,4.0,32364,3268,706,5648.0,0.0,44.0,0,0,100
1,select_coverage_CBA_M1,,32364,3268,129,1092.0,267.0,267.0,267,64,100
2,select_coverage,1.0,32364,3268,226,1825.0,0.0,41.0,0,1,100
2,select_coverage,2.0,32364,3268,425,3436.0,0.0,39.0,0,1,100
2,select_coverage,3.0,32364,3268,571,4585.0,0.0,44.0,0,1,100
2,select_coverage,4.0,32364,3268,706,5648.0,0.0,44.0,0,0,100
2,select_coverage_CBA_M1,,32364,3268,129,1092.0,267.0,267.0,267,64,100
1,select_coverage,1.0,29744,2860,236,1891.0,0.0,37.0,0,1,114
1,select_coverage,2.0,29744,2860,427,3432.0,0.0,30.0,0,0,114
1,select_coverage,3.0,29744,2860,585,4718.0,0.0,29.0,0,0,114
1,select_coverage,4.0,29744,2860,708,5687.0,0.0,28.0,0,0,114
1,select_coverage_CBA_M1,,29744,2860,139,1173.0,235.0,235.0,235,58,114
2,select_coverage,1.0,29744,2860,236,1891.0,0.0,37.0,0,1,114
2,select_coverage,2.0,29744,2860,427,3432.0,0.0,30.0,0,0,114
2,select_coverage,3.0,29744,2860,585,4718.0,0.0,29.0,0,0,114
2,select_coverage,4.0,29744,2860,708,5687.0,0.0,28.0,0,0,114
2,select_coverage_CBA_M1,,29744,2860,139,1173.0,235.0,235.0,235,58,114
1,select_coverage,1.0,31285,4263,259,2111.0,1.0,50.0,1,3,133
1,select_coverage,2.0,31285,4263,477,3883.0,1.0,40.0,1,0,133
1,select_coverage,3.0,31285,4263,678,5544.0,1.0,35.0,1,0,133
1,select_coverage,4.0,31285,4263,843,6877.0,1.0,35.0,1,0,133
1,select_coverage_CBA_M1,,31285,4263,144,1238.0,236.0,236.0,236,60,133
2,select_coverage,1.0,31285,4263,259,2111.0,1.0,50.0,1,3,133
2,select_coverage,2.0,31285,4263,477,3883.0,1.0,40.0,1,0,133
2,select_coverage,3.0,31285,4263,678,5544.0,1.0,35.0,1,0,133
2,select_coverage,4.0,31285,4263,842,6868.0,1.0,35.0,1,0,133
2,select_coverage_CBA_M1,,31285,4263,144,1238.0,236.0,236.0,236,60,133
1,select_coverage,1.0,28390,2840,232,1855.0,1.0,39.0,1,1,138
1,select_coverage,2.0,28390,2840,414,3362.0,1.0,32.0,1,0,138
1,select_coverage,3.0,28390,2840,579,4713.0,1.0,31.0,1,0,138
1,select_coverage,4.0,28390,2840,713,5778.0,1.0,28.0,1,0,138
1,select_coverage_CBA_M1,,28390,2840,136,1153.0,263.0,263.0,263,73,138
2,select_coverage,1.0,28390,2840,232,1855.0,1.0,39.0,1,1,138
2,select_coverage,2.0,28390,2840,414,3362.0,1.0,32.0,1,0,138
2,select_coverage,3.0,28390,2840,577,4698.0,1.0,31.0,1,0,138
2,select_coverage,4.0,28390,2840,713,5778.0,1.0,28.0,1,0,138
2,select_coverage_CBA_M1,,28390,2840,136,1153.0,263.0,263.0,263,73,138
1,select_coverage,1.0,29508,2723,222,1853.0,0.0,41.0,0,5,148
1,select_coverage,2.0,29508,2723,389,3255.0,0.0,31.0,0,0,148
1,select_coverage,3.0,29508,2723,541,4516.0,0.0,26.0,0,0,148
1,select_coverage,4.0,29508,2723,667,5535.0,0.0,25.0,0,0,148
1,select_coverage_CBA_M1,,29508,2723,128,1149.0,297.0,297.0,297,86,148
2,select_coverage,1.0,29508,2723,222,1853.0,0.0,41.0,0,5,148
2,select_coverage,2.0,29508,2723,390,3264.0,0.0,30.0,0,0,148
2,select_coverage,3.0,29508,2723,541,4517.0,0.0,25.0,0,0,148
2,select_coverage,4.0,29508,2723,668,5544.0,0.0,24.0,0,0,148
2,select_coverage_CBA_M1,,29508,2723,128,1149.0,297.0,297.0,297,86,148
