ranking,selection,param,mined,after_pruning,classifier,total_items,no_cov_ant,no_cov_rule,no_matches_train,no_matches_test,seed
1,select_coverage,1.0,31414,3689,228,1874.0,0.0,43.0,0,3,5
1,select_coverage,2.0,31414,3689,429,3566.0,0.0,37.0,0,0,5
1,select_coverage,3.0,31414,3689,587,4846.0,0.0,35.0,0,0,5
1,select_coverage,4.0,31414,3689,723,5949.0,0.0,33.0,0,0,5
1,select_coverage_CBA_M1,,31414,3689,133,1165.0,249.0,249.0,249,70,5
2,select_coverage,1.0,31414,3689,228,1874.0,0.0,43.0,0,3,5
2,select_coverage,2.0,31414,3689,429,3566.0,0.0,37.0,0,0,5
2,select_coverage,3.0,31414,3689,587,4846.0,0.0,35.0,0,0,5
2,select_coverage,4.0,31414,3689,722,5944.0,0.0,33.0,0,0,5
2,select_coverage_CBA_M1,,31414,3689,133,1165.0,249.0,249.0,249,70,5
1,select_coverage,1.0,28387,2810,224,1830.0,4.0,47.0,4,3,14
1,select_coverage,2.0,28387,2810,401,3324.0,4.0,40.0,4,3,14
1,select_coverage,3.0,28387,2810,561,4632.0,3.0,39.0,3,2,14
1,select_coverage,4.0,28387,2810,717,5860.0,3.0,36.0,3,1,14
1,select_coverage_CBA_M1,,28387,2810,135,1172.0,237.0,237.0,237,67,14
2,select_coverage,1.0,28387,2810,224,1830.0,4.0,47.0,4,3,14
2,select_coverage,2.0,28387,2810,401,3324.0,4.0,40.0,4,3,14
2,select_coverage,3.0,28387,2810,562,4643.0,3.0,39.0,3,2,14
2,select_coverage,4.0,28387,2810,719,5881.0,3.0,36.0,3,1,14
2,select_coverage_CBA_M1,,28387,2810,135,1172.0,237.0,237.0,237,67,14
1,select_coverage,1.0,30786,3080,234,1983.0,0.0,41.0,0,2,17
1,select_coverage,2.0,30786,3080,413,3511.0,0.0,40.0,0,1,17
1,select_coverage,3.0,30786,3080,563,4782.0,0.0,39.0,0,1,17
1,select_coverage,4.0,30786,3080,711,6017.0,0.0,39.0,0,1,17
1,select_coverage_CBA_M1,,30786,3080,134,1216.0,267.0,267.0,267,82,17
2,select_coverage,1.0,30786,3080,234,1983.0,0.0,41.0,0,2,17
2,select_coverage,2.0,30786,3080,413,3511.0,0.0,40.0,0,1,17
2,select_coverage,3.0,30786,3080,563,4782.0,0.0,39.0,0,1,17
2,select_coverage,4.0,30786,3080,711,6017.0,0.0,39.0,0,1,17
2,select_coverage_CBA_M1,,30786,3080,134,1216.0,267.0,267.0,267,82,17
1,select_coverage,1.0,29264,3661,237,1901.0,0.0,38.0,0,3,19
1,select_coverage,2.0,29264,3661,441,3600.0,0.0,34.0,0,0,19
1,select_coverage,3.0,29264,3661,611,5008.0,0.0,31.0,0,0,19
1,select_coverage,4.0,29264,3661,767,6307.0,0.0,31.0,0,0,19
1,select_coverage_CBA_M1,,29264,3661,141,1202.0,250.0,250.0,250,67,19
2,select_coverage,1.0,29264,3661,237,1901.0,0.0,38.0,0,3,19
2,select_coverage,2.0,29264,3661,441,3600.0,0.0,34.0,0,0,19
2,select_coverage,3.0,29264,3661,613,5027.0,0.0,31.0,0,0,19
2,select_coverage,4.0,29264,3661,768,6316.0,0.0,31.0,0,0,19
2,select_coverage_CBA_M1,,29264,3661,141,1202.0,250.0,250.0,250,67,19
1,select_coverage,1.0,32547,3197,234,1906.0,0.0,36.0,0,2,29
1,select_coverage,2.0,32547,3197,427,3552.0,0.0,32.0,0,2,29
1,select_coverage,3.0,32547,3197,586,4915.0,0.0,28.0,0,2,29
1,select_coverage,4.0,32547,3197,727,6094.0,0.0,25.0,0,2,29
1,select_coverage_CBA_M1,,32547,3197,138,1189.0,244.0,244.0,244,65,29
2,select_coverage,1.0,32547,3197,234,1906.0,0.0,36.0,0,2,29
2,select_coverage,2.0,32547,3197,428,3559.0,0.0,32.0,0,2,29
2,select_coverage,3.0,32547,3197,587,4929.0,0.0,28.0,0,2,29
2,select_coverage,4.0,32547,3197,728,6105.0,0.0,25.0,0,2,29
2,select_coverage_CBA_M1,,32547,3197,138,1189.0,244.0,244.0,244,65,29
1,select_coverage,1.0,30563,3867,221,1787.0,1.0,41.0,1,3,31
1,select_coverage,2.0,30563,3867,397,3260.0,1.0,40.0,1,3,31
1,select_coverage,3.0,30563,3867,547,4528.0,1.0,39.0,1,2,31
1,select_coverage,4.0,30563,3867,674,5572.0,1.0,37.0,1,2,31
1,select_coverage_CBA_M1,,30563,3867,130,1118.0,259.0,259.0,259,67,31
2,select_coverage,1.0,30563,3867,221,1785.0,1.0,40.0,1,3,31
2,select_coverage,2.0,30563,3867,397,3260.0,1.0,40.0,1,3,31
2,select_coverage,3.0,30563,3867,547,4528.0,1.0,39.0,1,2,31
