seed,ranking,selection,param,consolidation,strategy,majority_class,no_matches_test,acc_test,bacc_test,f1_test,mcc_test,erros_test
5,1,select_coverage,1.0,DAC,list,N,1,0.799373040752351,0.7442279728577934,0.7668897927554706,0.66822590958136,128
5,1,select_coverage,1.0,exact,list,N,1,0.9498432601880877,0.9444980409082061,0.9450421110016096,0.9183986618010389,32
5,1,select_coverage,2.0,DAC,list,N,0,0.8056426332288401,0.7482420231664945,0.7757372146313051,0.6802619582664192,124
5,1,select_coverage,2.0,exact,list,N,0,0.9545454545454546,0.9510622827665657,0.9492839682409077,0.9263576072850508,29
5,1,select_coverage,3.0,DAC,list,N,0,0.8087774294670846,0.7537709215334948,0.7809854425041393,0.6854749271656178,122
5,1,select_coverage,3.0,exact,list,N,0,0.9529780564263323,0.951212686240232,0.9478898472800911,0.9240143097196514,30
5,1,select_coverage,4.0,DAC,list,N,0,0.8103448275862069,0.755935423697997,0.7829626562503093,0.6880611069273077,121
5,1,select_coverage,4.0,exact,list,N,0,0.9498432601880877,0.9491985875493961,0.9443054616841886,0.9192541880804489,32
5,1,select_coverage_CBA_M1,,DAC,list,N,1,0.799373040752351,0.7442279728577934,0.7668897927554706,0.66822590958136,128
5,1,select_coverage_CBA_M1,,exact,list,N,1,0.9498432601880877,0.9444980409082061,0.9450421110016096,0.9183986618010389,32
14,1,select_coverage,1.0,DAC,list,N,0,0.8589341692789969,0.828273126211637,0.8373899987009263,0.7716070804883518,90
14,1,select_coverage,1.0,exact,list,N,0,0.9388714733542319,0.9351337898521122,0.932525407954965,0.901039116881449,39
14,1,select_coverage,2.0,DAC,list,N,0,0.829153605015674,0.7941488902924837,0.7924348725000314,0.7260910680005357,109
14,1,select_coverage,2.0,exact,list,N,0,0.9373040752351097,0.9329975818335513,0.9302902060246904,0.8985217836390856,40
14,1,select_coverage,3.0,DAC,list,N,0,0.8244514106583072,0.7911277422562298,0.7881630589198431,0.7186115753642647,112
14,1,select_coverage,3.0,exact,list,N,0,0.9341692789968652,0.9298118832506606,0.9266493534741485,0.8935412437875989,42
14,1,select_coverage,4.0,DAC,list,N,0,0.8197492163009404,0.7881065942199762,0.7839236825254253,0.7112270463254333,115
14,1,select_coverage,4.0,exact,list,N,0,0.9294670846394985,0.9267907352144068,0.9221013882604313,0.88630453074491,45
14,1,select_coverage_CBA_M1,,DAC,list,N,0,0.8589341692789969,0.828273126211637,0.8373899987009263,0.7716070804883518,90
14,1,select_coverage_CBA_M1,,exact,list,N,0,0.9388714733542319,0.9351337898521122,0.932525407954965,0.901039116881449,39
17,1,select_coverage,1.0,DAC,list,N,4,0.6692789968652038,0.5560618583543766,0.5706975995652673,0.450748013123957,211
17,1,select_coverage,1.0,exact,list,N,5,0.9639498432601881,0.9640634428265492,0.9601893606118019,0.9418496768742131,23
17,1,select_coverage,2.0,DAC,list,N,1,0.6677115987460815,0.5550548090089586,0.5695855315747402,0.44684374290803985,212
17,1,select_coverage,2.0,exact,list,N,3,0.9592476489028213,0.9621997476093798,0.9551451094675555,0.934860482482366,26
17,1,select_coverage,3.0,DAC,list,N,0,0.6661442006269592,0.5517328540253722,0.5644885774627152,0.44485649709834973,213
17,1,select_coverage,3.0,exact,list,N,0,0.9592476489028213,0.9621997476093798,0.9551451094675555,0.934860482482366,26
17,1,select_coverage,4.0,DAC,list,N,0,0.6661442006269592,0.5517328540253722,0.5644885774627152,0.44485649709834973,213
17,1,select_coverage,4.0,exact,list,N,0,0.9561128526645768,0.9590281960994597,0.9514747010309664,0.929943098048311,28
17,1,select_coverage_CBA_M1,,DAC,list,N,4,0.6661442006269592,0.5552052124826249,0.5705012805085007,0.44202035871033457,213
17,1,select_coverage_CBA_M1,,exact,list,N,5,0.9639498432601881,0.9640634428265492,0.9601893606118019,0.9418496768742131,23
19,1,select_coverage,1.0,DAC,list,N,1,0.8463949843260188,0.8224891958675502,0.8269577960656415,0.7500752032227666,98
19,1,select_coverage,1.0,exact,list,N,1,0.9310344827586207,0.9301409843439344,0.9257879190094465,0.8887456011609784,44
19,1,select_coverage,2.0,DAC,list,N,1,0.85423197492163,0.8344550124361746,0.8379963854789775,0.7627445886929439,93
19,1,select_coverage,2.0,exact,list,N,1,0.932601880877743,0.9311480336893524,0.9272978064277305,0.891175872875088,43
19,1,select_coverage,3.0,DAC,list,N,1,0.8573667711598746,0.8376124168731242,0.841343416204548,0.7676229032018487,91
19,1,select_coverage,3.0,exact,list,N,1,0.9310344827586207,0.9301409843439344,0.9257700876922107,0.888777669342663,44
19,1,select_coverage,4.0,DAC,list,N,1,0.8620689655172413,0.8441059233666307,0.8471775556977139,0.7752832810212442,88
19,1,select_coverage,4.0,exact,list,N,1,0.9341692789968652,0.9356415885649936,0.9292002756153699,0.8944126498171111,42
19,1,select_coverage_CBA_M1,,DAC,list,N,1,0.8463949843260188,0.8224891958675502,0.8265012293109635,0.7500363651496014,98
19,1,select_coverage_CBA_M1,,exact,list,N,1,0.9294670846394985,0.9279764821794322,0.9241084420627438,0.8861032255933762,45
29,1,select_coverage,1.0,DAC,list,N,0,0.7774294670846394,0.7008817259394832,0.7407148407148408,0.6406194671747867,142
29,1,select_coverage,1.0,exact,list,N,0,0.945141065830721,0.9404043224906918,0.9363416422299006,0.9116555217754352,35
29,1,select_coverage,2.0,DAC,list,N,0,0.7727272727272727,0.6966889780111746,0.7356597224345357,0.6314292979077346,145
29,1,select_coverage,2.0,exact,list,N,0,0.9357366771159875,0.9320329737070452,0.9255668854410274,0.8971684842424144,41
29,1,select_coverage,3.0,DAC,list,N,0,0.7711598746081505,0.6956819286657566,0.7331240399940043,0.6274323199541911,146
29,1,select_coverage,3.0,exact,list,N,0,0.9357366771159875,0.9331904265261294,0.9257889536155113,0.8974607778281857,41
29,1,select_coverage,4.0,DAC,list,N,0,0.7695924764890282,0.6935174265012546,0.7310924937471618,0.624832476748534,147
29,1,select_coverage,4.0,exact,list,N,0,0.9341692789968652,0.9321833771807114,0.9238300908407547,0.8952521040108735,42
29,1,select_coverage_CBA_M1,,DAC,list,N,0,0.7774294670846394,0.7008817259394832,0.7407148407148408,0.6406194671747867,142
29,1,select_coverage_CBA_M1,,exact,list,N,0,0.945141065830721,0.9404043224906918,0.9363416422299006,0.9116555217754352,35
31,1,select_coverage,1.0,DAC,list,N,1,0.8307210031347962,0.7897055981292698,0.804938766550805,0.7230091596293222,108
31,1,select_coverage,1.0,exact,list,N,1,0.9498432601880877,0.9468695348382571,0.9441021694266106,0.91897109882324,32
31,1,select_coverage,2.0,DAC,list,N,0,0.8087774294670846,0.7592610970965334,0.7763656785951051,0.6861645200546337,122
31,1,select_coverage,2.0,exact,list,N,0,0.9482758620689655,0.9482056852769488,0.9427183459717181,0.91696956208275,33
31,1,select_coverage,3.0,DAC,list,N,0,0.8040752351097179,0.7527675906030269,0.7707114094174438,0.6778617771565871,125
31,1,select_coverage,3.0,exact,list,N,0,0.945141065830721,0.9450199866940582,0.9381258793700824,0.9123181595351492,35
31,1,select_coverage,4.0,DAC,list,N,0,0.8040752351097179,0.7527675906030269,0.7707114094174438,0.6778617771565871,125
31,1,select_coverage,4.0,exact,list,N,0,0.9435736677115988,0.9440129373486402,0.937077631116205,0.9097408293989138,36
31,1,select_coverage_CBA_M1,,DAC,list,N,1,0.8307210031347962,0.7897055981292698,0.804938766550805,0.7230091596293222,108
31,1,select_coverage_CBA_M1,,exact,list,N,1,0.9498432601880877,0.9468695348382571,0.9441021694266106,0.91897109882324,32
34,1,select_coverage,1.0,DAC,list,N,1,0.896551724137931,0.8698041027879307,0.8768121977600106,0.8342130047005412,66
34,1,select_coverage,1.0,exact,list,N,1,0.9435736677115988,0.932395967938886,0.9361916123210324,0.908061135142707,36
34,1,select_coverage,2.0,DAC,list,N,1,0.8949843260188087,0.8653246949852602,0.8739422776025106,0.8326406846480003,67
34,1,select_coverage,2.0,exact,list,N,1,0.945141065830721,0.9345746171763588,0.9383561144855346,0.9106248720183976,35
34,1,select_coverage,3.0,DAC,list,N,1,0.8949843260188087,0.866496294877315,0.8745390270409543,0.8327167406421274,67
34,1,select_coverage,3.0,exact,list,N,1,0.945141065830721,0.935732069995443,0.9374372059958528,0.9107833720891904,35
34,1,select_coverage,4.0,DAC,list,N,0,0.8981191222570533,0.8708535933522605,0.8782162659200702,0.8383096357803462,65
34,1,select_coverage,4.0,exact,list,N,0,0.9482758620689655,0.9389036215053631,0.9412021799368125,0.9158898434823115,33
34,1,select_coverage_CBA_M1,,DAC,list,N,1,0.8996865203761756,0.874133107116935,0.8813167898556654,0.8392939975489482,64
34,1,select_coverage_CBA_M1,,exact,list,N,1,0.9467084639498433,0.9367249722678904,0.9395968236686799,0.913187233638967,34
42,1,select_coverage,1.0,DAC,list,N,0,0.890282131661442,0.8968998078647981,0.8800909704690003,0.8293828285617317,70
42,1,select_coverage,1.0,exact,list,N,0,0.9388714733542319,0.9282173670835481,0.9283275763792022,0.9009482534119658,39
42,1,select_coverage,2.0,DAC,list,N,0,0.8808777429467085,0.8908575117922904,0.8721901367871016,0.8157090746922323,76
42,1,select_coverage,2.0,exact,list,N,0,0.9388714733542319,0.9282456612294893,0.9291054736134311,0.9009986650955252,39
42,1,select_coverage,3.0,DAC,list,N,0,0.8793103448275862,0.8886930096277883,0.8701124211584634,0.8131954077087268,77
42,1,select_coverage,3.0,exact,list,N,0,0.9357366771159875,0.925045815573628,0.9246257030558461,0.8960381063396133,41
42,1,select_coverage,4.0,DAC,list,N,0,0.8793103448275862,0.8886930096277883,0.8701124211584634,0.8131954077087268,77
42,1,select_coverage,4.0,exact,list,N,0,0.9357366771159875,0.9238883627545437,0.924416959327491,0.8959929945551619,41
42,1,select_coverage_CBA_M1,,DAC,list,N,0,0.8840125391849529,0.8952006631942654,0.8746968215171352,0.822003041011749,74
42,1,select_coverage_CBA_M1,,exact,list,N,0,0.9388714733542319,0.9282173670835481,0.9283275763792022,0.9009482534119658,39
49,1,select_coverage,1.0,DAC,list,N,0,0.8855799373040752,0.8718021738281202,0.8694611174974374,0.814795086283188,73
49,1,select_coverage,1.0,exact,list,N,0,0.9420062695924765,0.9301890245554721,0.933633739151384,0.9054987720224607,37
49,1,select_coverage,2.0,DAC,list,N,0,0.9012539184952978,0.8934330484001712,0.887400336805921,0.8414117094579087,63
49,1,select_coverage,2.0,exact,list,N,0,0.9404388714733543,0.9303535751021089,0.9311833104689642,0.9031292827676011,38
49,1,select_coverage,3.0,DAC,list,N,0,0.9106583072100314,0.900632797291763,0.8969242384535828,0.8559006687010469,57
49,1,select_coverage,3.0,exact,list,N,0,0.945141065830721,0.9368612286685861,0.9367153264703519,0.9108673606207698,35
49,1,select_coverage,4.0,DAC,list,N,0,0.9059561128526645,0.8964541964364251,0.892375188897144,0.8484724087638107,60
49,1,select_coverage,4.0,exact,list,N,0,0.9420062695924765,0.9336896771586659,0.9324898785425102,0.9059483791331954,37
49,1,select_coverage_CBA_M1,,DAC,list,N,0,0.8855799373040752,0.8718021738281202,0.8694611174974374,0.814795086283188,73
49,1,select_coverage_CBA_M1,,exact,list,N,0,0.9482758620689655,0.9388611802864513,0.9403298963025128,0.9158279309753308,33
63,1,select_coverage,1.0,DAC,list,N,0,0.8134796238244514,0.7607312814350312,0.7724090817761704,0.7007577415841075,119
63,1,select_coverage,1.0,exact,list,N,0,0.9435736677115988,0.9335109795390585,0.9360394651681924,0.9080159921178671,36
63,1,select_coverage,2.0,DAC,list,N,0,0.8025078369905956,0.7467372191026004,0.7560566936363114,0.682374693486584,126
63,1,select_coverage,2.0,exact,list,N,0,0.9310344827586207,0.9172816796772724,0.9203402797573444,0.8875116197491029,44
63,1,select_coverage,3.0,DAC,list,N,0,0.7931034482758621,0.7337502061155873,0.7402679826733377,0.6676861965087295,132
63,1,select_coverage,3.0,exact,list,N,0,0.9357366771159875,0.9273607212117964,0.9275056009380868,0.8957088105676936,41
63,1,select_coverage,4.0,DAC,list,N,0,0.7931034482758621,0.7325927532965032,0.7388513279427654,0.6684423143907375,132
63,1,select_coverage,4.0,exact,list,N,0,0.9404388714733543,0.9327109219591891,0.9328832066297523,0.903426727646215,38
63,1,select_coverage_CBA_M1,,DAC,list,N,1,0.8119122257053292,0.7597242320896133,0.771024783013945,0.6976671474774069,120
63,1,select_coverage_CBA_M1,,exact,list,N,1,0.9420062695924765,0.9336613830127248,0.9346952502700501,0.9055889285116715,37
64,1,select_coverage,1.0,DAC,list,N,0,0.8181818181818182,0.7670408759799199,0.7913490754622687,0.703528411085659,116
64,1,select_coverage,1.0,exact,list,N,0,0.9294670846394985,0.9314346935637143,0.9252277697293775,0.886702359687566,45
64,1,select_coverage,2.0,DAC,list,N,0,0.8119122257053292,0.7572678557217388,0.7779430905051113,0.6944596224731099,120
64,1,select_coverage,2.0,exact,list,N,0,0.9200626959247649,0.9184193864307603,0.9128561499993016,0.8713781187517803,51
64,1,select_coverage,3.0,DAC,list,N,0,0.7946708463949843,0.7357449434044422,0.7546958137562164,0.6656191989241808,131
64,1,select_coverage,3.0,exact,list,N,0,0.9310344827586207,0.9324417429091323,0.9252254358928126,0.8895297955908912,44
64,1,select_coverage,4.0,DAC,list,N,0,0.7946708463949843,0.7357449434044422,0.7546958137562164,0.6656191989241808,131
64,1,select_coverage,4.0,exact,list,N,0,0.9341692789968652,0.9356132944190524,0.9284162990210811,0.8945826153664701,42
64,1,select_coverage_CBA_M1,,DAC,list,N,0,0.8181818181818182,0.7670408759799199,0.7913490754622687,0.703528411085659,116
64,1,select_coverage_CBA_M1,,exact,list,N,0,0.9294670846394985,0.9314346935637143,0.9252277697293775,0.886702359687566,45
65,1,select_coverage,1.0,DAC,list,N,0,0.9404388714733543,0.9315393220671343,0.9312275097658129,0.9033967194000364,38
65,1,select_coverage,1.0,exact,list,N,0,0.9357366771159875,0.9261325330278591,0.9287736247069424,0.8952266041829762,41
65,1,select_coverage,2.0,DAC,list,N,0,0.9388714733542319,0.9282315141565186,0.9277291884599643,0.9011374972004474,39
65,1,select_coverage,2.0,exact,list,N,0,0.9357366771159875,0.9261325330278591,0.9271889334508231,0.8953840914148653,41
65,1,select_coverage,3.0,DAC,list,N,0,0.9357366771159875,0.9273890153577375,0.9253580016276256,0.8964211468976258,41
65,1,select_coverage,3.0,exact,list,N,0,0.9404388714733543,0.9326260395213657,0.9332677547040654,0.9031398120296436,38
65,1,select_coverage,4.0,DAC,list,N,0,0.9357366771159875,0.9273890153577375,0.9253580016276256,0.8964211468976258,41
