seed,ranking,selection,param,consolidation,strategy,majority_class,no_matches_test,acc_test,bacc_test,f1_test,mcc_test,erros_test,acc_test_maj,bacc_test_maj,f1_test_maj,mcc_test_maj,erros_test_maj,nclients
5,1,select_coverage,1.0,DAC,list,N,0,0.9341692789968652,0.9378133906075752,0.9255957982666058,0.8945605402364254,42,,,,,,2
5,1,select_coverage,1.0,exact,majority,N,0,0.9482758620689656,0.9524844079137584,0.9430055801697256,0.916771711462488,33,,,,,,2
5,1,select_coverage,1.0,exact,cmar,N,0,0.9373040752351096,0.9493577299574576,0.932523412288358,0.9014643078184116,40,,,,,,2
5,1,select_coverage,1.0,exact,top_k_avg,N,0,0.9310344827586208,0.9323392948108986,0.9223218698759472,0.8887867551100996,44,,,,,,2
5,1,select_coverage,1.0,exact,list,N,0,0.9404388714733544,0.9411410791238142,0.9330294595913174,0.9035340699070004,38,,,,,,2
5,1,select_coverage,2.0,DAC,list,N,0,0.9216300940438872,0.9268596918755936,0.9120405977036752,0.8758668374021178,50,,,,,,2
5,1,select_coverage,2.0,exact,majority,N,0,0.9529780564263324,0.9563930995552984,0.9475118778578072,0.924049097815559,30,,,,,,2
5,1,select_coverage,2.0,exact,cmar,N,0,0.9341692789968652,0.948575716272218,0.9300055129318192,0.8970243606995887,42,,,,,,2
5,1,select_coverage,2.0,exact,top_k_avg,N,0,0.9216300940438872,0.9202070684124296,0.9119803970659244,0.8728669570751405,50,,,,,,2
5,1,select_coverage,2.0,exact,list,N,0,0.938871473354232,0.929007475940688,0.9296471500719812,0.8990395333436753,39,,,,,,2
5,1,select_coverage,3.0,DAC,list,N,0,0.9184952978056428,0.9235347569286688,0.9083776210218892,0.8711404545316797,52,,,,,,2
5,1,select_coverage,3.0,exact,majority,N,0,0.9545454545454546,0.958740517395674,0.9492160376079438,0.9267778340047272,29,,,,,,2
5,1,select_coverage,3.0,exact,cmar,N,0,0.9294670846394985,0.9444701444247108,0.924890353350143,0.8899674766552604,45,,,,,,2
5,1,select_coverage,3.0,exact,top_k_avg,N,0,0.9310344827586208,0.9356614761885091,0.9233672060378856,0.8894676879564268,44,,,,,,2
5,1,select_coverage,3.0,exact,list,N,0,0.945141065830721,0.9393732876240828,0.9360767757369374,0.9099878981934604,35,,,,,,2
5,1,select_coverage,4.0,DAC,list,N,0,0.9184952978056428,0.9235347569286688,0.9084920605135456,0.8712146722290447,52,,,,,,2
5,1,select_coverage,4.0,exact,majority,N,0,0.957680250783699,0.9620654523425992,0.953007794212192,0.9317671637778768,27,,,,,,2
5,1,select_coverage,4.0,exact,cmar,N,0,0.9294670846394985,0.9431002436908844,0.9242293573039652,0.8897164007025895,45,,,,,,2
5,1,select_coverage,4.0,exact,top_k_avg,N,0,0.938871473354232,0.9448556441287018,0.9317732812705138,0.902448756963882,39,,,,,,2
5,1,select_coverage,4.0,exact,list,N,0,0.95141065830721,0.9446532567841064,0.9424413127897774,0.9200935937106848,31,,,,,,2
5,1,select_coverage_CBA_M1,,DAC,list,N,0,0.9341692789968652,0.9378133906075752,0.9255957982666058,0.8945605402364254,42,,,,,,2
5,1,select_coverage_CBA_M1,,exact,majority,N,0,0.9482758620689656,0.9524844079137584,0.9430055801697256,0.916771711462488,33,,,,,,2
5,1,select_coverage_CBA_M1,,exact,cmar,N,0,0.9373040752351096,0.9493577299574576,0.932523412288358,0.9014643078184116,40,,,,,,2
5,1,select_coverage_CBA_M1,,exact,top_k_avg,N,0,0.9310344827586208,0.9323392948108986,0.9223218698759472,0.8887867551100996,44,,,,,,2
5,1,select_coverage_CBA_M1,,exact,list,N,0,0.9404388714733544,0.9411410791238142,0.9330294595913174,0.9035340699070004,38,,,,,,2
5,2,select_coverage,1.0,exact,majority,N,0,0.9482758620689656,0.9524844079137584,0.9430055801697256,0.916771711462488,33,,,,,,2
5,2,select_coverage,1.0,exact,cmar,N,0,0.9373040752351096,0.9493577299574576,0.932523412288358,0.9014643078184116,40,,,,,,2
5,2,select_coverage,1.0,exact,top_k_avg,N,0,0.9310344827586208,0.9323392948108986,0.9223218698759472,0.8887867551100996,44,,,,,,2
5,2,select_coverage,1.0,exact,list,N,0,0.938871473354232,0.9401635620172648,0.931492269791214,0.9011080497146808,39,,,,,,2
5,2,select_coverage,2.0,exact,majority,N,0,0.9529780564263324,0.9563930995552984,0.9475118778578072,0.924049097815559,30,,,,,,2
5,2,select_coverage,2.0,exact,cmar,N,0,0.9341692789968652,0.948575716272218,0.9300055129318192,0.8970243606995887,42,,,,,,2
5,2,select_coverage,2.0,exact,top_k_avg,N,0,0.9216300940438872,0.9202070684124296,0.9119803970659244,0.8728669570751405,50,,,,,,2
5,2,select_coverage,2.0,exact,list,N,0,0.9373040752351096,0.9280299588341387,0.9281337250517444,0.8965380494134183,40,,,,,,2
5,2,select_coverage,3.0,exact,majority,N,0,0.9545454545454546,0.958740517395674,0.9492160376079438,0.9267778340047272,29,,,,,,2
5,2,select_coverage,3.0,exact,cmar,N,0,0.9294670846394985,0.9444701444247108,0.924890353350143,0.8899674766552604,45,,,,,,2
