1,2,3,4,5,6,7,8,9,10
0.9773771650759986,0.7603158001282094,0.7443932411674348,0.7362637362637363,0.7280171371316035,0.7280171371316035,0.69377990430622,0.7025352112676057,0.6666666666666667,0.7111569814225238
0.9824897400820793,0.7545520505821788,0.7553205046514592,0.7333333333333334,0.7255360623781677,0.7111303178718908,0.706384605581751,0.7016648168701443,0.7016648168701443,0.7016648168701443
0.9943620613713111,0.7957702415217119,0.8181818181818181,0.7617866004962779,0.7990803868717298,0.7818181818181817,0.7747264943713335,0.7575757575757576,0.7602996254681648,0.7646984885145963
0.97214403853408,0.6919610855094727,0.6911991765311374,0.7207047034103766,0.7022077022077022,0.6967032967032967,0.6814863968148639,0.6895356895356894,0.7037037037037037,0.6571428571428571
0.9772296015180266,0.7423510466988728,0.741284593856891,0.7295774647887323,0.7329995828118481,0.741284593856891,0.6944444444444444,0.6853032234565652,0.6853032234565652,0.6853032234565652
0.9815615096513972,0.7083333333333333,0.7464416727806309,0.7242630385487527,0.7147971814892402,0.7091231570779293,0.695344247068385,0.7051597051597052,0.695344247068385,0.7047594044181076
0.98900595510765,0.7856079404466502,0.7856079404466502,0.7352941176470589,0.7022332506203475,0.6976377952755906,0.6789785681714546,0.6789785681714546,0.6556315549475604,0.6466222128352894
0.96484375,0.7784715623727433,0.7596996245306633,0.7603158001282094,0.7706093189964158,0.7596996245306633,0.7172312223858615,0.7172312223858615,0.6807449285001663,0.6712328767123288
0.9714413208389112,0.7856079404466502,0.7526317443358577,0.7236891502940809,0.7164315117996418,0.7094054054054054,0.6949817774039809,0.7035512094698919,0.6856833976833976,0.686545664073754
0.9679733110925772,0.6942269409422694,0.7586120191098817,0.7429383143388957,0.7133161395411972,0.7280171371316035,0.7005847953216374,0.6989491242702253,0.6825803839535747,0.7069674850696748
0.97214403853408,0.7084921893451196,0.7084921893451196,0.7084921893451196,0.7084921893451196,0.6882147669557406,0.7050691244239631,0.6882147669557406,0.6795994993742178,0.6708533044117133
0.9868131868131869,0.8142342969929177,0.7396888825460254,0.7295774647887323,0.734609250398724,0.7412493170642871,0.7122877122877123,0.7025352112676057,0.7272627936623566,0.7025352112676057
0.9686510139437678,0.7777777777777777,0.7122877122877123,0.7552358404662174,0.7191613846903949,0.7242630385487527,0.7091231570779293,0.7091231570779293,0.7053708439897698,0.6998213222156044
0.9653679653679654,0.7189047752546491,0.7951834491676095,0.7696969696969698,0.7840401276789786,0.7924324324324324,0.765625,0.7454545454545455,0.7308662741799832,0.7352860075369956
0.9703474903474903,0.7968253968253969,0.7596996245306633,0.7648952174369381,0.7678195073074664,0.7618288144603934,0.7272627936623566,0.7259882974168688,0.7310248212938684,0.7091231570779293
0.980991980991981,0.7208851558714262,0.7208851558714262,0.7208851558714262,0.7261948417063928,0.7051670471052085,0.7208851558714262,0.7105488326610438,0.6943187531422825,0.6832353314438006
0.9875243664717348,0.7197080291970803,0.7782397782397783,0.7575012800819252,0.7618288144603934,0.7681159420289855,0.7280171371316035,0.7566197183098591,0.7263472241075064,0.7259882974168688
0.9891107078039927,0.7575757575757576,0.7856079404466502,0.7687104247104246,0.7401255075673681,0.7477161807032912,0.7526317443358577,0.7308525551166051,0.7165005537098561,0.7308662741799832
0.9880893300248139,0.7724056180178885,0.7724056180178885,0.7724056180178885,0.7638888888888888,0.7658796142334552,0.7375013856556922,0.756998213222156,0.7375013856556922,0.7479653452349698
0.9886148007590133,0.6929495202336253,0.6433436532507739,0.6977224224189204,0.6620568267538345,0.652636968766001,0.6573301766527044,0.6573301766527044,0.627042468101314,0.6478356566397652
