id_uci,nclients,seed,data_name,train_size,number_classes,majority_class,ranking,selection,param,consolidation,round1_n_rules,round1_n_items_antecedent,round2_n_rules,round2_n_items_antecedent,final_nrules,final_total_items,default_class,comm_cost
936,2,5,National Poll on Healthy Aging (NPHA),571,3,2,1,select_coverage,1.0,DAC,234,1818,,,234,1818,2,10096
936,2,5,National Poll on Healthy Aging (NPHA),571,3,2,1,select_coverage,1.0,exact,234,1818,234.0,1818.0,120,951,2,25860
936,2,5,National Poll on Healthy Aging (NPHA),571,3,2,1,select_coverage,2.0,DAC,412,3226,,,411,3223,2,17864
936,2,5,National Poll on Healthy Aging (NPHA),571,3,2,1,select_coverage,2.0,exact,412,3226,411.0,3223.0,200,1607,2,45400
936,2,5,National Poll on Healthy Aging (NPHA),571,3,2,1,select_coverage,3.0,DAC,575,4534,,,573,4527,2,25052
936,2,5,National Poll on Healthy Aging (NPHA),571,3,2,1,select_coverage,3.0,exact,575,4534,573.0,4527.0,274,2202,2,63412
936,2,5,National Poll on Healthy Aging (NPHA),571,3,2,1,select_coverage,4.0,DAC,726,5711,,,724,5704,2,31572
936,2,5,National Poll on Healthy Aging (NPHA),571,3,2,1,select_coverage,4.0,exact,726,5711,724.0,5704.0,344,2765,2,79912
936,2,5,National Poll on Healthy Aging (NPHA),571,3,2,1,select_coverage_CBA_M1,,DAC,147,1235,,,147,1235,2,6720
936,2,5,National Poll on Healthy Aging (NPHA),571,3,2,1,select_coverage_CBA_M1,,exact,147,1235,147.0,1235.0,82,695,2,17388
936,2,5,National Poll on Healthy Aging (NPHA),571,3,2,2,select_coverage,1.0,exact,234,1818,234.0,1818.0,120,951,2,25860
936,2,5,National Poll on Healthy Aging (NPHA),571,3,2,2,select_coverage,2.0,exact,413,3240,412.0,3237.0,201,1616,2,45580
936,2,5,National Poll on Healthy Aging (NPHA),571,3,2,2,select_coverage,3.0,exact,575,4535,573.0,4528.0,275,2211,2,63456
936,2,5,National Poll on Healthy Aging (NPHA),571,3,2,2,select_coverage,4.0,exact,726,5711,724.0,5704.0,344,2765,2,79912
936,2,5,National Poll on Healthy Aging (NPHA),571,3,2,2,select_coverage_CBA_M1,,exact,147,1235,147.0,1235.0,82,695,2,17388
936,2,14,National Poll on Healthy Aging (NPHA),571,3,2,1,select_coverage,1.0,DAC,240,1881,,,240,1881,2,10420
936,2,14,National Poll on Healthy Aging (NPHA),571,3,2,1,select_coverage,1.0,exact,240,1881,240.0,1881.0,103,850,2,26152
936,2,14,National Poll on Healthy Aging (NPHA),571,3,2,1,select_coverage,2.0,DAC,418,3308,,,418,3308,2,18264
936,2,14,National Poll on Healthy Aging (NPHA),571,3,2,1,select_coverage,2.0,exact,418,3308,418.0,3308.0,179,1496,2,45848
936,2,14,National Poll on Healthy Aging (NPHA),571,3,2,1,select_coverage,3.0,DAC,563,4468,,,563,4468,2,24644
936,2,14,National Poll on Healthy Aging (NPHA),571,3,2,1,select_coverage,3.0,exact,563,4468,563.0,4468.0,241,2025,2,61884
936,2,14,National Poll on Healthy Aging (NPHA),571,3,2,1,select_coverage,4.0,DAC,686,5414,,,686,5414,2,29904
936,2,14,National Poll on Healthy Aging (NPHA),571,3,2,1,select_coverage,4.0,exact,686,5414,686.0,5414.0,283,2338,2,74640
936,2,14,National Poll on Healthy Aging (NPHA),571,3,2,1,select_coverage_CBA_M1,,DAC,159,1345,,,159,1345,2,7304
