seed,ranking,selection,param,consolidation,strategy,majority_class,no_matches_test,acc_test,bacc_test,f1_test,mcc_test,erros_test,acc_test_maj,bacc_test_maj,f1_test_maj,mcc_test_maj,erros_test_maj,nclients
5,1,select_coverage,1.0,DAC,list,e,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,,,,,,2
5,1,select_coverage,1.0,exact,majority,e,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,,,,,,2
5,1,select_coverage,1.0,exact,cmar,e,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,,,,,,2
5,1,select_coverage,1.0,exact,top_k_avg,e,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,,,,,,2
5,1,select_coverage,1.0,exact,list,e,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,,,,,,2
5,1,select_coverage,2.0,DAC,list,e,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,,,,,,2
5,1,select_coverage,2.0,exact,majority,e,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,,,,,,2
5,1,select_coverage,2.0,exact,cmar,e,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,,,,,,2
5,1,select_coverage,2.0,exact,top_k_avg,e,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,,,,,,2
5,1,select_coverage,2.0,exact,list,e,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,,,,,,2
5,1,select_coverage,3.0,DAC,list,e,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,,,,,,2
5,1,select_coverage,3.0,exact,majority,e,0,1.0,1.0,1.0,1.0,0,,,,,,2
5,1,select_coverage,3.0,exact,cmar,e,0,1.0,1.0,1.0,1.0,0,,,,,,2
5,1,select_coverage,3.0,exact,top_k_avg,e,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,,,,,,2
5,1,select_coverage,3.0,exact,list,e,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,,,,,,2
5,1,select_coverage,4.0,DAC,list,e,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,,,,,,2
5,1,select_coverage,4.0,exact,majority,e,0,1.0,1.0,1.0,1.0,0,,,,,,2
5,1,select_coverage,4.0,exact,cmar,e,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,,,,,,2
5,1,select_coverage,4.0,exact,top_k_avg,e,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,,,,,,2
5,1,select_coverage,4.0,exact,list,e,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,,,,,,2
5,1,select_coverage_CBA_M1,,DAC,list,e,6,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,0.9950769230769232,0.9949874686716792,0.9950743694435098,0.9901970245988924,8.0,2
