id_uci,nclients,seed,data_name,train_size,number_classes,majority_class,ranking,selection,param,consolidation,round1_n_rules,round1_n_items_antecedent,round2_n_rules,round2_n_items_antecedent,final_nrules,final_total_items,default_class,comm_cost
19,2,5,Car Evaluation,1382,4,unacc,1,select_coverage,1.0,DAC,192,755,,,170,684,good,5340
19,2,5,Car Evaluation,1382,4,unacc,1,select_coverage,1.0,exact,192,755,170.0,684.0,143,571,vgood,14872
19,2,5,Car Evaluation,1382,4,unacc,1,select_coverage,2.0,DAC,354,1350,,,310,1227,unacc,9664
19,2,5,Car Evaluation,1382,4,unacc,1,select_coverage,2.0,exact,354,1350,308.0,1218.0,261,1026,unacc,26728
19,2,5,Car Evaluation,1382,4,unacc,1,select_coverage,3.0,DAC,436,1659,,,383,1512,unacc,11884
19,2,5,Car Evaluation,1382,4,unacc,1,select_coverage,3.0,exact,436,1659,380.0,1499.0,321,1258,unacc,32896
19,2,5,Car Evaluation,1382,4,unacc,1,select_coverage,4.0,DAC,524,1956,,,454,1763,good,14128
19,2,5,Car Evaluation,1382,4,unacc,1,select_coverage,4.0,exact,524,1956,450.0,1746.0,375,1437,unacc,38588
19,2,5,Car Evaluation,1382,4,unacc,1,select_coverage_CBA_M1,,DAC,140,575,,,121,511,acc,3996
19,2,5,Car Evaluation,1382,4,unacc,1,select_coverage_CBA_M1,,exact,140,575,121.0,511.0,101,426,acc,10920
19,2,5,Car Evaluation,1382,4,unacc,2,select_coverage,1.0,exact,191,750,169.0,679.0,142,566,vgood,14772
19,2,5,Car Evaluation,1382,4,unacc,2,select_coverage,2.0,exact,354,1350,308.0,1218.0,261,1026,unacc,26728
19,2,5,Car Evaluation,1382,4,unacc,2,select_coverage,3.0,exact,436,1659,380.0,1499.0,321,1258,unacc,32896
19,2,5,Car Evaluation,1382,4,unacc,2,select_coverage,4.0,exact,527,1968,453.0,1758.0,375,1437,unacc,38804
19,2,5,Car Evaluation,1382,4,unacc,2,select_coverage_CBA_M1,,exact,112,458,97.0,410.0,86,361,acc,8828
19,2,14,Car Evaluation,1382,4,unacc,1,select_coverage,1.0,DAC,188,751,,,166,683,unacc,5276
19,2,14,Car Evaluation,1382,4,unacc,1,select_coverage,1.0,exact,188,751,166.0,683.0,136,554,acc,14624
19,2,14,Car Evaluation,1382,4,unacc,1,select_coverage,2.0,DAC,350,1353,,,309,1240,good,9628
19,2,14,Car Evaluation,1382,4,unacc,1,select_coverage,2.0,exact,350,1353,309.0,1240.0,254,1006,unacc,26788
19,2,14,Car Evaluation,1382,4,unacc,1,select_coverage,3.0,DAC,438,1685,,,388,1552,good,12012
19,2,14,Car Evaluation,1382,4,unacc,1,select_coverage,3.0,exact,438,1685,388.0,1552.0,320,1268,unacc,33572
19,2,14,Car Evaluation,1382,4,unacc,1,select_coverage,4.0,DAC,516,1929,,,455,1774,good,13924
19,2,14,Car Evaluation,1382,4,unacc,1,select_coverage,4.0,exact,516,1929,451.0,1758.0,367,1413,unacc,38472
19,2,14,Car Evaluation,1382,4,unacc,1,select_coverage_CBA_M1,,DAC,138,580,,,119,516,acc,3992
