id_uci,nclients,seed,data_name,train_size,number_classes,majority_class,ranking,selection,param,consolidation,round1_n_rules,round1_n_items_antecedent,round2_n_rules,round2_n_items_antecedent,final_nrules,final_total_items,default_class,comm_cost
70,2,5,MONK's Problems,345,2,1,1,select_coverage,1.0,DAC,58,157,,,45,125,1,1340
70,2,5,MONK's Problems,345,2,1,1,select_coverage,1.0,exact,58,157,45.0,125.0,34,91,1,2588
70,2,5,MONK's Problems,345,2,1,1,select_coverage,2.0,DAC,108,304,,,89,260,0,2528
70,2,5,MONK's Problems,345,2,1,1,select_coverage,2.0,exact,108,304,89.0,260.0,61,167,1,5076
70,2,5,MONK's Problems,345,2,1,1,select_coverage,3.0,DAC,140,383,,,117,331,1,3228
70,2,5,MONK's Problems,345,2,1,1,select_coverage,3.0,exact,140,383,117.0,331.0,84,223,1,6572
70,2,5,MONK's Problems,345,2,1,1,select_coverage,4.0,DAC,150,408,,,122,346,1,3448
70,2,5,MONK's Problems,345,2,1,1,select_coverage,4.0,exact,150,408,122.0,346.0,86,230,1,6880
70,2,5,MONK's Problems,345,2,1,1,select_coverage_CBA_M1,,DAC,8,14,,,4,7,0,168
70,2,5,MONK's Problems,345,2,1,1,select_coverage_CBA_M1,,exact,8,14,4.0,7.0,4,7,0,224
70,2,5,MONK's Problems,345,2,1,2,select_coverage,1.0,exact,58,157,45.0,125.0,34,91,1,2588
70,2,5,MONK's Problems,345,2,1,2,select_coverage,2.0,exact,108,304,89.0,260.0,61,167,1,5076
70,2,5,MONK's Problems,345,2,1,2,select_coverage,3.0,exact,140,383,117.0,331.0,84,223,1,6572
70,2,5,MONK's Problems,345,2,1,2,select_coverage,4.0,exact,150,408,122.0,346.0,86,230,1,6880
70,2,5,MONK's Problems,345,2,1,2,select_coverage_CBA_M1,,exact,8,14,4.0,7.0,4,7,0,224
70,2,14,MONK's Problems,345,2,1,1,select_coverage,1.0,DAC,62,183,,,51,155,0,1492
70,2,14,MONK's Problems,345,2,1,1,select_coverage,1.0,exact,62,183,51.0,155.0,33,97,0,2980
70,2,14,MONK's Problems,345,2,1,1,select_coverage,2.0,DAC,118,350,,,102,312,1,2832
70,2,14,MONK's Problems,345,2,1,1,select_coverage,2.0,exact,118,350,102.0,312.0,68,201,1,5916
70,2,14,MONK's Problems,345,2,1,1,select_coverage,3.0,DAC,169,497,,,149,451,1,4032
70,2,14,MONK's Problems,345,2,1,1,select_coverage,3.0,exact,169,497,148.0,448.0,94,270,1,8428
70,2,14,MONK's Problems,345,2,1,1,select_coverage,4.0,DAC,192,554,,,166,495,1,4536
70,2,14,MONK's Problems,345,2,1,1,select_coverage,4.0,exact,192,554,165.0,492.0,100,282,1,9288
70,2,14,MONK's Problems,345,2,1,1,select_coverage_CBA_M1,,DAC,8,14,,,4,7,0,168
70,2,14,MONK's Problems,345,2,1,1,select_coverage_CBA_M1,,exact,8,14,4.0,7.0,4,7,0,224
70,2,14,MONK's Problems,345,2,1,2,select_coverage,1.0,exact,62,183,51.0,155.0,33,97,0,2980
70,2,14,MONK's Problems,345,2,1,2,select_coverage,2.0,exact,118,350,102.0,312.0,68,201,1,5916
70,2,14,MONK's Problems,345,2,1,2,select_coverage,3.0,exact,169,497,148.0,448.0,94,270,1,8428
70,2,14,MONK's Problems,345,2,1,2,select_coverage,4.0,exact,192,554,165.0,492.0,100,282,1,9288
70,2,14,MONK's Problems,345,2,1,2,select_coverage_CBA_M1,,exact,8,14,4.0,7.0,4,7,0,224
70,2,17,MONK's Problems,345,2,1,1,select_coverage,1.0,DAC,54,157,,,43,129,0,1292
70,2,17,MONK's Problems,345,2,1,1,select_coverage,1.0,exact,54,157,43.0,129.0,31,89,1,2548
70,2,17,MONK's Problems,345,2,1,1,select_coverage,2.0,DAC,120,360,,,105,323,1,2896
70,2,17,MONK's Problems,345,2,1,1,select_coverage,2.0,exact,120,360,104.0,319.0,66,190,1,5988
70,2,17,MONK's Problems,345,2,1,1,select_coverage,3.0,DAC,156,457,,,137,412,1,3716
70,2,17,MONK's Problems,345,2,1,1,select_coverage,3.0,exact,156,457,136.0,408.0,87,246,1,7724
70,2,17,MONK's Problems,345,2,1,1,select_coverage,4.0,DAC,170,495,,,148,444,1,4036
70,2,17,MONK's Problems,345,2,1,1,select_coverage,4.0,exact,170,495,147.0,440.0,93,262,1,8332
70,2,17,MONK's Problems,345,2,1,1,select_coverage_CBA_M1,,DAC,8,14,,,4,7,0,168
