ranking,selection,param,strategy,acc_train,bacc_train,f1_train,mcc_train,erros_train,acc_test,bacc_test,f1_test,mcc_test,erros_test,seed
1,select_coverage,1.0,majority,1.0,1.0,1.0,1.0,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,5
1,select_coverage,1.0,cmar,1.0,1.0,1.0,1.0,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,5
1,select_coverage,1.0,top_k_avg,1.0,1.0,1.0,1.0,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,5
1,select_coverage,1.0,list,1.0,1.0,1.0,1.0,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,5
1,select_coverage,2.0,majority,1.0,1.0,1.0,1.0,0,0.9993846153846154,0.99937343358396,0.9993844055725504,0.9987695685916596,1,5
1,select_coverage,2.0,cmar,0.9996922603477458,0.9997042295178942,0.9996917632149585,0.9993837163911008,2,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,5
1,select_coverage,2.0,top_k_avg,1.0,1.0,1.0,1.0,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,5
1,select_coverage,2.0,list,1.0,1.0,1.0,1.0,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,5
1,select_coverage,3.0,majority,0.9996922603477458,0.9997042295178942,0.9996917632149585,0.9993837163911008,2,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,5
1,select_coverage,3.0,cmar,0.9996922603477458,0.9997042295178942,0.9996917632149585,0.9993837163911008,2,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,5
1,select_coverage,3.0,top_k_avg,1.0,1.0,1.0,1.0,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,5
1,select_coverage,3.0,list,1.0,1.0,1.0,1.0,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,5
1,select_coverage,4.0,majority,0.9996922603477458,0.9997042295178942,0.9996917632149585,0.9993837163911008,2,0.9993846153846154,0.99937343358396,0.9993844055725504,0.9987695685916596,1,5
1,select_coverage,4.0,cmar,0.9995383905216187,0.9995563442768411,0.9995376505348036,0.9990757284057684,3,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,5
1,select_coverage,4.0,top_k_avg,1.0,1.0,1.0,1.0,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,5
1,select_coverage,4.0,list,1.0,1.0,1.0,1.0,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,5
1,select_coverage_CBA_M1,,majority,1.0,1.0,1.0,1.0,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,5
1,select_coverage_CBA_M1,,cmar,1.0,1.0,1.0,1.0,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,5
1,select_coverage_CBA_M1,,top_k_avg,1.0,1.0,1.0,1.0,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,5
1,select_coverage_CBA_M1,,list,1.0,1.0,1.0,1.0,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,5
2,select_coverage,1.0,majority,1.0,1.0,1.0,1.0,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,5
2,select_coverage,1.0,cmar,1.0,1.0,1.0,1.0,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,5
2,select_coverage,1.0,top_k_avg,1.0,1.0,1.0,1.0,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,5
2,select_coverage,1.0,list,1.0,1.0,1.0,1.0,0,0.9987692307692309,0.9987468671679198,0.998768782693555,0.9975405934496614,2,5
