id_uci,nclients,seed,data_name,train_size,number_classes,majority_class,ranking,selection,param,consolidation,round1_n_rules,round1_n_items_antecedent,round2_n_rules,round2_n_items_antecedent,final_nrules,final_total_items,default_class,comm_cost
105,2,5,Congressional Voting Records,348,2,democrat,1,select_coverage,1.0,DAC,36,97,,,36,97,republican,836
105,2,5,Congressional Voting Records,348,2,democrat,1,select_coverage,1.0,exact,36,97,36.0,97.0,36,97,republican,2044
105,2,5,Congressional Voting Records,348,2,democrat,1,select_coverage,2.0,DAC,69,200,,,67,196,democrat,1644
105,2,5,Congressional Voting Records,348,2,democrat,1,select_coverage,2.0,exact,69,200,67.0,196.0,67,196,republican,3992
105,2,5,Congressional Voting Records,348,2,democrat,1,select_coverage,3.0,DAC,105,317,,,99,305,democrat,2544
105,2,5,Congressional Voting Records,348,2,democrat,1,select_coverage,3.0,exact,105,317,99.0,305.0,99,305,republican,6100
105,2,5,Congressional Voting Records,348,2,democrat,1,select_coverage,4.0,DAC,151,486,,,141,462,republican,3772
105,2,5,Congressional Voting Records,348,2,democrat,1,select_coverage,4.0,exact,151,486,141.0,462.0,141,462,republican,9040
105,2,5,Congressional Voting Records,348,2,democrat,1,select_coverage_CBA_M1,,DAC,32,88,,,32,88,democrat,752
105,2,5,Congressional Voting Records,348,2,democrat,1,select_coverage_CBA_M1,,exact,32,88,32.0,88.0,32,88,republican,1840
105,2,5,Congressional Voting Records,348,2,democrat,2,select_coverage,1.0,exact,36,97,36.0,97.0,36,97,republican,2044
105,2,5,Congressional Voting Records,348,2,democrat,2,select_coverage,2.0,exact,69,200,67.0,196.0,67,196,republican,3992
105,2,5,Congressional Voting Records,348,2,democrat,2,select_coverage,3.0,exact,105,317,99.0,305.0,99,305,republican,6100
105,2,5,Congressional Voting Records,348,2,democrat,2,select_coverage,4.0,exact,151,486,141.0,462.0,141,462,republican,9040
105,2,5,Congressional Voting Records,348,2,democrat,2,select_coverage_CBA_M1,,exact,32,88,32.0,88.0,32,88,republican,1840
105,2,14,Congressional Voting Records,348,2,democrat,1,select_coverage,1.0,DAC,33,95,,,33,95,republican,792
105,2,14,Congressional Voting Records,348,2,democrat,1,select_coverage,1.0,exact,33,95,33.0,95.0,33,95,republican,1948
105,2,14,Congressional Voting Records,348,2,democrat,1,select_coverage,2.0,DAC,73,236,,,71,230,democrat,1836
105,2,14,Congressional Voting Records,348,2,democrat,1,select_coverage,2.0,exact,73,236,71.0,230.0,71,230,republican,4504
105,2,14,Congressional Voting Records,348,2,democrat,1,select_coverage,3.0,DAC,113,382,,,109,371,democrat,2900
105,2,14,Congressional Voting Records,348,2,democrat,1,select_coverage,3.0,exact,113,382,109.0,371.0,108,367,republican,7112
105,2,14,Congressional Voting Records,348,2,democrat,1,select_coverage,4.0,DAC,158,553,,,151,535,republican,4124
105,2,14,Congressional Voting Records,348,2,democrat,1,select_coverage,4.0,exact,158,553,151.0,535.0,149,527,republican,10100
105,2,14,Congressional Voting Records,348,2,democrat,1,select_coverage_CBA_M1,,DAC,28,83,,,28,83,republican,684
105,2,14,Congressional Voting Records,348,2,democrat,1,select_coverage_CBA_M1,,exact,28,83,28.0,83.0,28,83,republican,1684
105,2,14,Congressional Voting Records,348,2,democrat,2,select_coverage,1.0,exact,33,95,33.0,95.0,33,95,republican,1948
105,2,14,Congressional Voting Records,348,2,democrat,2,select_coverage,2.0,exact,73,236,71.0,230.0,71,230,republican,4504
105,2,14,Congressional Voting Records,348,2,democrat,2,select_coverage,3.0,exact,113,382,109.0,371.0,108,367,republican,7112
105,2,14,Congressional Voting Records,348,2,democrat,2,select_coverage,4.0,exact,158,553,151.0,535.0,149,527,republican,10100
105,2,14,Congressional Voting Records,348,2,democrat,2,select_coverage_CBA_M1,,exact,30,90,30.0,90.0,30,90,republican,1816
105,2,17,Congressional Voting Records,348,2,democrat,1,select_coverage,1.0,DAC,35,103,,,34,101,republican,848
105,2,17,Congressional Voting Records,348,2,democrat,1,select_coverage,1.0,exact,35,103,34.0,101.0,34,101,republican,2052
105,2,17,Congressional Voting Records,348,2,democrat,1,select_coverage,2.0,DAC,78,249,,,72,236,republican,1948
105,2,17,Congressional Voting Records,348,2,democrat,1,select_coverage,2.0,exact,78,249,72.0,236.0,72,236,republican,4628
105,2,17,Congressional Voting Records,348,2,democrat,1,select_coverage,3.0,DAC,121,396,,,115,383,republican,3052
105,2,17,Congressional Voting Records,348,2,democrat,1,select_coverage,3.0,exact,121,396,115.0,383.0,115,383,republican,7424
105,2,17,Congressional Voting Records,348,2,democrat,1,select_coverage,4.0,DAC,169,577,,,161,558,republican,4352
105,2,17,Congressional Voting Records,348,2,democrat,1,select_coverage,4.0,exact,169,577,161.0,558.0,160,552,republican,10628
105,2,17,Congressional Voting Records,348,2,democrat,1,select_coverage_CBA_M1,,DAC,29,77,,,29,77,republican,672
105,2,17,Congressional Voting Records,348,2,democrat,1,select_coverage_CBA_M1,,exact,29,77,29.0,77.0,29,77,republican,1636
105,2,17,Congressional Voting Records,348,2,democrat,2,select_coverage,1.0,exact,35,103,34.0,101.0,34,101,republican,2052
105,2,17,Congressional Voting Records,348,2,democrat,2,select_coverage,2.0,exact,78,249,72.0,236.0,72,236,republican,4628
105,2,17,Congressional Voting Records,348,2,democrat,2,select_coverage,3.0,exact,121,396,115.0,383.0,115,383,republican,7424
105,2,17,Congressional Voting Records,348,2,democrat,2,select_coverage,4.0,exact,169,577,161.0,558.0,160,552,republican,10628
105,2,17,Congressional Voting Records,348,2,democrat,2,select_coverage_CBA_M1,,exact,30,80,30.0,80.0,30,80,republican,1696
105,2,19,Congressional Voting Records,348,2,democrat,1,select_coverage,1.0,DAC,41,108,,,39,104,democrat,940
105,2,19,Congressional Voting Records,348,2,democrat,1,select_coverage,1.0,exact,41,108,39.0,104.0,39,104,democrat,2216
105,2,19,Congressional Voting Records,348,2,democrat,1,select_coverage,2.0,DAC,74,217,,,72,213,democrat,1772
105,2,19,Congressional Voting Records,348,2,democrat,1,select_coverage,2.0,exact,74,217,72.0,213.0,72,213,democrat,4316
105,2,19,Congressional Voting Records,348,2,democrat,1,select_coverage,3.0,DAC,115,365,,,109,348,democrat,2856
105,2,19,Congressional Voting Records,348,2,democrat,1,select_coverage,3.0,exact,115,365,109.0,348.0,109,348,democrat,6876
105,2,19,Congressional Voting Records,348,2,democrat,1,select_coverage,4.0,DAC,156,511,,,149,492,democrat,3932
105,2,19,Congressional Voting Records,348,2,democrat,1,select_coverage,4.0,exact,156,511,149.0,492.0,149,492,democrat,9572
105,2,19,Congressional Voting Records,348,2,democrat,1,select_coverage_CBA_M1,,DAC,35,90,,,33,86,democrat,796
105,2,19,Congressional Voting Records,348,2,democrat,1,select_coverage_CBA_M1,,exact,35,90,33.0,86.0,33,86,democrat,1856
105,2,19,Congressional Voting Records,348,2,democrat,2,select_coverage,1.0,exact,41,108,39.0,104.0,39,104,democrat,2216
105,2,19,Congressional Voting Records,348,2,democrat,2,select_coverage,2.0,exact,74,217,72.0,213.0,72,213,democrat,4316
105,2,19,Congressional Voting Records,348,2,democrat,2,select_coverage,3.0,exact,115,365,109.0,348.0,109,348,democrat,6876
105,2,19,Congressional Voting Records,348,2,democrat,2,select_coverage,4.0,exact,156,511,149.0,492.0,149,492,democrat,9572
105,2,19,Congressional Voting Records,348,2,democrat,2,select_coverage_CBA_M1,,exact,34,87,32.0,83.0,32,83,democrat,1796
105,2,29,Congressional Voting Records,348,2,democrat,1,select_coverage,1.0,DAC,30,91,,,29,90,republican,740
105,2,29,Congressional Voting Records,348,2,democrat,1,select_coverage,1.0,exact,30,91,29.0,90.0,29,90,republican,1796
105,2,29,Congressional Voting Records,348,2,democrat,1,select_coverage,2.0,DAC,73,230,,,69,223,republican,1812
105,2,29,Congressional Voting Records,348,2,democrat,1,select_coverage,2.0,exact,73,230,69.0,223.0,69,223,republican,4376
105,2,29,Congressional Voting Records,348,2,democrat,1,select_coverage,3.0,DAC,113,381,,,107,370,republican,2896
105,2,29,Congressional Voting Records,348,2,democrat,1,select_coverage,3.0,exact,113,381,107.0,370.0,107,370,republican,7068
105,2,29,Congressional Voting Records,348,2,democrat,1,select_coverage,4.0,DAC,157,551,,,147,529,republican,4104
105,2,29,Congressional Voting Records,348,2,democrat,1,select_coverage,4.0,exact,157,551,147.0,529.0,147,529,republican,9980
105,2,29,Congressional Voting Records,348,2,democrat,1,select_coverage_CBA_M1,,DAC,26,81,,,25,80,republican,652
105,2,29,Congressional Voting Records,348,2,democrat,1,select_coverage_CBA_M1,,exact,26,81,25.0,80.0,25,80,republican,1580
105,2,29,Congressional Voting Records,348,2,democrat,2,select_coverage,1.0,exact,30,91,29.0,90.0,29,90,republican,1796
105,2,29,Congressional Voting Records,348,2,democrat,2,select_coverage,2.0,exact,73,230,69.0,223.0,69,223,republican,4376
105,2,29,Congressional Voting Records,348,2,democrat,2,select_coverage,3.0,exact,113,381,107.0,370.0,107,370,republican,7068
105,2,29,Congressional Voting Records,348,2,democrat,2,select_coverage,4.0,exact,157,551,147.0,529.0,147,529,republican,9980
105,2,29,Congressional Voting Records,348,2,democrat,2,select_coverage_CBA_M1,,exact,26,81,25.0,80.0,25,80,republican,1580
105,2,31,Congressional Voting Records,348,2,democrat,1,select_coverage,1.0,DAC,38,110,,,38,110,democrat,912
105,2,31,Congressional Voting Records,348,2,democrat,1,select_coverage,1.0,exact,38,110,38.0,110.0,38,110,democrat,2248
105,2,31,Congressional Voting Records,348,2,democrat,1,select_coverage,2.0,DAC,89,272,,,85,263,democrat,2172
105,2,31,Congressional Voting Records,348,2,democrat,1,select_coverage,2.0,exact,89,272,85.0,263.0,85,263,democrat,5248
105,2,31,Congressional Voting Records,348,2,democrat,1,select_coverage,3.0,DAC,131,424,,,123,405,democrat,3284
105,2,31,Congressional Voting Records,348,2,democrat,1,select_coverage,3.0,exact,131,424,123.0,405.0,123,405,democrat,7904
105,2,31,Congressional Voting Records,348,2,democrat,1,select_coverage,4.0,DAC,179,606,,,167,575,democrat,4588
105,2,31,Congressional Voting Records,348,2,democrat,1,select_coverage,4.0,exact,179,606,167.0,575.0,167,575,democrat,11048
105,2,31,Congressional Voting Records,348,2,democrat,1,select_coverage_CBA_M1,,DAC,29,76,,,29,76,republican,668
105,2,31,Congressional Voting Records,348,2,democrat,1,select_coverage_CBA_M1,,exact,29,76,29.0,76.0,29,76,democrat,1624
105,2,31,Congressional Voting Records,348,2,democrat,2,select_coverage,1.0,exact,38,110,38.0,110.0,38,110,democrat,2248
105,2,31,Congressional Voting Records,348,2,democrat,2,select_coverage,2.0,exact,89,272,85.0,263.0,85,263,democrat,5248
105,2,31,Congressional Voting Records,348,2,democrat,2,select_coverage,3.0,exact,131,424,123.0,405.0,123,405,democrat,7904
105,2,31,Congressional Voting Records,348,2,democrat,2,select_coverage,4.0,exact,179,606,167.0,575.0,167,575,democrat,11048
105,2,31,Congressional Voting Records,348,2,democrat,2,select_coverage_CBA_M1,,exact,24,78,24.0,78.0,24,78,democrat,1528
105,2,34,Congressional Voting Records,348,2,democrat,1,select_coverage,1.0,DAC,40,122,,,39,120,republican,984
105,2,34,Congressional Voting Records,348,2,democrat,1,select_coverage,1.0,exact,40,122,39.0,120.0,38,117,republican,2388
105,2,34,Congressional Voting Records,348,2,democrat,1,select_coverage,2.0,DAC,88,291,,,86,287,republican,2236
105,2,34,Congressional Voting Records,348,2,democrat,1,select_coverage,2.0,exact,88,291,86.0,287.0,84,280,republican,5512
105,2,34,Congressional Voting Records,348,2,democrat,1,select_coverage,3.0,DAC,131,447,,,126,436,republican,3376
105,2,34,Congressional Voting Records,348,2,democrat,1,select_coverage,3.0,exact,131,447,126.0,436.0,124,429,republican,8288
105,2,34,Congressional Voting Records,348,2,democrat,1,select_coverage,4.0,DAC,179,632,,,173,618,republican,4692
105,2,34,Congressional Voting Records,348,2,democrat,1,select_coverage,4.0,exact,179,632,173.0,618.0,171,611,republican,11612
105,2,34,Congressional Voting Records,348,2,democrat,1,select_coverage_CBA_M1,,DAC,36,112,,,35,110,republican,896
105,2,34,Congressional Voting Records,348,2,democrat,1,select_coverage_CBA_M1,,exact,36,112,35.0,110.0,35,110,republican,2184
105,2,34,Congressional Voting Records,348,2,democrat,2,select_coverage,1.0,exact,40,122,39.0,120.0,38,117,republican,2388
105,2,34,Congressional Voting Records,348,2,democrat,2,select_coverage,2.0,exact,88,291,86.0,287.0,84,280,republican,5512
105,2,34,Congressional Voting Records,348,2,democrat,2,select_coverage,3.0,exact,131,447,126.0,436.0,124,429,republican,8288
105,2,34,Congressional Voting Records,348,2,democrat,2,select_coverage,4.0,exact,179,632,173.0,618.0,171,611,republican,11612
105,2,34,Congressional Voting Records,348,2,democrat,2,select_coverage_CBA_M1,,exact,36,112,35.0,110.0,35,110,republican,2184
105,2,42,Congressional Voting Records,348,2,democrat,1,select_coverage,1.0,DAC,38,110,,,38,110,republican,912
105,2,42,Congressional Voting Records,348,2,democrat,1,select_coverage,1.0,exact,38,110,38.0,110.0,38,110,republican,2248
105,2,42,Congressional Voting Records,348,2,democrat,1,select_coverage,2.0,DAC,80,247,,,78,243,democrat,1964
105,2,42,Congressional Voting Records,348,2,democrat,1,select_coverage,2.0,exact,80,247,78.0,243.0,78,243,republican,4820
105,2,42,Congressional Voting Records,348,2,democrat,1,select_coverage,3.0,DAC,124,403,,,120,394,democrat,3116
105,2,42,Congressional Voting Records,348,2,democrat,1,select_coverage,3.0,exact,124,403,120.0,394.0,120,394,republican,7660
105,2,42,Congressional Voting Records,348,2,democrat,1,select_coverage,4.0,DAC,176,606,,,169,588,democrat,4552
105,2,42,Congressional Voting Records,348,2,democrat,1,select_coverage,4.0,exact,176,606,169.0,588.0,169,588,republican,11200
105,2,42,Congressional Voting Records,348,2,democrat,1,select_coverage_CBA_M1,,DAC,30,86,,,30,86,democrat,720
105,2,42,Congressional Voting Records,348,2,democrat,1,select_coverage_CBA_M1,,exact,30,86,30.0,86.0,30,86,republican,1768
105,2,42,Congressional Voting Records,348,2,democrat,2,select_coverage,1.0,exact,38,110,38.0,110.0,38,110,republican,2248
105,2,42,Congressional Voting Records,348,2,democrat,2,select_coverage,2.0,exact,80,247,78.0,243.0,78,243,republican,4820
105,2,42,Congressional Voting Records,348,2,democrat,2,select_coverage,3.0,exact,124,403,120.0,394.0,120,394,republican,7660
105,2,42,Congressional Voting Records,348,2,democrat,2,select_coverage,4.0,exact,176,606,169.0,588.0,169,588,republican,11200
105,2,42,Congressional Voting Records,348,2,democrat,2,select_coverage_CBA_M1,,exact,30,89,30.0,89.0,30,89,republican,1804
105,2,49,Congressional Voting Records,348,2,democrat,1,select_coverage,1.0,DAC,34,100,,,34,100,democrat,824
105,2,49,Congressional Voting Records,348,2,democrat,1,select_coverage,1.0,exact,34,100,34.0,100.0,34,100,democrat,2032
105,2,49,Congressional Voting Records,348,2,democrat,1,select_coverage,2.0,DAC,76,242,,,73,236,democrat,1896
105,2,49,Congressional Voting Records,348,2,democrat,1,select_coverage,2.0,exact,76,242,73.0,236.0,73,236,democrat,4624
105,2,49,Congressional Voting Records,348,2,democrat,1,select_coverage,3.0,DAC,117,399,,,112,389,democrat,3016
105,2,49,Congressional Voting Records,348,2,democrat,1,select_coverage,3.0,exact,117,399,112.0,389.0,112,389,democrat,7412
105,2,49,Congressional Voting Records,348,2,democrat,1,select_coverage,4.0,DAC,166,592,,,159,576,democrat,4376
105,2,49,Congressional Voting Records,348,2,democrat,1,select_coverage,4.0,exact,166,592,159.0,576.0,159,576,democrat,10808
105,2,49,Congressional Voting Records,348,2,democrat,1,select_coverage_CBA_M1,,DAC,29,87,,,29,87,democrat,712
105,2,49,Congressional Voting Records,348,2,democrat,1,select_coverage_CBA_M1,,exact,29,87,29.0,87.0,29,87,democrat,1756
105,2,49,Congressional Voting Records,348,2,democrat,2,select_coverage,1.0,exact,34,100,34.0,100.0,34,100,democrat,2032
105,2,49,Congressional Voting Records,348,2,democrat,2,select_coverage,2.0,exact,76,242,73.0,236.0,73,236,democrat,4624
105,2,49,Congressional Voting Records,348,2,democrat,2,select_coverage,3.0,exact,117,399,112.0,389.0,112,389,democrat,7412
105,2,49,Congressional Voting Records,348,2,democrat,2,select_coverage,4.0,exact,166,592,159.0,576.0,159,576,democrat,10808
105,2,49,Congressional Voting Records,348,2,democrat,2,select_coverage_CBA_M1,,exact,26,78,26.0,78.0,26,78,democrat,1576
105,2,63,Congressional Voting Records,348,2,democrat,1,select_coverage,1.0,DAC,38,119,,,38,119,democrat,948
105,2,63,Congressional Voting Records,348,2,democrat,1,select_coverage,1.0,exact,38,119,38.0,119.0,38,119,democrat,2356
105,2,63,Congressional Voting Records,348,2,democrat,1,select_coverage,2.0,DAC,83,277,,,82,275,democrat,2120
105,2,63,Congressional Voting Records,348,2,democrat,1,select_coverage,2.0,exact,83,277,82.0,275.0,81,271,democrat,5276
105,2,63,Congressional Voting Records,348,2,democrat,1,select_coverage,3.0,DAC,124,431,,,121,424,democrat,3228
105,2,63,Congressional Voting Records,348,2,democrat,1,select_coverage,3.0,exact,124,431,121.0,424.0,120,420,democrat,8020
105,2,63,Congressional Voting Records,348,2,democrat,1,select_coverage,4.0,DAC,177,646,,,169,625,democrat,4724
105,2,63,Congressional Voting Records,348,2,democrat,1,select_coverage,4.0,exact,177,646,169.0,625.0,168,621,democrat,11640
105,2,63,Congressional Voting Records,348,2,democrat,1,select_coverage_CBA_M1,,DAC,33,100,,,33,100,republican,812
105,2,63,Congressional Voting Records,348,2,democrat,1,select_coverage_CBA_M1,,exact,33,100,33.0,100.0,33,100,democrat,2008
105,2,63,Congressional Voting Records,348,2,democrat,2,select_coverage,1.0,exact,38,119,38.0,119.0,38,119,democrat,2356
105,2,63,Congressional Voting Records,348,2,democrat,2,select_coverage,2.0,exact,83,277,82.0,275.0,81,271,democrat,5276
105,2,63,Congressional Voting Records,348,2,democrat,2,select_coverage,3.0,exact,124,431,121.0,424.0,120,420,democrat,8020
105,2,63,Congressional Voting Records,348,2,democrat,2,select_coverage,4.0,exact,177,646,169.0,625.0,168,621,democrat,11640
105,2,63,Congressional Voting Records,348,2,democrat,2,select_coverage_CBA_M1,,exact,34,107,34.0,107.0,34,107,democrat,2116
