id_uci,nclients,seed,data_name,train_size,number_classes,majority_class,ranking,selection,param,consolidation,round1_n_rules,round1_n_items_antecedent,round2_n_rules,round2_n_items_antecedent,final_nrules,final_total_items,default_class,comm_cost
73,2,5,Mushroom,6499,2,e,1,select_coverage,1.0,DAC,75,510,,,39,267,e,2956
73,2,5,Mushroom,6499,2,e,1,select_coverage,1.0,exact,75,510,39.0,267.0,39,267,e,5128
73,2,5,Mushroom,6499,2,e,1,select_coverage,2.0,DAC,172,1246,,,99,744,e,7064
73,2,5,Mushroom,6499,2,e,1,select_coverage,2.0,exact,172,1246,99.0,744.0,99,744,e,13328
73,2,5,Mushroom,6499,2,e,1,select_coverage,3.0,DAC,243,1802,,,142,1091,e,10140
73,2,5,Mushroom,6499,2,e,1,select_coverage,3.0,exact,243,1802,142.0,1091.0,142,1091,e,19360
73,2,5,Mushroom,6499,2,e,1,select_coverage,4.0,DAC,335,2562,,,195,1534,e,14284
73,2,5,Mushroom,6499,2,e,1,select_coverage,4.0,exact,335,2562,195.0,1534.0,195,1534,e,27216
73,2,5,Mushroom,6499,2,e,1,select_coverage_CBA_M1,,DAC,67,424,,,34,215,p,2516
73,2,5,Mushroom,6499,2,e,1,select_coverage_CBA_M1,,exact,67,424,34.0,215.0,34,215,p,4248
73,2,5,Mushroom,6499,2,e,2,select_coverage,1.0,exact,75,510,39.0,267.0,39,267,e,5128
73,2,5,Mushroom,6499,2,e,2,select_coverage,2.0,exact,172,1246,99.0,744.0,99,744,e,13328
73,2,5,Mushroom,6499,2,e,2,select_coverage,3.0,exact,243,1802,142.0,1091.0,142,1091,e,19360
73,2,5,Mushroom,6499,2,e,2,select_coverage,4.0,exact,335,2562,195.0,1534.0,195,1534,e,27216
73,2,5,Mushroom,6499,2,e,2,select_coverage_CBA_M1,,exact,68,430,35.0,221.0,35,221,p,4344
73,2,14,Mushroom,6499,2,e,1,select_coverage,1.0,DAC,75,512,,,41,278,e,2964
73,2,14,Mushroom,6499,2,e,1,select_coverage,1.0,exact,75,512,41.0,278.0,41,278,e,5272
73,2,14,Mushroom,6499,2,e,1,select_coverage,2.0,DAC,164,1174,,,89,640,e,6680
73,2,14,Mushroom,6499,2,e,1,select_coverage,2.0,exact,164,1174,89.0,640.0,89,640,e,11968
73,2,14,Mushroom,6499,2,e,1,select_coverage,3.0,DAC,244,1804,,,143,1069,e,10160
73,2,14,Mushroom,6499,2,e,1,select_coverage,3.0,exact,244,1804,143.0,1069.0,143,1069,e,19216
73,2,14,Mushroom,6499,2,e,1,select_coverage,4.0,DAC,325,2470,,,186,1429,e,13796
73,2,14,Mushroom,6499,2,e,1,select_coverage,4.0,exact,325,2470,186.0,1429.0,186,1429,e,25792
73,2,14,Mushroom,6499,2,e,1,select_coverage_CBA_M1,,DAC,69,438,,,37,232,p,2596
73,2,14,Mushroom,6499,2,e,1,select_coverage_CBA_M1,,exact,69,438,37.0,232.0,37,232,p,4512
73,2,14,Mushroom,6499,2,e,2,select_coverage,1.0,exact,75,512,41.0,278.0,41,278,e,5272
73,2,14,Mushroom,6499,2,e,2,select_coverage,2.0,exact,164,1174,89.0,640.0,89,640,e,11968
73,2,14,Mushroom,6499,2,e,2,select_coverage,3.0,exact,244,1804,143.0,1069.0,143,1069,e,19216
73,2,14,Mushroom,6499,2,e,2,select_coverage,4.0,exact,325,2470,186.0,1429.0,186,1429,e,25792
73,2,14,Mushroom,6499,2,e,2,select_coverage_CBA_M1,,exact,69,438,37.0,232.0,37,232,p,4512
73,2,17,Mushroom,6499,2,e,1,select_coverage,1.0,DAC,73,494,,,43,290,e,2868
73,2,17,Mushroom,6499,2,e,1,select_coverage,1.0,exact,73,494,43.0,290.0,43,290,e,5344
73,2,17,Mushroom,6499,2,e,1,select_coverage,2.0,DAC,163,1169,,,100,720,e,6648
73,2,17,Mushroom,6499,2,e,1,select_coverage,2.0,exact,163,1169,100.0,720.0,100,720,e,12852
73,2,17,Mushroom,6499,2,e,1,select_coverage,3.0,DAC,236,1738,,,142,1046,e,9800
73,2,17,Mushroom,6499,2,e,1,select_coverage,3.0,exact,236,1738,142.0,1046.0,142,1046,e,18744
73,2,17,Mushroom,6499,2,e,1,select_coverage,4.0,DAC,322,2452,,,193,1471,e,13688
73,2,17,Mushroom,6499,2,e,1,select_coverage,4.0,exact,322,2452,193.0,1471.0,193,1471,e,26224
73,2,17,Mushroom,6499,2,e,1,select_coverage_CBA_M1,,DAC,66,422,,,38,235,p,2496
73,2,17,Mushroom,6499,2,e,1,select_coverage_CBA_M1,,exact,66,422,38.0,235.0,38,235,p,4496
73,2,17,Mushroom,6499,2,e,2,select_coverage,1.0,exact,73,494,43.0,290.0,43,290,e,5344
73,2,17,Mushroom,6499,2,e,2,select_coverage,2.0,exact,163,1169,100.0,720.0,100,720,e,12852
73,2,17,Mushroom,6499,2,e,2,select_coverage,3.0,exact,236,1738,142.0,1046.0,142,1046,e,18744
73,2,17,Mushroom,6499,2,e,2,select_coverage,4.0,exact,322,2452,193.0,1471.0,193,1471,e,26224
73,2,17,Mushroom,6499,2,e,2,select_coverage_CBA_M1,,exact,66,422,38.0,235.0,38,235,p,4496
73,2,19,Mushroom,6499,2,e,1,select_coverage,1.0,DAC,74,501,,,41,283,e,2908
73,2,19,Mushroom,6499,2,e,1,select_coverage,1.0,exact,74,501,41.0,283.0,41,283,e,5268
73,2,19,Mushroom,6499,2,e,1,select_coverage,2.0,DAC,162,1163,,,92,675,e,6612
73,2,19,Mushroom,6499,2,e,1,select_coverage,2.0,exact,162,1163,92.0,675.0,92,675,e,12276
