ranking,selection,param,mined,after_pruning,classifier,total_items,no_cov_ant,no_cov_rule,no_matches_train,no_matches_test,seed
1,select_coverage_CBA_M1,,8622,8622,205,916.0,913.0,953.0,913,235,17
2,select_coverage,1.0,8622,8622,365,1610.0,0.0,59.0,0,2,17
2,select_coverage,2.0,8622,8622,663,3035.0,0.0,73.0,0,0,17
2,select_coverage,3.0,8622,8622,936,4237.0,0.0,53.0,0,0,17
2,select_coverage,4.0,8622,8622,1162,5223.0,0.0,23.0,0,0,17
2,select_coverage_CBA_M1,,8622,8622,205,916.0,913.0,953.0,913,235,17
1,select_coverage,1.0,8579,8579,353,1526.0,0.0,80.0,0,0,19
1,select_coverage,2.0,8579,8579,669,3053.0,0.0,68.0,0,0,19
1,select_coverage,3.0,8579,8579,948,4304.0,0.0,33.0,0,0,19
1,select_coverage,4.0,8579,8579,1152,5187.0,0.0,35.0,0,0,19
1,select_coverage_CBA_M1,,8579,8579,192,846.0,1021.0,1045.0,1021,253,19
2,select_coverage,1.0,8579,8579,353,1526.0,0.0,80.0,0,0,19
2,select_coverage,2.0,8579,8579,671,3065.0,0.0,61.0,0,0,19
2,select_coverage,3.0,8579,8579,949,4310.0,0.0,31.0,0,0,19
2,select_coverage,4.0,8579,8579,1154,5199.0,0.0,32.0,0,0,19
2,select_coverage_CBA_M1,,8579,8579,192,846.0,1021.0,1045.0,1021,253,19
1,select_coverage,1.0,8726,8726,384,1721.0,0.0,34.0,0,3,29
1,select_coverage,2.0,8726,8726,693,3184.0,0.0,55.0,0,0,29
1,select_coverage,3.0,8726,8726,989,4499.0,0.0,24.0,0,0,29
1,select_coverage,4.0,8726,8726,1224,5496.0,0.0,36.0,0,0,29
1,select_coverage_CBA_M1,,8726,8726,213,957.0,935.0,979.0,935,220,29
2,select_coverage,1.0,8726,8726,385,1727.0,0.0,33.0,0,3,29
2,select_coverage,2.0,8726,8726,694,3190.0,0.0,55.0,0,0,29
2,select_coverage,3.0,8726,8726,990,4505.0,0.0,24.0,0,0,29
2,select_coverage,4.0,8726,8726,1225,5502.0,0.0,36.0,0,0,29
2,select_coverage_CBA_M1,,8726,8726,213,957.0,935.0,979.0,935,220,29
1,select_coverage,1.0,8687,8687,362,1587.0,0.0,29.0,0,0,31
1,select_coverage,2.0,8687,8687,680,3141.0,0.0,22.0,0,0,31
1,select_coverage,3.0,8687,8687,956,4358.0,0.0,28.0,0,0,31
1,select_coverage,4.0,8687,8687,1152,5200.0,0.0,27.0,0,0,31
1,select_coverage_CBA_M1,,8687,8687,187,819.0,937.0,965.0,937,227,31
2,select_coverage,1.0,8687,8687,362,1587.0,0.0,29.0,0,0,31
2,select_coverage,2.0,8687,8687,680,3141.0,0.0,22.0,0,0,31
2,select_coverage,3.0,8687,8687,957,4364.0,0.0,28.0,0,0,31
2,select_coverage,4.0,8687,8687,1153,5206.0,0.0,27.0,0,0,31
2,select_coverage_CBA_M1,,8687,8687,187,819.0,937.0,965.0,937,227,31
1,select_coverage,1.0,8737,8737,379,1686.0,0.0,65.0,0,4,34
1,select_coverage,2.0,8737,8737,702,3243.0,0.0,53.0,0,0,34
1,select_coverage,3.0,8737,8737,989,4505.0,0.0,41.0,0,0,34
1,select_coverage,4.0,8737,8737,1163,5254.0,0.0,56.0,0,0,34
1,select_coverage_CBA_M1,,8737,8737,212,955.0,851.0,883.0,851,241,34
2,select_coverage,1.0,8737,8737,379,1686.0,0.0,65.0,0,4,34
2,select_coverage,2.0,8737,8737,702,3243.0,0.0,53.0,0,0,34
2,select_coverage,3.0,8737,8737,989,4505.0,0.0,41.0,0,0,34
2,select_coverage,4.0,8737,8737,1164,5260.0,0.0,56.0,0,0,34
2,select_coverage_CBA_M1,,8737,8737,212,955.0,851.0,883.0,851,241,34
1,select_coverage,1.0,8752,8752,366,1627.0,0.0,45.0,0,0,42
1,select_coverage,2.0,8752,8752,709,3312.0,0.0,10.0,0,0,42
1,select_coverage,3.0,8752,8752,983,4531.0,0.0,6.0,0,0,42
1,select_coverage,4.0,8752,8752,1194,5469.0,0.0,0.0,0,0,42
1,select_coverage_CBA_M1,,8752,8752,204,900.0,871.0,895.0,871,232,42
2,select_coverage,1.0,8752,8752,367,1633.0,0.0,41.0,0,0,42
2,select_coverage,2.0,8752,8752,713,3336.0,0.0,10.0,0,0,42
2,select_coverage,3.0,8752,8752,986,4549.0,0.0,6.0,0,0,42
2,select_coverage,4.0,8752,8752,1195,5475.0,0.0,0.0,0,0,42
2,select_coverage_CBA_M1,,8752,8752,204,900.0,871.0,895.0,871,232,42
1,select_coverage,1.0,8619,8619,369,1629.0,0.0,85.0,0,2,49
1,select_coverage,2.0,8619,8619,724,3322.0,0.0,39.0,0,0,49
1,select_coverage,3.0,8619,8619,987,4463.0,0.0,35.0,0,0,49
1,select_coverage,4.0,8619,8619,1195,5337.0,0.0,30.0,0,0,49
1,select_coverage_CBA_M1,,8619,8619,214,951.0,810.0,851.0,810,215,49
2,select_coverage,1.0,8619,8619,369,1629.0,0.0,85.0,0,2,49
2,select_coverage,2.0,8619,8619,724,3322.0,0.0,39.0,0,0,49
2,select_coverage,3.0,8619,8619,987,4463.0,0.0,35.0,0,0,49
2,select_coverage,4.0,8619,8619,1197,5350.0,0.0,30.0,0,0,49
2,select_coverage_CBA_M1,,8619,8619,214,951.0,810.0,851.0,810,215,49
1,select_coverage,1.0,8651,8651,376,1668.0,0.0,44.0,0,1,63
1,select_coverage,2.0,8651,8651,690,3179.0,0.0,24.0,0,0,63
1,select_coverage,3.0,8651,8651,946,4310.0,0.0,44.0,0,0,63
1,select_coverage,4.0,8651,8651,1179,5327.0,0.0,11.0,0,0,63
1,select_coverage_CBA_M1,,8651,8651,199,882.0,966.0,1001.0,966,228,63
2,select_coverage,1.0,8651,8651,376,1668.0,0.0,44.0,0,1,63
2,select_coverage,2.0,8651,8651,690,3179.0,0.0,24.0,0,0,63
2,select_coverage,3.0,8651,8651,948,4322.0,0.0,40.0,0,0,63
2,select_coverage,4.0,8651,8651,1180,5333.0,0.0,11.0,0,0,63
2,select_coverage_CBA_M1,,8651,8651,199,882.0,966.0,1001.0,966,228,63
1,select_coverage,1.0,8698,8698,375,1648.0,0.0,58.0,0,0,64
1,select_coverage,2.0,8698,8698,698,3214.0,0.0,33.0,0,0,64
1,select_coverage,3.0,8698,8698,974,4428.0,0.0,21.0,0,0,64
1,select_coverage,4.0,8698,8698,1172,5268.0,0.0,15.0,0,0,64
1,select_coverage_CBA_M1,,8698,8698,203,902.0,942.0,970.0,942,231,64
2,select_coverage,1.0,8698,8698,375,1648.0,0.0,58.0,0,0,64
2,select_coverage,2.0,8698,8698,698,3214.0,0.0,33.0,0,0,64
2,select_coverage,3.0,8698,8698,974,4428.0,0.0,21.0,0,0,64
2,select_coverage,4.0,8698,8698,1172,5268.0,0.0,15.0,0,0,64
2,select_coverage_CBA_M1,,8698,8698,202,898.0,945.0,973.0,945,231,64
1,select_coverage,1.0,8580,8580,368,1647.0,0.0,41.0,0,2,65
1,select_coverage,2.0,8580,8580,687,3174.0,0.0,25.0,0,0,65
1,select_coverage,3.0,8580,8580,968,4395.0,0.0,14.0,0,0,65
1,select_coverage,4.0,8580,8580,1190,5347.0,0.0,10.0,0,0,65
1,select_coverage_CBA_M1,,8580,8580,211,949.0,885.0,919.0,885,237,65
2,select_coverage,1.0,8580,8580,368,1647.0,0.0,41.0,0,2,65
2,select_coverage,2.0,8580,8580,687,3174.0,0.0,25.0,0,0,65
2,select_coverage,3.0,8580,8580,968,4395.0,0.0,14.0,0,0,65
2,select_coverage,4.0,8580,8580,1190,5347.0,0.0,10.0,0,0,65
2,select_coverage_CBA_M1,,8580,8580,213,957.0,848.0,882.0,848,226,65
1,select_coverage,1.0,8688,8688,375,1691.0,0.0,21.0,0,5,68
1,select_coverage,2.0,8688,8688,699,3242.0,0.0,8.0,0,1,68
1,select_coverage,3.0,8688,8688,955,4359.0,0.0,49.0,0,0,68
1,select_coverage,4.0,8688,8688,1194,5388.0,0.0,6.0,0,0,68
1,select_coverage_CBA_M1,,8688,8688,207,933.0,898.0,925.0,898,229,68
2,select_coverage,1.0,8688,8688,375,1691.0,0.0,21.0,0,5,68
2,select_coverage,2.0,8688,8688,699,3242.0,0.0,8.0,0,1,68
2,select_coverage,3.0,8688,8688,957,4371.0,0.0,49.0,0,0,68
2,select_coverage,4.0,8688,8688,1194,5388.0,0.0,6.0,0,0,68
2,select_coverage_CBA_M1,,8688,8688,207,933.0,898.0,925.0,898,229,68
1,select_coverage,1.0,8618,8618,366,1607.0,0.0,57.0,0,2,74
1,select_coverage,2.0,8618,8618,677,3107.0,0.0,57.0,0,0,74
1,select_coverage,3.0,8618,8618,955,4338.0,0.0,30.0,0,0,74
1,select_coverage,4.0,8618,8618,1168,5245.0,0.0,22.0,0,0,74
1,select_coverage_CBA_M1,,8618,8618,201,894.0,950.0,995.0,950,235,74
2,select_coverage,1.0,8618,8618,367,1613.0,0.0,55.0,0,2,74
2,select_coverage,2.0,8618,8618,677,3107.0,0.0,57.0,0,0,74
2,select_coverage,3.0,8618,8618,955,4338.0,0.0,30.0,0,0,74
2,select_coverage,4.0,8618,8618,1168,5245.0,0.0,22.0,0,0,74
2,select_coverage_CBA_M1,,8618,8618,201,894.0,950.0,995.0,950,235,74
1,select_coverage,1.0,8686,8686,373,1663.0,0.0,32.0,0,4,76
1,select_coverage,2.0,8686,8686,702,3243.0,0.0,25.0,0,0,76
1,select_coverage,3.0,8686,8686,967,4416.0,0.0,11.0,0,0,76
1,select_coverage,4.0,8686,8686,1187,5356.0,0.0,6.0,0,0,76
1,select_coverage_CBA_M1,,8686,8686,199,894.0,968.0,992.0,968,254,76
2,select_coverage,1.0,8686,8686,373,1663.0,0.0,32.0,0,4,76
2,select_coverage,2.0,8686,8686,703,3249.0,0.0,24.0,0,0,76
2,select_coverage,3.0,8686,8686,967,4416.0,0.0,11.0,0,0,76
2,select_coverage,4.0,8686,8686,1188,5362.0,0.0,6.0,0,0,76
2,select_coverage_CBA_M1,,8686,8686,199,894.0,968.0,992.0,968,254,76
1,select_coverage,1.0,8697,8697,381,1662.0,0.0,62.0,0,0,100
1,select_coverage,2.0,8697,8697,688,3152.0,0.0,57.0,0,0,100
1,select_coverage,3.0,8697,8697,971,4395.0,0.0,35.0,0,0,100
1,select_coverage,4.0,8697,8697,1174,5270.0,0.0,20.0,0,0,100
1,select_coverage_CBA_M1,,8697,8697,197,873.0,1020.0,1043.0,1020,250,100
2,select_coverage,1.0,8697,8697,381,1662.0,0.0,62.0,0,0,100
2,select_coverage,2.0,8697,8697,688,3152.0,0.0,57.0,0,0,100
2,select_coverage,3.0,8697,8697,971,4395.0,0.0,35.0,0,0,100
2,select_coverage,4.0,8697,8697,1174,5270.0,0.0,20.0,0,0,100
2,select_coverage_CBA_M1,,8697,8697,198,877.0,1012.0,1035.0,1012,249,100
1,select_coverage,1.0,8645,8645,387,1716.0,0.0,40.0,0,1,114
1,select_coverage,2.0,8645,8645,716,3283.0,0.0,32.0,0,0,114
1,select_coverage,3.0,8645,8645,986,4476.0,0.0,19.0,0,0,114
1,select_coverage,4.0,8645,8645,1212,5445.0,0.0,20.0,0,0,114
1,select_coverage_CBA_M1,,8645,8645,194,868.0,1022.0,1052.0,1022,255,114
2,select_coverage,1.0,8645,8645,387,1716.0,0.0,40.0,0,1,114
2,select_coverage,2.0,8645,8645,715,3279.0,0.0,32.0,0,0,114
2,select_coverage,3.0,8645,8645,986,4476.0,0.0,19.0,0,0,114
2,select_coverage,4.0,8645,8645,1213,5451.0,0.0,19.0,0,0,114
2,select_coverage_CBA_M1,,8645,8645,194,868.0,1022.0,1052.0,1022,255,114
1,select_coverage,1.0,8628,8628,379,1707.0,0.0,62.0,0,1,133
1,select_coverage,2.0,8628,8628,698,3245.0,0.0,23.0,0,0,133
1,select_coverage,3.0,8628,8628,979,4480.0,0.0,19.0,0,0,133
1,select_coverage,4.0,8628,8628,1224,5539.0,0.0,20.0,0,0,133
1,select_coverage_CBA_M1,,8628,8628,195,873.0,1001.0,1021.0,1001,276,133
2,select_coverage,1.0,8628,8628,379,1707.0,0.0,62.0,0,1,133
2,select_coverage,2.0,8628,8628,698,3245.0,0.0,23.0,0,0,133
2,select_coverage,3.0,8628,8628,979,4480.0,0.0,19.0,0,0,133
2,select_coverage,4.0,8628,8628,1224,5539.0,0.0,20.0,0,0,133
2,select_coverage_CBA_M1,,8628,8628,195,873.0,1001.0,1021.0,1001,276,133
1,select_coverage,1.0,8635,8635,370,1648.0,0.0,59.0,0,1,138
1,select_coverage,2.0,8635,8635,692,3191.0,0.0,27.0,0,0,138
1,select_coverage,3.0,8635,8635,1012,4596.0,0.0,20.0,0,0,138
1,select_coverage,4.0,8635,8635,1218,5480.0,0.0,36.0,0,0,138
1,select_coverage_CBA_M1,,8635,8635,207,934.0,975.0,1002.0,975,224,138
2,select_coverage,1.0,8635,8635,370,1648.0,0.0,59.0,0,1,138
2,select_coverage,2.0,8635,8635,691,3187.0,0.0,27.0,0,0,138
2,select_coverage,3.0,8635,8635,1013,4602.0,0.0,19.0,0,0,138
2,select_coverage,4.0,8635,8635,1218,5480.0,0.0,36.0,0,0,138
2,select_coverage_CBA_M1,,8635,8635,207,934.0,975.0,1002.0,975,224,138
1,select_coverage,1.0,8679,8679,362,1584.0,0.0,61.0,0,5,148
1,select_coverage,2.0,8679,8679,712,3310.0,0.0,22.0,0,0,148
1,select_coverage,3.0,8679,8679,967,4388.0,0.0,26.0,0,0,148
1,select_coverage,4.0,8679,8679,1156,5206.0,0.0,24.0,0,0,148
1,select_coverage_CBA_M1,,8679,8679,202,896.0,905.0,942.0,905,233,148
2,select_coverage,1.0,8679,8679,363,1590.0,0.0,61.0,0,5,148
2,select_coverage,2.0,8679,8679,712,3310.0,0.0,22.0,0,0,148
2,select_coverage,3.0,8679,8679,967,4388.0,0.0,26.0,0,0,148
2,select_coverage,4.0,8679,8679,1156,5206.0,0.0,24.0,0,0,148
2,select_coverage_CBA_M1,,8679,8679,200,888.0,931.0,967.0,931,241,148
