ranking,selection,param,mined,after_pruning,classifier,total_items,no_cov_ant,no_cov_rule,no_matches_train,no_matches_test,seed
1,select_coverage,1.0,627217,627217,38,485.0,143.0,143.0,143,47,5
1,select_coverage,2.0,627217,627217,81,1064.0,143.0,143.0,143,47,5
1,select_coverage,3.0,627217,627217,121,1610.0,143.0,143.0,143,47,5
1,select_coverage,4.0,627217,627217,167,2240.0,143.0,143.0,143,47,5
1,select_coverage_CBA_M1,,627217,627217,35,455.0,184.0,184.0,184,56,5
2,select_coverage,1.0,627217,627217,38,485.0,143.0,143.0,143,47,5
2,select_coverage,2.0,627217,627217,81,1064.0,143.0,143.0,143,47,5
2,select_coverage,3.0,627217,627217,121,1610.0,143.0,143.0,143,47,5
2,select_coverage,4.0,627217,627217,167,2240.0,143.0,143.0,143,47,5
2,select_coverage_CBA_M1,,627217,627217,38,485.0,143.0,143.0,143,47,5
1,select_coverage,1.0,663228,663228,30,363.0,196.0,196.0,196,39,14
1,select_coverage,2.0,663228,663228,65,797.0,196.0,196.0,196,39,14
1,select_coverage,3.0,663228,663228,99,1217.0,196.0,196.0,196,39,14
1,select_coverage,4.0,663228,663228,135,1683.0,196.0,196.0,196,39,14
1,select_coverage_CBA_M1,,663228,663228,28,340.0,226.0,226.0,226,42,14
2,select_coverage,1.0,663228,663228,30,363.0,196.0,196.0,196,39,14
2,select_coverage,2.0,663228,663228,65,797.0,196.0,196.0,196,39,14
2,select_coverage,3.0,663228,663228,99,1217.0,196.0,196.0,196,39,14
2,select_coverage,4.0,663228,663228,135,1683.0,196.0,196.0,196,39,14
2,select_coverage_CBA_M1,,663228,663228,30,363.0,196.0,196.0,196,39,14
1,select_coverage,1.0,684880,684880,27,325.0,205.0,205.0,205,44,17
1,select_coverage,2.0,684880,684880,61,747.0,205.0,205.0,205,44,17
1,select_coverage,3.0,684880,684880,88,1083.0,205.0,205.0,205,44,17
1,select_coverage,4.0,684880,684880,121,1494.0,205.0,205.0,205,44,17
1,select_coverage_CBA_M1,,684880,684880,23,271.0,318.0,318.0,318,72,17
2,select_coverage,1.0,684880,684880,27,325.0,205.0,205.0,205,44,17
2,select_coverage,2.0,684880,684880,61,747.0,205.0,205.0,205,44,17
2,select_coverage,3.0,684880,684880,88,1083.0,205.0,205.0,205,44,17
2,select_coverage,4.0,684880,684880,121,1494.0,205.0,205.0,205,44,17
2,select_coverage_CBA_M1,,684880,684880,26,312.0,211.0,211.0,211,45,17
1,select_coverage,1.0,685653,685653,33,392.0,189.0,189.0,189,51,19
1,select_coverage,2.0,685653,685653,71,864.0,189.0,189.0,189,51,19
1,select_coverage,3.0,685653,685653,108,1327.0,189.0,189.0,189,51,19
1,select_coverage,4.0,685653,685653,147,1837.0,189.0,189.0,189,51,19
1,select_coverage_CBA_M1,,685653,685653,29,345.0,311.0,311.0,311,80,19
2,select_coverage,1.0,685653,685653,33,392.0,189.0,189.0,189,51,19
2,select_coverage,2.0,685653,685653,71,864.0,189.0,189.0,189,51,19
2,select_coverage,3.0,685653,685653,108,1327.0,189.0,189.0,189,51,19
2,select_coverage,4.0,685653,685653,147,1837.0,189.0,189.0,189,51,19
2,select_coverage_CBA_M1,,685653,685653,33,392.0,189.0,189.0,189,51,19
1,select_coverage,1.0,438882,438882,30,369.0,175.0,175.0,175,48,29
1,select_coverage,2.0,438882,438882,66,821.0,175.0,175.0,175,48,29
1,select_coverage,3.0,438882,438882,95,1190.0,175.0,175.0,175,48,29
1,select_coverage,4.0,438882,438882,137,1726.0,175.0,175.0,175,48,29
1,select_coverage_CBA_M1,,438882,438882,28,342.0,203.0,203.0,203,54,29
2,select_coverage,1.0,438882,438882,30,369.0,175.0,175.0,175,48,29
2,select_coverage,2.0,438882,438882,66,821.0,175.0,175.0,175,48,29
2,select_coverage,3.0,438882,438882,95,1190.0,175.0,175.0,175,48,29
2,select_coverage,4.0,438882,438882,137,1726.0,175.0,175.0,175,48,29
2,select_coverage_CBA_M1,,438882,438882,30,369.0,175.0,175.0,175,48,29
1,select_coverage,1.0,695578,695578,34,431.0,155.0,155.0,155,35,31
1,select_coverage,2.0,695578,695578,76,981.0,155.0,155.0,155,35,31
1,select_coverage,3.0,695578,695578,109,1417.0,155.0,155.0,155,35,31
1,select_coverage,4.0,695578,695578,151,1990.0,155.0,155.0,155,35,31
1,select_coverage_CBA_M1,,695578,695578,27,334.0,298.0,298.0,298,67,31
2,select_coverage,1.0,695578,695578,34,431.0,155.0,155.0,155,35,31
2,select_coverage,2.0,695578,695578,76,981.0,155.0,155.0,155,35,31
2,select_coverage,3.0,695578,695578,109,1417.0,155.0,155.0,155,35,31
2,select_coverage,4.0,695578,695578,151,1990.0,155.0,155.0,155,35,31
2,select_coverage_CBA_M1,,695578,695578,32,402.0,165.0,165.0,165,36,31
1,select_coverage,1.0,657735,657735,33,392.0,170.0,170.0,170,32,34
1,select_coverage,2.0,657735,657735,71,859.0,170.0,170.0,170,32,34
1,select_coverage,3.0,657735,657735,107,1308.0,170.0,170.0,170,32,34
1,select_coverage,4.0,657735,657735,148,1852.0,170.0,170.0,170,32,34
1,select_coverage_CBA_M1,,657735,657735,30,357.0,245.0,245.0,245,45,34
2,select_coverage,1.0,657735,657735,33,392.0,170.0,170.0,170,32,34
2,select_coverage,2.0,657735,657735,71,859.0,170.0,170.0,170,32,34
2,select_coverage,3.0,657735,657735,107,1308.0,170.0,170.0,170,32,34
2,select_coverage,4.0,657735,657735,148,1852.0,170.0,170.0,170,32,34
2,select_coverage_CBA_M1,,657735,657735,32,379.0,178.0,178.0,178,33,34
1,select_coverage,1.0,615954,615954,35,419.0,180.0,180.0,180,35,42
1,select_coverage,2.0,615954,615954,77,955.0,180.0,180.0,180,34,42
1,select_coverage,3.0,615954,615954,115,1437.0,180.0,180.0,180,34,42
1,select_coverage,4.0,615954,615954,158,2002.0,180.0,180.0,180,34,42
1,select_coverage_CBA_M1,,615954,615954,34,406.0,183.0,183.0,183,35,42
2,select_coverage,1.0,615954,615954,35,419.0,180.0,180.0,180,35,42
2,select_coverage,2.0,615954,615954,77,955.0,180.0,180.0,180,34,42
2,select_coverage,3.0,615954,615954,115,1437.0,180.0,180.0,180,34,42
2,select_coverage,4.0,615954,615954,158,2002.0,180.0,180.0,180,34,42
2,select_coverage_CBA_M1,,615954,615954,35,419.0,180.0,180.0,180,35,42
1,select_coverage,1.0,583878,583878,28,333.0,193.0,193.0,193,51,49
1,select_coverage,2.0,583878,583878,63,764.0,193.0,193.0,193,51,49
1,select_coverage,3.0,583878,583878,94,1147.0,193.0,193.0,193,51,49
1,select_coverage,4.0,583878,583878,133,1640.0,193.0,193.0,193,51,49
1,select_coverage_CBA_M1,,583878,583878,25,299.0,319.0,319.0,319,81,49
2,select_coverage,1.0,583878,583878,28,333.0,193.0,193.0,193,51,49
2,select_coverage,2.0,583878,583878,63,764.0,193.0,193.0,193,51,49
2,select_coverage,3.0,583878,583878,94,1147.0,193.0,193.0,193,51,49
2,select_coverage,4.0,583878,583878,133,1640.0,193.0,193.0,193,51,49
2,select_coverage_CBA_M1,,583878,583878,28,333.0,193.0,193.0,193,51,49
1,select_coverage,1.0,618222,618222,27,313.0,210.0,210.0,210,39,63
1,select_coverage,2.0,618222,618222,60,710.0,210.0,210.0,210,39,63
1,select_coverage,3.0,618222,618222,89,1063.0,210.0,210.0,210,39,63
1,select_coverage,4.0,618222,618222,127,1537.0,210.0,210.0,210,39,63
1,select_coverage_CBA_M1,,618222,618222,23,266.0,332.0,332.0,332,72,63
2,select_coverage,1.0,618222,618222,27,313.0,210.0,210.0,210,39,63
2,select_coverage,2.0,618222,618222,60,710.0,210.0,210.0,210,39,63
2,select_coverage,3.0,618222,618222,89,1063.0,210.0,210.0,210,39,63
2,select_coverage,4.0,618222,618222,127,1537.0,210.0,210.0,210,39,63
2,select_coverage_CBA_M1,,618222,618222,26,301.0,267.0,267.0,267,56,63
1,select_coverage,1.0,625464,625464,31,378.0,202.0,202.0,202,42,64
1,select_coverage,2.0,625464,625464,70,878.0,202.0,202.0,202,42,64
1,select_coverage,3.0,625464,625464,103,1303.0,202.0,202.0,202,42,64
1,select_coverage,4.0,625464,625464,143,1821.0,202.0,202.0,202,42,64
1,select_coverage_CBA_M1,,625464,625464,27,329.0,328.0,328.0,328,70,64
2,select_coverage,1.0,625464,625464,31,378.0,202.0,202.0,202,42,64
2,select_coverage,2.0,625464,625464,70,878.0,202.0,202.0,202,42,64
2,select_coverage,3.0,625464,625464,103,1303.0,202.0,202.0,202,42,64
2,select_coverage,4.0,625464,625464,143,1821.0,202.0,202.0,202,42,64
2,select_coverage_CBA_M1,,625464,625464,31,378.0,202.0,202.0,202,42,64
1,select_coverage,1.0,661401,661401,29,349.0,174.0,174.0,174,47,65
1,select_coverage,2.0,661401,661401,65,790.0,174.0,174.0,174,47,65
1,select_coverage,3.0,661401,661401,96,1178.0,174.0,174.0,174,47,65
1,select_coverage,4.0,661401,661401,133,1647.0,174.0,174.0,174,47,65
1,select_coverage_CBA_M1,,661401,661401,25,298.0,258.0,258.0,258,72,65
2,select_coverage,1.0,661401,661401,29,349.0,174.0,174.0,174,47,65
2,select_coverage,2.0,661401,661401,65,790.0,174.0,174.0,174,47,65
