ranking,selection,param,mined,after_pruning,classifier,total_items,no_cov_ant,no_cov_rule,no_matches_train,no_matches_test,seed
2,select_coverage,3.0,661401,661401,96,1178.0,174.0,174.0,174,47,65
2,select_coverage,4.0,661401,661401,133,1647.0,174.0,174.0,174,47,65
2,select_coverage_CBA_M1,,661401,661401,29,349.0,174.0,174.0,174,47,65
1,select_coverage,1.0,641530,641530,31,374.0,177.0,177.0,177,45,68
1,select_coverage,2.0,641530,641530,69,850.0,177.0,177.0,177,45,68
1,select_coverage,3.0,641530,641530,105,1289.0,177.0,177.0,177,45,68
1,select_coverage,4.0,641530,641530,145,1807.0,177.0,177.0,177,45,68
1,select_coverage_CBA_M1,,641530,641530,27,325.0,311.0,311.0,311,75,68
2,select_coverage,1.0,641530,641530,31,374.0,177.0,177.0,177,45,68
2,select_coverage,2.0,641530,641530,69,850.0,177.0,177.0,177,45,68
2,select_coverage,3.0,641530,641530,105,1289.0,177.0,177.0,177,45,68
2,select_coverage,4.0,641530,641530,145,1807.0,177.0,177.0,177,45,68
2,select_coverage_CBA_M1,,641530,641530,31,374.0,177.0,177.0,177,45,68
1,select_coverage,1.0,733740,733740,35,434.0,179.0,179.0,179,48,74
1,select_coverage,2.0,733740,733740,70,878.0,179.0,179.0,179,48,74
1,select_coverage,3.0,733740,733740,106,1346.0,179.0,179.0,179,48,74
1,select_coverage,4.0,733740,733740,142,1822.0,179.0,179.0,179,48,74
1,select_coverage_CBA_M1,,733740,733740,29,359.0,305.0,305.0,305,86,74
2,select_coverage,1.0,733740,733740,35,434.0,179.0,179.0,179,48,74
2,select_coverage,2.0,733740,733740,70,878.0,179.0,179.0,179,48,74
2,select_coverage,3.0,733740,733740,106,1346.0,179.0,179.0,179,48,74
2,select_coverage,4.0,733740,733740,142,1822.0,179.0,179.0,179,48,74
2,select_coverage_CBA_M1,,733740,733740,31,383.0,286.0,286.0,286,80,74
1,select_coverage,1.0,461165,461165,31,374.0,176.0,176.0,176,32,76
1,select_coverage,2.0,461165,461165,67,833.0,176.0,176.0,176,32,76
1,select_coverage,3.0,461165,461165,97,1205.0,176.0,176.0,176,32,76
1,select_coverage,4.0,461165,461165,132,1649.0,176.0,176.0,176,32,76
1,select_coverage_CBA_M1,,461165,461165,25,300.0,324.0,324.0,324,70,76
2,select_coverage,1.0,461165,461165,31,374.0,176.0,176.0,176,32,76
2,select_coverage,2.0,461165,461165,67,833.0,176.0,176.0,176,32,76
2,select_coverage,3.0,461165,461165,97,1205.0,176.0,176.0,176,32,76
2,select_coverage,4.0,461165,461165,132,1649.0,176.0,176.0,176,32,76
2,select_coverage_CBA_M1,,461165,461165,28,340.0,258.0,258.0,258,55,76
1,select_coverage,1.0,658769,658769,33,398.0,180.0,180.0,180,36,100
1,select_coverage,2.0,658769,658769,72,884.0,180.0,180.0,180,36,100
1,select_coverage,3.0,658769,658769,101,1244.0,180.0,180.0,180,36,100
1,select_coverage,4.0,658769,658769,136,1685.0,180.0,180.0,180,36,100
1,select_coverage_CBA_M1,,658769,658769,27,321.0,311.0,311.0,311,71,100
2,select_coverage,1.0,658769,658769,33,398.0,180.0,180.0,180,36,100
2,select_coverage,2.0,658769,658769,72,884.0,180.0,180.0,180,36,100
2,select_coverage,3.0,658769,658769,101,1244.0,180.0,180.0,180,36,100
2,select_coverage,4.0,658769,658769,136,1685.0,180.0,180.0,180,36,100
2,select_coverage_CBA_M1,,658769,658769,33,398.0,180.0,180.0,180,36,100
1,select_coverage,1.0,513432,513432,35,421.0,182.0,182.0,182,46,114
1,select_coverage,2.0,513432,513432,76,930.0,182.0,182.0,182,46,114
1,select_coverage,3.0,513432,513432,115,1414.0,182.0,182.0,182,46,114
1,select_coverage,4.0,513432,513432,154,1917.0,182.0,182.0,182,46,114
1,select_coverage_CBA_M1,,513432,513432,30,352.0,222.0,222.0,222,63,114
2,select_coverage,1.0,513432,513432,35,421.0,182.0,182.0,182,46,114
2,select_coverage,2.0,513432,513432,76,930.0,182.0,182.0,182,46,114
2,select_coverage,3.0,513432,513432,115,1414.0,182.0,182.0,182,46,114
2,select_coverage,4.0,513432,513432,154,1917.0,182.0,182.0,182,46,114
2,select_coverage_CBA_M1,,513432,513432,35,421.0,182.0,182.0,182,46,114
1,select_coverage,1.0,610380,610380,31,369.0,190.0,190.0,190,44,133
1,select_coverage,2.0,610380,610380,68,817.0,190.0,190.0,190,44,133
1,select_coverage,3.0,610380,610380,99,1204.0,190.0,190.0,190,44,133
1,select_coverage,4.0,610380,610380,138,1690.0,190.0,190.0,190,44,133
1,select_coverage_CBA_M1,,610380,610380,26,307.0,315.0,315.0,315,77,133
2,select_coverage,1.0,610380,610380,31,369.0,190.0,190.0,190,44,133
2,select_coverage,2.0,610380,610380,68,817.0,190.0,190.0,190,44,133
2,select_coverage,3.0,610380,610380,99,1204.0,190.0,190.0,190,44,133
2,select_coverage,4.0,610380,610380,138,1690.0,190.0,190.0,190,44,133
2,select_coverage_CBA_M1,,610380,610380,31,369.0,190.0,190.0,190,44,133
1,select_coverage,1.0,649212,649212,33,398.0,179.0,179.0,179,49,138
1,select_coverage,2.0,649212,649212,72,882.0,179.0,179.0,179,49,138
1,select_coverage,3.0,649212,649212,107,1324.0,179.0,179.0,179,49,138
1,select_coverage,4.0,649212,649212,147,1833.0,179.0,179.0,179,49,138
1,select_coverage_CBA_M1,,649212,649212,30,358.0,246.0,246.0,246,68,138
2,select_coverage,1.0,649212,649212,33,398.0,179.0,179.0,179,49,138
2,select_coverage,2.0,649212,649212,72,882.0,179.0,179.0,179,49,138
2,select_coverage,3.0,649212,649212,107,1324.0,179.0,179.0,179,49,138
2,select_coverage,4.0,649212,649212,147,1833.0,179.0,179.0,179,49,138
2,select_coverage_CBA_M1,,649212,649212,33,398.0,179.0,179.0,179,49,138
1,select_coverage,1.0,485823,485823,31,381.0,185.0,185.0,185,48,148
1,select_coverage,2.0,485823,485823,70,876.0,185.0,185.0,185,48,148
1,select_coverage,3.0,485823,485823,103,1298.0,185.0,185.0,185,48,148
1,select_coverage,4.0,485823,485823,141,1798.0,185.0,185.0,185,48,148
1,select_coverage_CBA_M1,,485823,485823,29,358.0,209.0,209.0,209,57,148
2,select_coverage,1.0,485823,485823,31,381.0,185.0,185.0,185,48,148
2,select_coverage,2.0,485823,485823,70,876.0,185.0,185.0,185,48,148
2,select_coverage,3.0,485823,485823,103,1298.0,185.0,185.0,185,48,148
2,select_coverage,4.0,485823,485823,141,1798.0,185.0,185.0,185,48,148
2,select_coverage_CBA_M1,,485823,485823,31,381.0,185.0,185.0,185,48,148
