id_uci,nclients,seed,data_name,train_size,number_classes,majority_class,ranking,selection,param,consolidation,round1_n_rules,round1_n_items_antecedent,round2_n_rules,round2_n_items_antecedent,final_nrules,final_total_items,default_class,comm_cost
101,2,5,Tic-Tac-Toe Endgame,766,2,positive,1,select_coverage,1.0,DAC,42,140,,,26,92,positive,1080
101,2,5,Tic-Tac-Toe Endgame,766,2,positive,1,select_coverage,1.0,exact,42,140,26.0,92.0,24,83,negative,1900
101,2,5,Tic-Tac-Toe Endgame,766,2,positive,1,select_coverage,2.0,DAC,200,758,,,159,612,positive,5448
101,2,5,Tic-Tac-Toe Endgame,766,2,positive,1,select_coverage,2.0,exact,200,758,159.0,612.0,150,576,positive,11616
101,2,5,Tic-Tac-Toe Endgame,766,2,positive,1,select_coverage,3.0,DAC,319,1238,,,248,970,positive,8796
101,2,5,Tic-Tac-Toe Endgame,766,2,positive,1,select_coverage,3.0,exact,319,1238,248.0,970.0,232,907,positive,18428
101,2,5,Tic-Tac-Toe Endgame,766,2,positive,1,select_coverage,4.0,DAC,442,1741,,,354,1405,positive,12284
101,2,5,Tic-Tac-Toe Endgame,766,2,positive,1,select_coverage,4.0,exact,442,1741,354.0,1405.0,329,1307,positive,26324
101,2,5,Tic-Tac-Toe Endgame,766,2,positive,1,select_coverage_CBA_M1,,DAC,16,48,,,8,24,negative,400
101,2,5,Tic-Tac-Toe Endgame,766,2,positive,1,select_coverage_CBA_M1,,exact,16,48,8.0,24.0,8,24,negative,592
101,2,5,Tic-Tac-Toe Endgame,766,2,positive,2,select_coverage,1.0,exact,42,140,26.0,92.0,24,83,negative,1900
101,2,5,Tic-Tac-Toe Endgame,766,2,positive,2,select_coverage,2.0,exact,200,758,159.0,612.0,150,576,positive,11616
101,2,5,Tic-Tac-Toe Endgame,766,2,positive,2,select_coverage,3.0,exact,319,1238,248.0,970.0,232,907,positive,18428
101,2,5,Tic-Tac-Toe Endgame,766,2,positive,2,select_coverage,4.0,exact,442,1741,354.0,1405.0,329,1307,positive,26324
101,2,5,Tic-Tac-Toe Endgame,766,2,positive,2,select_coverage_CBA_M1,,exact,29,88,17.0,52.0,17,52,negative,1192
101,2,14,Tic-Tac-Toe Endgame,766,2,positive,1,select_coverage,1.0,DAC,43,148,,,27,100,positive,1124
101,2,14,Tic-Tac-Toe Endgame,766,2,positive,1,select_coverage,1.0,exact,43,148,27.0,100.0,27,100,positive,2056
101,2,14,Tic-Tac-Toe Endgame,766,2,positive,1,select_coverage,2.0,DAC,204,763,,,166,628,positive,5516
101,2,14,Tic-Tac-Toe Endgame,766,2,positive,1,select_coverage,2.0,exact,204,763,166.0,628.0,163,615,positive,12024
101,2,14,Tic-Tac-Toe Endgame,766,2,positive,1,select_coverage,3.0,DAC,326,1240,,,252,963,positive,8888
101,2,14,Tic-Tac-Toe Endgame,766,2,positive,1,select_coverage,3.0,exact,326,1240,252.0,963.0,240,917,positive,18544
101,2,14,Tic-Tac-Toe Endgame,766,2,positive,1,select_coverage,4.0,DAC,443,1704,,,346,1338,positive,12148
101,2,14,Tic-Tac-Toe Endgame,766,2,positive,1,select_coverage,4.0,exact,443,1704,346.0,1338.0,327,1266,positive,25552
101,2,14,Tic-Tac-Toe Endgame,766,2,positive,1,select_coverage_CBA_M1,,DAC,16,48,,,8,24,negative,400
101,2,14,Tic-Tac-Toe Endgame,766,2,positive,1,select_coverage_CBA_M1,,exact,16,48,8.0,24.0,8,24,negative,592
101,2,14,Tic-Tac-Toe Endgame,766,2,positive,2,select_coverage,1.0,exact,43,148,27.0,100.0,27,100,positive,2056
101,2,14,Tic-Tac-Toe Endgame,766,2,positive,2,select_coverage,2.0,exact,204,763,166.0,628.0,163,615,positive,12024
101,2,14,Tic-Tac-Toe Endgame,766,2,positive,2,select_coverage,3.0,exact,326,1240,252.0,963.0,240,917,positive,18544
101,2,14,Tic-Tac-Toe Endgame,766,2,positive,2,select_coverage,4.0,exact,443,1704,346.0,1338.0,327,1266,positive,25552
101,2,14,Tic-Tac-Toe Endgame,766,2,positive,2,select_coverage_CBA_M1,,exact,28,84,16.0,48.0,16,48,negative,1120
101,2,17,Tic-Tac-Toe Endgame,766,2,positive,1,select_coverage,1.0,DAC,42,140,,,26,92,positive,1080
