seed,ranking,selection,param,consolidation,strategy,majority_class,no_matches_test,acc_test,bacc_test,f1_test,mcc_test,erros_test
5,1,select_coverage,1.0,DAC,list,N,0,0.8730407523510971,0.8454670341999292,0.8492021833808079,0.7958464832781525,81
5,1,select_coverage,1.0,exact,list,N,0,0.9467084639498433,0.9413123423253156,0.9402858438911569,0.9134938780337292,34
5,1,select_coverage,2.0,DAC,list,N,0,0.8605015673981191,0.8339665751252743,0.8310904349380687,0.7783599135054733,89
5,1,select_coverage,2.0,exact,list,N,0,0.9388714733542319,0.9292899374648086,0.9298313694147654,0.9005542482810289,39
5,1,select_coverage,3.0,DAC,list,N,0,0.8557993730407524,0.8309454270890205,0.8270376939908936,0.7715804066719842,92
5,1,select_coverage,3.0,exact,list,N,0,0.9404388714733543,0.9291395339911422,0.9322152211294555,0.9028554219030317,38
5,1,select_coverage,4.0,DAC,list,N,0,0.85423197492163,0.8299383777436026,0.8256659287519822,0.7692368243392851,93
5,1,select_coverage,4.0,exact,list,N,0,0.9357366771159875,0.9238176273896906,0.9278197249048873,0.8951692768010406,41
5,1,select_coverage_CBA_M1,,DAC,list,N,0,0.8683385579937304,0.8436033389827596,0.8454556252512685,0.7879990835694429,84
5,1,select_coverage_CBA_M1,,exact,list,N,0,0.9467084639498433,0.9413123423253156,0.9402858438911569,0.9134938780337292,34
14,1,select_coverage,1.0,DAC,list,N,0,0.8589341692789969,0.8491638652470357,0.8422686002391502,0.7760742532002717,90
14,1,select_coverage,1.0,exact,list,N,0,0.9278996865203761,0.9130092636401504,0.9203397424656035,0.8822494607745034,46
14,1,select_coverage,2.0,DAC,list,N,0,0.8620689655172413,0.8534928695760399,0.84620138126675,0.7813000984925341,88
14,1,select_coverage,2.0,exact,list,N,0,0.9341692789968652,0.921709713517071,0.9274386321762987,0.8926561519696352,42
14,1,select_coverage,3.0,DAC,list,N,0,0.8620689655172413,0.8534928695760399,0.84620138126675,0.7813000984925341,88
14,1,select_coverage,3.0,exact,list,N,0,0.932601880877743,0.920702664171653,0.9248130454397426,0.890218264959972,43
14,1,select_coverage,4.0,DAC,list,N,0,0.8620689655172413,0.8534928695760399,0.84620138126675,0.7813000984925341,88
14,1,select_coverage,4.0,exact,list,N,0,0.932601880877743,0.9172303057144003,0.9236350711836293,0.8903443942891559,43
14,1,select_coverage_CBA_M1,,DAC,list,N,0,0.8589341692789969,0.8491638652470357,0.8422686002391502,0.7760742532002717,90
14,1,select_coverage_CBA_M1,,exact,list,N,0,0.9310344827586207,0.9173382679691547,0.9237826392631806,0.887371403293068,44
17,1,select_coverage,1.0,DAC,list,N,0,0.7225705329153606,0.6339452134724927,0.6548533567758719,0.5406226632672333,177
17,1,select_coverage,1.0,exact,list,N,0,0.95141065830721,0.9467191313645907,0.9476215284412989,0.9209612148240034,31
17,1,select_coverage,2.0,DAC,list,N,0,0.725705329153605,0.6394458176935518,0.660516583697749,0.5459427667352623,175
